Copper Resistance (Ohms),Graphene Resistance (Ohms),Final Resistance (Ohms)
326170.0,1745680.4558244897,209012.03623956811
314920.0,1745616.804368026,204331.84048385045
304430.0,1745553.2159222616,199860.88775034825
294610.0,1745489.6904040542,195578.62041907656
285400.0,1745426.2277303992,191474.33250964194
276750.0,1745362.827818429,187539.50802764134
268610.0,1745299.490585413,183763.6615060924
260940.0,1745236.2159487552,180139.1659396942
253690.0,1745173.0038259963,176652.03999163167
246830.0,1745109.8541348132,173296.38339797445
240340.0,1745046.7667930182,170070.2290702559
234170.0,1744983.7417185584,166955.62314750263
228320.0,1744920.7788295164,163958.78995111285
222750.0,1744857.8780441096,161064.94693861378
217450.0,1744795.0392806886,158273.97803406758
212390.0,1744732.2624577386,155574.68123861522
207560.0,1744669.54749388,152965.83965016087
202950.0,1744606.894307864,150445.91216271673
198540.0,1744544.302818579,148007.48198082927
194320.0,1744481.7729450432,145648.19711461163
190270.0,1744419.3046064093,143359.7356542991
186380.0,1744356.8977219611,141138.99563699836
182660.0,1744294.5522111172,138994.18924297276
179070.0,1744232.2679934255,136904.48213896368
175630.0,1744170.0449885677,134883.5252847241
172320.0,1744107.8831163552,132921.5600570026
169130.0,1744045.7822967328,131014.38001440192
166050.0,1743983.7424497749,129157.54977104007
163090.0,1743921.7634956862,127358.6106923956
160220.0,1743859.8453548031,125600.68861879857
157460.0,1743797.9879475932,123897.28292379425
154790.0,1743736.1911946496,122237.2937095879
152210.0,1743674.4550167008,120621.80222058293
149720.0,1743612.7793346003,119051.8724886732
147300.0,1743551.1640693347,117515.82038978249
144970.0,1743489.6091420166,116027.23741621841
142700.0,1743428.1144738873,114567.79687869677
140500.0,1743366.679986318,113144.62031427531
138380.0,1743305.3056008085,111764.97619053199
136310.0,1743243.9912389847,110410.02698345485
134310.0,1743182.7368226007,109093.46436724334
132360.0,1743121.5422735403,107802.72921877813
130470.0,1743060.4075138113,106544.97273317454
128630.0,1742999.33246555,105314.07185707799
126840.0,1742938.3170510207,104110.4948279706
125110.0,1742877.3611926108,102941.47336738478
123420.0,1742816.464812837,101793.95382469155
121770.0,1742755.6278343403,100668.28565456042
120170.0,1742694.8501798897,99571.67991896054
118610.0,1742634.1317723747,98497.67324588321
117090.0,1742573.4725348172,97446.60027145792
115610.0,1742512.872390357,96418.79073039546
114160.0,1742452.3312622637,95407.58477109447
112750.0,1742391.8490739283,94420.22954143948
111380.0,1742331.4257488688,93457.0405320757
110030.0,1742271.061210724,92504.19169380597
108720.0,1742210.75538326,91576.0159692311
107440.0,1742150.5081903632,90665.69362816647
106200.0,1742090.3195560463,89780.58963110505
104970.0,1742030.1894044415,88899.47793510178
103780.0,1741970.1176598072,88044.0111096198
102620.0,1741910.1042465235,87207.2504752853
101480.0,1741850.1490890908,86382.15514463931
100360.0,1741790.2521121344,85568.85564378888
99270.0,1741730.4132404004,84774.77425792723
98202.0,1741670.6323987553,83994.25535878242
97158.0,1741610.9095121894,83228.90596191835
96135.0,1741551.2445058112,82476.66881673364
95134.0,1741491.6373048532,81738.41112040635
94153.0,1741432.0878346672,81012.7858912196
93192.0,1741372.596020724,80299.91227283012
92251.0,1741313.161788617,79599.90783740606
91328.0,1741253.7850640595,78911.39540005966
90424.0,1741194.4657728823,78235.2258041629
89537.0,1741135.2038410378,77570.00483362809
88668.0,1741075.9991945971,76916.5786907026
87816.0,1741016.85175975,76274.29122536647
86979.0,1740957.7614628056,75641.72105811608
86159.0,1740898.7282301912,75020.46334150356
85353.0,1740839.7519884536,74408.32701383231
84563.0,1740780.8326642564,73806.90704955261
83787.0,1740721.9701843804,73214.75756722086
83026.0,1740663.1644757276,72632.71347750453
819190.0,1740604.415465314,339644.23342020425
750920.0,1740545.723080274,327300.4084864467
693160.0,1740487.0872478583,315823.6712101928
643650.0,1740428.5078954368,305124.30322774086
600740.0,1740369.9849504929,295125.84555386245
563190.0,1740311.518340629,285760.90421002125
530060.0,1740253.1079935613,276972.55357240775
500610.0,1740194.753837124,268708.2801225795
474270.0,1740136.4557992644,260925.8577168574
450550.0,1740078.213808048,253577.34736507814
429100.0,1740020.0277916535,246634.8410709831
409590.0,1739961.8976783769,240059.06165774452
391780.0,1739903.8233966255,233825.90315759968
375460.0,1739845.8048749247,227910.3428582959
360440.0,1739787.842041912,222284.70689433164
346580.0,1739729.9348263403,216931.86648906325
333740.0,1739672.0831570749,211828.17251384986
321820.0,1739614.2869630964,206960.18313751442
310730.0,1739556.5461734978,202314.25258756182
300370.0,1739498.8607174864,197868.4842600064
290680.0,1739441.2305243807,193614.55521060713
281600.0,1739383.6555236157,189541.65132516605
273060.0,1739326.1356447337,185631.91543000453
265030.0,1739268.6708173936,181883.6383084101
257460.0,1739211.2609713648,178284.31648408764
250310.0,1739153.9060365283,174824.4760606944
243540.0,1739096.605942879,171493.19334540874
237130.0,1739039.3606205203,168288.2233665033
231050.0,1738982.1699996695,165201.4784946816
225280.0,1738925.0340106532,162229.04760687027
219780.0,1738867.952583911,159355.8215863352
214550.0,1738810.9256499892,156586.7796956315
209560.0,1738753.953139549,153910.64149296074
204800.0,1738697.0349833602,151326.16609969517
200250.0,1738640.1711123015,148826.26188845563
195890.0,1738583.3614573623,146403.268155847
191720.0,1738526.6059496435,144060.27161827293
187730.0,1738469.9045203517,141794.60420483674
183900.0,1738413.2571008059,139597.54915595686
180220.0,1738356.6636224324,137465.70743369404
176690.0,1738300.1240167664,135401.29349290102
173290.0,1738243.638215453,133394.63301076595
170020.0,1738187.2061502435,131447.55077699196
166870.0,1738130.8277529995,129555.81442549336
163840.0,1738074.5029556896,127721.039043986
160910.0,1738018.2316903903,125932.56167918933
158090.0,1737962.0138892853,124197.82963574254
155360.0,1737905.8494846663,122505.80140479084
152730.0,1737849.7384089313,120863.8377097396
150180.0,1737793.6805945868,119260.53931628211
147720.0,1737737.675974243,117703.18815175208
145340.0,1737681.724480621,116186.43854936364
143030.0,1737625.8260465455,114704.76142361383
140800.0,1737569.9806049464,113265.39510547131
138630.0,1737514.188088862,111856.19180416453
136530.0,1737458.448431434,110484.32658221832
134490.0,1737402.7615659125,109143.94428190571
132520.0,1737347.1274256504,107842.27490217381
130590.0,1737291.5459441063,106560.04915265934
128730.0,1737236.017054845,105317.72271757657
126920.0,1737180.5406915348,104102.52317686836
125150.0,1737125.116787948,102908.15537795317
123440.0,1737069.7452779636,101748.5682644002
121770.0,1737014.426095562,100610.65934456399
120150.0,1736959.1591748288,99501.63613138867
118570.0,1736903.944449954,98415.04747669253
117030.0,1736848.7818552305,97351.23208924194
115530.0,1736793.671325053,96310.52388951807
114060.0,1736738.6127939243,95286.27285175554
112640.0,1736683.6061964436,94292.73178629778
111250.0,1736628.6514673177,93316.23340436521
109890.0,1736573.7485413535,92357.00742563678
108570.0,1736518.897353462,91422.37165215664
107270.0,1736464.0978386558,90498.39570480472
106010.0,1736409.3499320475,89599.5081054035
104780.0,1736354.653568855,88718.83499784816
103580.0,1736300.0086843958,87856.59006983171
102400.0,1736245.4152140887,87005.76447709798
101250.0,1736190.873093454,86173.73582702802
100120.0,1736136.382258114,85353.44138394421
99022.0,1736081.9426437907,84553.76144489073
97946.0,1736027.5541863071,83767.59459347204
96893.0,1735973.2168215872,82995.81521751621
95862.0,1735918.9304856544,82237.83298332593
94853.0,1735864.6951146324,81493.78485504567
93865.0,1735810.5106447455,80763.06559190343
92897.0,1735756.377012317,80045.05950136184
91949.0,1735702.294153771,79339.88528592575
91021.0,1735648.2620056288,78647.66004163102
90110.0,1735594.280504512,77966.25333082197
89218.0,1735540.349587142,77297.26221590952
88344.0,1735486.4691903384,76640.04056718544
87486.0,1735432.6392510184,75993.1784526665
86645.0,1735378.859706199,75357.51860180219
85819.0,1735325.1304929943,74731.63528264678
85010.0,1735271.4515486183,74117.12732328508
84215.0,1735217.8228103803,73511.79732884187
83436.0,1735164.2442156891,72917.24389608379
82670.0,1735110.715702052,72331.25131079493
81919.0,1735057.2372070702,71755.41812299058
808410.0,1735003.808668445,337143.1735502823
741040.0,1734950.4300239736,324821.82654268184
684040.0,1734897.10121155,313370.38661195507
635180.0,1734843.8221691651,302698.32874622755
592830.0,1734790.592834905,292728.08703288354
555780.0,1734737.4131469547,283395.1854690404
523090.0,1734684.2830435927,274639.39385425835
494030.0,1734631.2024631943,266407.8728043566
468030.0,1734578.1713442306,258655.7664636932
444620.0,1734525.1896252683,251338.91025766922
423450.0,1734472.2572449695,244427.86110210343
404200.0,1734419.3741420908,237885.20604222934
386630.0,1734366.540255484,231685.79776269099
370520.0,1734313.755524097,225799.8730440688
355700.0,1734261.0198869703,220206.04998590474
342020.0,1734208.333283241,214882.7079590564
329350.0,1734155.6956521384,209809.33927045035
317590.0,1734103.1069329875,204972.01907666534
306640.0,1734050.567065206,200352.3597749871
296420.0,1733998.0759883064,195936.3870406874
286850.0,1733945.6336418944,191706.7419812928
277890.0,1733893.239965669,187661.0417823642
269470.0,1733840.8948994228,183781.27307809706
261540.0,1733788.598383041,180056.1951353899
254070.0,1733736.3503565027,176482.31680627278
247010.0,1733684.1507598774,173045.16642768792
240340.0,1733631.9995333299,169743.45644394998
234010.0,1733579.8966171164,166559.93727518694
228010.0,1733527.8419515842,163496.26734237888
222310.0,1733475.8354771745,160543.27451187998
216890.0,1733423.8771344176,157696.0992675234
211730.0,1733371.9668639393,154949.22728579995
206800.0,1733320.1046064547,152291.08887292625
202100.0,1733268.2903027702,149725.709192638
197610.0,1733216.5238937829,147245.94446774296
193310.0,1733164.8053204832,144844.07977825298
189200.0,1733113.1345239491,142523.20297192526
185260.0,1733061.5114453535,140274.8831690052
181480.0,1733009.936025956,138095.96347869228
177850.0,1732958.4082071069,135983.01765994198
174360.0,1732906.9279302496,133932.35936483234
171010.0,1732855.4951369152,131946.00475626584
167780.0,1732804.1097687248,130013.92542945976
164680.0,1732752.7717673893,128143.81745463169
161680.0,1732701.4810747092,126319.13045356516
158790.0,1732650.2376325754,124547.31131324221
156010.0,1732599.041382967,122829.77792399173
153320.0,1732547.8922679515,121155.43290827003
150720.0,1732496.7902296868,119525.37231075321
148210.0,1732445.7352104175,117940.67531174759
145780.0,1732394.7271524798,116396.02766358841
143430.0,1732343.7659982953,114892.34574234023
141150.0,1732292.851690374,113424.07366647055
138950.0,1732241.9841713167,111998.47445962891
136810.0,1732191.1633838092,110603.34748503944
134730.0,1732140.3892706262,109239.31795311293
132720.0,1732089.6617746304,107913.61408747843
130770.0,1732038.9808387707,106620.30559350755
128880.0,1731988.3464060845,105359.98843944057
127040.0,1731937.7584196953,104126.53035768872
125250.0,1731887.216822814,102920.40403141803
123510.0,1731836.7215587385,101742.0753887935
121810.0,1731786.272570853,100585.18457100558
120170.0,1731735.8698026277,99463.78792173846
118570.0,1731685.5131976195,98364.66065087446
117010.0,1731635.202699472,97288.14540389813
115490.0,1731584.9382519147,96234.58015356412
114010.0,1731534.7197987624,95204.29795092945
112560.0,1731484.547283914,94190.62437451251
111160.0,1731434.4206513572,93207.85804715977
109780.0,1731384.3398451633,92235.22484452405
108440.0,1731334.3048094884,91287.04399883683
107140.0,1731284.3154885743,90363.62429885403
105860.0,1731234.371826748,89450.98839685271
104620.0,1731184.4737684191,88563.60923628582
103400.0,1731134.6212580856,87687.39724199053
102210.0,1731084.8142403264,86829.70630974481
101050.0,1731035.0526598068,85990.74692961424
99916.0,1730985.336461274,85167.81980801588
98805.0,1730935.6655895624,84358.91300967506
97720.0,1730886.0399895872,83566.37175538391
96657.0,1730836.4596063483,82787.43176688402
95618.0,1730786.9243849304,82023.70507838929
94601.0,1730737.4342704993,81273.86734667992
93605.0,1730687.9892083055,80537.31468408326
92630.0,1730638.5891436818,79814.17510254387
91675.0,1730589.2340220443,79103.83030679423
90740.0,1730539.9237888928,78406.39850009116
89823.0,1730490.658389806,77720.49888930892
88925.0,1730441.4377704507,77046.98496549398
88044.0,1730392.2618765712,76384.45879887165
87181.0,1730343.130653996,75733.76919092078
86335.0,1730294.0440486353,75094.25832172003
85505.0,1730245.0020064819,74465.25939074223
84690.0,1730196.0044736075,73846.09688847733
83891.0,1730147.05139617,73237.61114760341
83107.0,1730098.1427204043,72639.12086323307
82338.0,1730049.2783926288,72050.70219103179
81582.0,1730000.458359243,71470.89531236842
80841.0,1729951.682566727,70901.30241286164
797910.0,1729902.9509616403,334730.77745193394
731420.0,1729854.2634906257,322429.4504301292
675150.0,1729805.620100404,310998.34007559845
626930.0,1729757.0207377786,300352.42936388677
585130.0,1729708.4653496318,290409.1016058262
548560.0,1729659.953882926,281104.20795111643
516290.0,1729611.4862847037,272376.4395161764
487610.0,1729563.062502088,264175.5662273156
461950.0,1729514.6824822808,256454.5050103404
438850.0,1729466.3461725623,249170.13560072068
417950.0,1729418.053520295,242288.07552706564
398950.0,1729369.8044729186,235775.8916264132
381610.0,1729321.5989779523,229607.37896381185
365710.0,1729273.436982994,223751.70521095567
351080.0,1729225.3184357206,218186.51998067577
337580.0,1729177.243283888,212893.24293706886
325070.0,1729129.21147533,207846.719224118
313460.0,1729081.2229579585,203036.40131090887
302650.0,1729033.2776797651,198443.39777164467
292570.0,1728985.3755888185,194057.67780661976
283130.0,1728937.5166332647,189857.21399877672
274280.0,1728889.7007613282,185834.6779376107
265970.0,1728841.9279213115,181980.7011872006
258150.0,1728794.1980615947,178283.93353520494
250770.0,1728746.511130634,174731.11178699924
243810.0,1728698.8670769634,171321.94838346608
237220.0,1728651.265849196,168040.3065885315
230970.0,1728603.7073960183,164878.52085157056
225050.0,1728556.1916661963,161838.23642140857
219420.0,1728508.7186085714,158904.95802131915
214070.0,1728461.2881720632,156078.8751292027
208980.0,1728413.9003056649,153354.42238170782
204120.0,1728366.5549584487,150719.9465271932
199480.0,1728319.2520795611,148173.9565864814
195040.0,1728271.9916182265,145709.05858865217
190800.0,1728224.7735237428,143328.58212392326
186740.0,1728177.5977454856,141024.39406549523
182850.0,1728130.4642329048,138793.59020698344
179120.0,1728083.372935526,136632.98648649149
175540.0,1728036.3238029513,134539.12823783464
172100.0,1727989.316784857,132508.2997074134
168790.0,1727942.3518309942,130536.53367960926
165600.0,1727895.4288911892,128619.62105392366
162540.0,1727848.5479153432,126765.28549341043
159580.0,1727801.7088534315,124956.8932200707
156730.0,1727754.911655506,123201.91733095165
153980.0,1727708.1562716903,121495.54764802392
151330.0,1727661.4426521836,119839.03615635309
148760.0,1727614.7707472583,118220.98141761504
146280.0,1727568.1405072627,116648.68815265385
143890.0,1727521.5518826167,115123.21631846736
141560.0,1727475.0048238162,113626.27744504793
139320.0,1727428.4992814283,112177.97550443499
137140.0,1727382.035206095,110759.74700264246
135030.0,1727335.612548531,109378.78741930553
132980.0,1727289.2312595253,108029.2372035663
131000.0,1727242.8912899392,106718.34801970348
129070.0,1727196.592590706,105433.48899254767
127200.0,1727150.3351128343,104181.85546588058
125390.0,1727104.1188074022,102964.03284801262
123620.0,1727057.9436255635,101767.04176619476
121900.0,1727011.8095185407,100598.05589224632
120230.0,1726965.7164376338,99457.53337221756
118610.0,1726919.66433421,98345.92456994028
117030.0,1726873.6531597103,97256.76545014523
115490.0,1726827.6828656492,96190.39790682922
113990.0,1726781.7534036103,95147.15902796635
112530.0,1726735.8647252512,94127.3808451719
111100.0,1726690.0167822987,93124.36434238635
109710.0,1726644.209526554,92145.39969872669
108360.0,1726598.4429098868,91190.80425115762
107040.0,1726552.7168842384,90253.77995781384
105750.0,1726507.0314016228,89334.55188922738
104490.0,1726461.3864141232,88433.34215447452
103260.0,1726415.781873894,87550.36977448121
102060.0,1726370.217733161,86685.85055593327
100880.0,1726324.6939442195,85832.7577827634
99739.0,1726279.2104594363,85005.02804345377
98618.0,1726233.7672312467,84189.08635697346
97522.0,1726188.364212158,83388.71961789925
96450.0,1726143.0013547472,82603.35926185736
95402.0,1726097.6786116592,81833.16091163828
94376.0,1726052.395935611,81076.80188814647
93372.0,1726007.1532793893,80334.41997444439
92389.0,1725961.9505958485,79605.40863141492
91427.0,1725916.7878379133,78889.89534991121
90484.0,1725871.6649585776,78186.51251766479
89561.0,1725826.581910906,77496.12030163067
88657.0,1725781.538648029,76818.08402552565
87770.0,1725736.5351231496,76151.0065315696
86901.0,1725691.5712895363,75495.73755594665
86049.0,1725646.6471005287,74851.62005301485
85214.0,1725601.7625095332,74218.74651316652
84394.0,1725556.9174700256,73595.68723657618
83590.0,1725512.1119355499,72983.28339137262
82802.0,1725467.3458597183,72381.6183401821
82028.0,1725422.6191962112,71789.24241458048
81268.0,1725377.9318987764,71206.2260465416
80523.0,1725333.28392123,70633.40825667219
79791.0,1725288.675217456,70069.32054550259
787680.0,1725244.1057414052,332398.6890495097
722040.0,1725199.575447096,320113.287357721
666500.0,1725155.084288615,308703.98403560347
618890.0,1725110.6322201153,298079.03632360016
577630.0,1725066.2191958176,288161.54312844784
541530.0,1725021.8451700087,278883.3820139247
509670.0,1724977.5100970438,270182.1334111208
481360.0,1724933.2139313435,262010.22078665908
456020.0,1724888.9566273955,254315.1772083977
433220.0,1724844.738139754,247061.0239203985
412590.0,1724800.55842304,240208.78097788215
393840.0,1724756.41743194,233727.96316519083
376720.0,1724712.3151212072,227587.62972027203
361020.0,1724668.2514456613,221759.2574410732
346580.0,1724624.2263601874,216223.4117603694
333250.0,1724580.2398197353,210956.93778958125
320910.0,1724536.2917793235,205941.98017810332
309450.0,1724492.382194032,201159.39463715634
298770.0,1724448.5110190113,196589.4528133472
288820.0,1724404.678209473,192230.247820065
279500.0,1724360.8837206953,188055.02478161783
270760.0,1724317.1275080224,184056.0727523711
262560.0,1724273.4095268631,180228.35323631496
254840.0,1724229.7297326894,176555.6010215112
247560.0,1724186.0880810416,173029.05497289405
240680.0,1724142.4845275215,169638.45330461286
234170.0,1724098.9190277972,166377.1367124504
228010.0,1724055.391537601,163242.4959704135
222170.0,1724011.9020127286,160225.98410316865
216610.0,1723968.450409041,157312.7684781979
211330.0,1723925.0366824635,154508.14483743714
206300.0,1723881.6607889836,151801.08013181164
201500.0,1723838.3226846543,149185.1156838957
196920.0,1723795.022325593,146658.7367861695
192540.0,1723751.7596679796,144214.493991338
188360.0,1723708.5346680568,141855.71741216505
184350.0,1723665.347282133,139568.48279289276
180510.0,1723622.1974665788,137355.46918775322
176830.0,1723579.0851778276,135213.46423503722
173290.0,1723536.010372376,133133.08150933118
169890.0,1723492.9730067842,131116.36934848689
166620.0,1723449.9730376743,129159.33360168996
163480.0,1723407.0104217343,127263.79769579183
160450.0,1723364.0851157105,125419.33184152693
157540.0,1723321.197076414,123633.55710474926
154720.0,1723278.3462607183,121889.4357362059
152010.0,1723235.5326255609,120200.60400754264
149390.0,1723192.7561279377,118555.85397301751
146860.0,1723150.0167249097,116956.27897202378
144410.0,1723107.314373598,115396.56880675736
142040.0,1723064.649031189,113877.65255940946
139750.0,1723022.0206549275,112400.44451166941
137530.0,1722979.4292021203,110959.33368305417
135380.0,1722936.8746301383,109555.08317563609
133300.0,1722894.3568964116,108188.44370307449
131280.0,1722851.875958433,106853.52783026634
129320.0,1722809.4317737543,105550.94856085746
127420.0,1722767.0242999927,104281.30931445061
125570.0,1722724.653494823,103038.47008490773
123780.0,1722682.3193159818,101829.67751489181
122030.0,1722640.0217212664,100641.90185642788
120340.0,1722597.760668535,99489.17619724046
118690.0,1722555.5361157083,98358.32045228592
117090.0,1722513.3480207648,97256.58570469524
115530.0,1722471.1963417444,96177.48265020075
114010.0,1722429.081036748,95121.35228680956
112530.0,1722387.002063937,94088.5306719745
111080.0,1722344.9593815303,93072.32825135226
109680.0,1722302.9529478108,92087.08256601394
108310.0,1722260.982721118,91119.04488294423
106970.0,1722219.0486598532,90168.4461664247
105660.0,1722177.150722476,89235.51462469005
104390.0,1722135.2888675076,88327.6350669287
103150.0,1722093.463053526,87437.92291156658
101930.0,1722051.6732391715,86559.38447743213
100750.0,1722009.9193831414,85706.63170109122
99592.0,1721968.2014441935,84866.88072427272
98460.0,1721926.5193811452,84043.19495793733
97354.0,1721884.87315287,83235.75074177256
96272.0,1721843.2627183048,82443.25513628338
95214.0,1721801.688036441,81665.86534990549
94179.0,1721760.149066332,80902.99841740265
93166.0,1721718.6457670871,80154.06012678417
92175.0,1721677.1780978765,79419.18772315465
91205.0,1721635.7460179275,78697.77196121607
90255.0,1721594.3494865252,77989.19309056964
89324.0,1721552.988463014,77292.82116746283
88413.0,1721511.6629067964,76609.51799049122
87520.0,1721470.3727773328,75937.89343787482
86645.0,1721429.1180341402,75278.04938753719
85787.0,1721387.898636795,74629.32955368405
84946.0,1721346.7145449307,73991.82725052354
84121.0,1721305.5657182392,73364.87392506577
83312.0,1721264.4521164682,72748.55476050505
82519.0,1721223.3736994239,72142.95381633421
81740.0,1721182.33042697,71546.62172239812
80976.0,1721141.3222590275,70960.3974420544
80227.0,1721100.3491555739,70384.35642745743
79491.0,1721059.4110766433,69817.03026321744
78768.0,1721018.5079823276,69258.48207636099
777710.0,1720977.6398327756,330139.61127326044
712900.0,1720936.8065881932,317868.2116728045
658060.0,1720896.008208841,306476.19281608704
611060.0,1720855.2446550382,295873.76978895796
570320.0,1720814.5158871592,285978.85151176836
534670.0,1720773.821865636,276723.59727154655
503220.0,1720733.1625509548,268050.1407993037
475270.0,1720692.5379036602,259905.57218311445
450250.0,1720651.947884351,252237.75744121528
427740.0,1720611.3924536835,245011.86013871338
407370.0,1720570.8715723695,238187.2131373586
388850.0,1720530.3852011748,231731.76739893862
371950.0,1720489.9333009236,225620.42834778366
356450.0,1720449.515832494,219820.1793491578
342190.0,1720409.1327568195,214310.62002543878
329030.0,1720368.7840348904,209071.67427583836
316840.0,1720328.46962775,204080.792495437
305530.0,1720288.1894964995,199326.4810754214
294990.0,1720247.9436022935,194784.44869820363
285160.0,1720207.7319063412,190447.94551525603
275960.0,1720167.5543699088,186298.5003909415
267340.0,1720127.4109543138,182328.30485928175
259240.0,1720087.301620934,178522.7514479749
251610.0,1720047.226331195,174869.71798546743
244420.0,1720007.1850465827,171365.01019195066
237630.0,1719967.1777286355,167998.27140910958
231210.0,1719927.2043389431,164762.7693266647
225130.0,1719887.2648391551,161650.68888558907
219350.0,1719847.3591909718,158647.94028237212
213870.0,1719807.4873561473,155760.35550268862
208650.0,1719767.6492964907,152972.17042866608
203690.0,1719727.8449738657,150288.1794309598
198950.0,1719688.0743501887,147691.050788337
194430.0,1719648.3373874296,145184.61949682204
190110.0,1719608.6340476135,142761.37908593164
185970.0,1719568.9642928164,140413.25751117663
182020.0,1719529.3280851715,138148.92417532456
178220.0,1719489.7253868612,135948.1384076443
174590.0,1719450.1561601243,133824.93998175696
171100.0,1719410.620367251,131764.12315199457
167740.0,1719371.1179705858,129761.74924685492
164520.0,1719331.648932526,127825.70851077583
161410.0,1719292.2132155208,125939.71346000429
158420.0,1719252.8107820728,124111.38770569848
155540.0,1719213.441594738,122336.15499566674
152760.0,1719174.1056161234,120609.21775414818
150080.0,1719134.8028088908,118931.84657233584
147500.0,1719095.5331357531,117305.29012043393
145000.0,1719056.2965594751,115718.03550318285
142580.0,1719017.0930428759,114171.02471460568
140240.0,1718977.9225488228,112665.18573382699
137980.0,1718938.7850402403,111201.43124091208
135790.0,1718899.6804801023,109774.12214225352
133670.0,1718860.6088314336,108384.01958370075
131610.0,1718821.5700573123,107025.25905398354
129620.0,1718782.5641208687,105705.11326443801
127680.0,1718743.590985284,104410.93109596819
125810.0,1718704.6506137906,103156.65171147493
123980.0,1718665.742969674,101922.69849536671
122210.0,1718626.8680162684,100723.02974360928
120490.0,1718588.0257169623,99551.39167200022
118820.0,1718549.2160351928,98408.24622430898
117190.0,1718510.4389344514,97287.15587612265
115610.0,1718471.6943782764,96195.39514631518
114060.0,1718432.9823302613,95119.494851933
112560.0,1718394.302754047,94073.67353354506
111100.0,1718355.655613328,93051.34261507921
109680.0,1718317.0408718484,92052.8316656328
108290.0,1718278.4584934022,91071.39204532327
106930.0,1718239.9084418353,90107.25769593414
105610.0,1718201.3906810423,89167.78861533818
104330.0,1718162.90517497,88253.29468805449
103070.0,1718124.451887615,87349.71533245235
101840.0,1718086.030783024,86464.40004294683
100640.0,1718047.6418252934,85597.56656153999
99474.0,1718009.28497857,84752.33293941604
98331.0,1717970.9602070511,83920.92746198179
97214.0,1717932.6674749835,83105.69845397002
96121.0,1717894.4067466625,82305.35509332427
95053.0,1717856.1779864351,81520.79179464432
94009.0,1717817.9811586975,80751.43429226274
92987.0,1717779.816227894,79995.95664766167
91987.0,1717741.6831585208,79254.49744511348
91008.0,1717703.581915122,78526.44882357218
90050.0,1717665.51246229,77811.93899912454
89112.0,1717627.4747646684,77110.34559433171
88194.0,1717589.4687869484,76421.78691175477
87294.0,1717551.4944938726,75744.87376181572
86412.0,1717513.5518502302,75079.70896139441
85548.0,1717475.640820859,74426.39396457718
84701.0,1717437.761370648,73784.26998624315
83871.0,1717399.9134645327,73153.42990246892
83056.0,1717362.0970674986,72532.44003066093
82258.0,1717324.3121445791,71922.908540227
81474.0,1717286.558660857,71322.62560746835
80706.0,1717248.8365814623,70733.19912209375
79951.0,1717211.145871574,70152.40078522578
79211.0,1717173.4864964192,69581.83839601098
78484.0,1717135.8584212728,69020.03929354502
77771.0,1717098.2616114586,68467.84138923175
767990.0,1717060.6960323488,327947.12192748574
703990.0,1717023.161649361,315687.9849450685
649840.0,1716985.6584279628,304313.17014555464
603420.0,1716948.18633367,293728.3029143704
563190.0,1716910.7453320443,283855.1088212012
527990.0,1716873.3353886975,274624.34906657954
496930.0,1716835.9564692848,265974.6814081037
469330.0,1716798.6085395135,257855.8718320613
444620.0,1716761.2915651351,250213.42621786808
422390.0,1716724.0055119502,243013.67654102773
402280.0,1716686.7503458057,236217.69352629498
383990.0,1716649.5260325957,229788.66507714285
367300.0,1716612.332538262,223703.7257074852
351990.0,1716575.1698287914,217928.746699318
337910.0,1716538.0378702215,212446.30942139664
324920.0,1716500.936628632,207235.7521110692
312880.0,1716463.8660701527,202269.75723210353
301710.0,1716426.82616096,197540.3060323466
291310.0,1716389.816867274,193026.94373712744
281600.0,1716352.8381553649,188713.82918821
272510.0,1716315.8899915465,184586.3022013374
264000.0,1716278.972342181,180640.8512348378
256000.0,1716242.085173676,176857.95455548167
248470.0,1716205.228452485,173229.9622559879
241370.0,1716168.4021451084,169747.66766842574
234660.0,1716131.606218092,166400.36008275184
228320.0,1716094.8406380282,163186.0994521713
222310.0,1716058.105371555,160091.8093318252
216610.0,1716021.4003853556,157113.58518837122
211200.0,1715984.7256461603,154246.8207682108
206050.0,1715948.0811207436,151480.82463833655
201140.0,1715911.4667759272,148809.44676143356
196460.0,1715874.882578577,146231.4566510399
192000.0,1715838.3284956042,143745.28734206388
187730.0,1715801.8044939674,141337.705612844
183650.0,1715765.3105406687,139011.85464955212
179740.0,1715728.8466027551,136759.24549374316
176000.0,1715692.41264732,134582.55816341832
172410.0,1715656.008641502,132472.61674134684
168960.0,1715619.6345524837,130425.71028919665
165640.0,1715583.2903474928,128437.87281714164
162460.0,1715546.9759938023,126517.02246926285
159390.0,1715510.6914587296,124646.78664321968
156440.0,1715474.436709638,122834.81519800407
153600.0,1715438.2117139327,121076.50159848222
150850.0,1715402.0164390667,119360.75716512809
148210.0,1715365.8508525363,117701.32459028093
145650.0,1715329.71492188,116080.53137621103
143180.0,1715293.6086146852,114505.73037228613
140800.0,1715257.5318985786,112977.99431736958
138490.0,1715221.4847412352,111485.41453464446
136260.0,1715185.467110372,110035.29735651512
134090.0,1715149.4789737496,108615.41414885665
132000.0,1715113.5202991744,107239.60720378869
129970.0,1715077.5910544954,105895.46249899102
128000.0,1715041.691207606,104583.59993234712
126090.0,1715005.8207264428,103304.62989839163
124230.0,1714969.9795789872,102052.40443707838
122430.0,1714934.1677332628,100834.19134652922
