Width (nm), Thickness (nm), Resistance (Ohms)
126.363636, 74.545455, 5.9294e+04
126.363636, 75.454545, 5.8579e+04
126.363636, 76.363636, 5.7882e+04
126.363636, 77.272727, 5.7201e+04
126.363636, 78.181818, 5.6536e+04
126.363636, 79.090909, 5.5886e+04
126.363636, 80.000000, 5.5251e+04
126.363636, 80.909091, 5.4630e+04
126.363636, 81.818182, 5.4023e+04
126.363636, 82.727273, 5.3429e+04
126.363636, 83.636364, 5.2849e+04
126.363636, 84.545455, 5.2280e+04
126.363636, 85.454545, 5.1724e+04
126.363636, 86.363636, 5.1180e+04
126.363636, 87.272727, 5.0647e+04
126.363636, 88.181818, 5.0124e+04
126.363636, 89.090909, 4.9613e+04
126.363636, 90.000000, 4.9112e+04
126.363636, 90.909091, 4.8621e+04
126.363636, 91.818182, 4.8139e+04
