Width (nm), Thickness (nm), Resistance (Ohms)
70.909091, 91.818182, 8.5787e+04
70.909091, 92.727273, 8.4946e+04
70.909091, 93.636364, 8.4121e+04
70.909091, 94.545455, 8.3312e+04
70.909091, 95.454545, 8.2519e+04
70.909091, 96.363636, 8.1740e+04
70.909091, 97.272727, 8.0976e+04
70.909091, 98.181818, 8.0227e+04
70.909091, 99.090909, 7.9491e+04
70.909091, 100.000000, 7.8768e+04
71.818182, 10.000000, 7.7771e+05
71.818182, 10.909091, 7.1290e+05
71.818182, 11.818182, 6.5806e+05
71.818182, 12.727273, 6.1106e+05
71.818182, 13.636364, 5.7032e+05
71.818182, 14.545455, 5.3467e+05
71.818182, 15.454545, 5.0322e+05
71.818182, 16.363636, 4.7527e+05
71.818182, 17.272727, 4.5025e+05
71.818182, 18.181818, 4.2774e+05
71.818182, 19.090909, 4.0737e+05
71.818182, 20.000000, 3.8885e+05
71.818182, 20.909091, 3.7195e+05
71.818182, 21.818182, 3.5645e+05
71.818182, 22.727273, 3.4219e+05
71.818182, 23.636364, 3.2903e+05
71.818182, 24.545455, 3.1684e+05
71.818182, 25.454545, 3.0553e+05
71.818182, 26.363636, 2.9499e+05
71.818182, 27.272727, 2.8516e+05
71.818182, 28.181818, 2.7596e+05
71.818182, 29.090909, 2.6734e+05
71.818182, 30.000000, 2.5924e+05
71.818182, 30.909091, 2.5161e+05
71.818182, 31.818182, 2.4442e+05
71.818182, 32.727273, 2.3763e+05
71.818182, 33.636364, 2.3121e+05
71.818182, 34.545455, 2.2513e+05
71.818182, 35.454545, 2.1935e+05
71.818182, 36.363636, 2.1387e+05
71.818182, 37.272727, 2.0865e+05
71.818182, 38.181818, 2.0369e+05
71.818182, 39.090909, 1.9895e+05
71.818182, 40.000000, 1.9443e+05
71.818182, 40.909091, 1.9011e+05
71.818182, 41.818182, 1.8597e+05
71.818182, 42.727273, 1.8202e+05
71.818182, 43.636364, 1.7822e+05
71.818182, 44.545455, 1.7459e+05
71.818182, 45.454545, 1.7110e+05
71.818182, 46.363636, 1.6774e+05
71.818182, 47.272727, 1.6452e+05
71.818182, 48.181818, 1.6141e+05
71.818182, 49.090909, 1.5842e+05
71.818182, 50.000000, 1.5554e+05
71.818182, 50.909091, 1.5276e+05
71.818182, 51.818182, 1.5008e+05
71.818182, 52.727273, 1.4750e+05
71.818182, 53.636364, 1.4500e+05
71.818182, 54.545455, 1.4258e+05
71.818182, 55.454545, 1.4024e+05
71.818182, 56.363636, 1.3798e+05
71.818182, 57.272727, 1.3579e+05
71.818182, 58.181818, 1.3367e+05
71.818182, 59.090909, 1.3161e+05
71.818182, 60.000000, 1.2962e+05
71.818182, 60.909091, 1.2768e+05
71.818182, 61.818182, 1.2581e+05
71.818182, 62.727273, 1.2398e+05
71.818182, 63.636364, 1.2221e+05
71.818182, 64.545455, 1.2049e+05
71.818182, 65.454545, 1.1882e+05
71.818182, 66.363636, 1.1719e+05
71.818182, 67.272727, 1.1561e+05
71.818182, 68.181818, 1.1406e+05
71.818182, 69.090909, 1.1256e+05
71.818182, 70.000000, 1.1110e+05
71.818182, 70.909091, 1.0968e+05
71.818182, 71.818182, 1.0829e+05
71.818182, 72.727273, 1.0693e+05
71.818182, 73.636364, 1.0561e+05
71.818182, 74.545455, 1.0433e+05
71.818182, 75.454545, 1.0307e+05
71.818182, 76.363636, 1.0184e+05
71.818182, 77.272727, 1.0064e+05
71.818182, 78.181818, 9.9474e+04
71.818182, 79.090909, 9.8331e+04
71.818182, 80.000000, 9.7214e+04
71.818182, 80.909091, 9.6121e+04
71.818182, 81.818182, 9.5053e+04
71.818182, 82.727273, 9.4009e+04
71.818182, 83.636364, 9.2987e+04
71.818182, 84.545455, 9.1987e+04
71.818182, 85.454545, 9.1008e+04
71.818182, 86.363636, 9.0050e+04
71.818182, 87.272727, 8.9112e+04
71.818182, 88.181818, 8.8194e+04
71.818182, 89.090909, 8.7294e+04
71.818182, 90.000000, 8.6412e+04
71.818182, 90.909091, 8.5548e+04
71.818182, 91.818182, 8.4701e+04
71.818182, 92.727273, 8.3871e+04
71.818182, 93.636364, 8.3056e+04
71.818182, 94.545455, 8.2258e+04
71.818182, 95.454545, 8.1474e+04
71.818182, 96.363636, 8.0706e+04
71.818182, 97.272727, 7.9951e+04
71.818182, 98.181818, 7.9211e+04
71.818182, 99.090909, 7.8484e+04
71.818182, 100.000000, 7.7771e+04
72.727273, 10.000000, 7.6799e+05
72.727273, 10.909091, 7.0399e+05
72.727273, 11.818182, 6.4984e+05
72.727273, 12.727273, 6.0342e+05
72.727273, 13.636364, 5.6319e+05
72.727273, 14.545455, 5.2799e+05
72.727273, 15.454545, 4.9693e+05
72.727273, 16.363636, 4.6933e+05
72.727273, 17.272727, 4.4462e+05
72.727273, 18.181818, 4.2239e+05
72.727273, 19.090909, 4.0228e+05
72.727273, 20.000000, 3.8399e+05
72.727273, 20.909091, 3.6730e+05
72.727273, 21.818182, 3.5199e+05
72.727273, 22.727273, 3.3791e+05
72.727273, 23.636364, 3.2492e+05
72.727273, 24.545455, 3.1288e+05
72.727273, 25.454545, 3.0171e+05
72.727273, 26.363636, 2.9131e+05
72.727273, 27.272727, 2.8160e+05
72.727273, 28.181818, 2.7251e+05
72.727273, 29.090909, 2.6400e+05
72.727273, 30.000000, 2.5600e+05
72.727273, 30.909091, 2.4847e+05
72.727273, 31.818182, 2.4137e+05
72.727273, 32.727273, 2.3466e+05
72.727273, 33.636364, 2.2832e+05
72.727273, 34.545455, 2.2231e+05
72.727273, 35.454545, 2.1661e+05
72.727273, 36.363636, 2.1120e+05
72.727273, 37.272727, 2.0605e+05
72.727273, 38.181818, 2.0114e+05
72.727273, 39.090909, 1.9646e+05
72.727273, 40.000000, 1.9200e+05
72.727273, 40.909091, 1.8773e+05
72.727273, 41.818182, 1.8365e+05
72.727273, 42.727273, 1.7974e+05
72.727273, 43.636364, 1.7600e+05
72.727273, 44.545455, 1.7241e+05
72.727273, 45.454545, 1.6896e+05
72.727273, 46.363636, 1.6564e+05
72.727273, 47.272727, 1.6246e+05
72.727273, 48.181818, 1.5939e+05
72.727273, 49.090909, 1.5644e+05
72.727273, 50.000000, 1.5360e+05
72.727273, 50.909091, 1.5085e+05
72.727273, 51.818182, 1.4821e+05
72.727273, 52.727273, 1.4565e+05
72.727273, 53.636364, 1.4318e+05
72.727273, 54.545455, 1.4080e+05
72.727273, 55.454545, 1.3849e+05
72.727273, 56.363636, 1.3626e+05
72.727273, 57.272727, 1.3409e+05
72.727273, 58.181818, 1.3200e+05
72.727273, 59.090909, 1.2997e+05
72.727273, 60.000000, 1.2800e+05
72.727273, 60.909091, 1.2609e+05
72.727273, 61.818182, 1.2423e+05
72.727273, 62.727273, 1.2243e+05
72.727273, 63.636364, 1.2068e+05
72.727273, 64.545455, 1.1898e+05
72.727273, 65.454545, 1.1733e+05
72.727273, 66.363636, 1.1572e+05
72.727273, 67.272727, 1.1416e+05
72.727273, 68.181818, 1.1264e+05
72.727273, 69.090909, 1.1116e+05
72.727273, 70.000000, 1.0971e+05
72.727273, 70.909091, 1.0831e+05
72.727273, 71.818182, 1.0693e+05
72.727273, 72.727273, 1.0560e+05
72.727273, 73.636364, 1.0429e+05
72.727273, 74.545455, 1.0302e+05
72.727273, 75.454545, 1.0178e+05
72.727273, 76.363636, 1.0057e+05
72.727273, 77.272727, 9.9387e+04
72.727273, 78.181818, 9.8231e+04
72.727273, 79.090909, 9.7102e+04
72.727273, 80.000000, 9.5998e+04
72.727273, 80.909091, 9.4920e+04
72.727273, 81.818182, 9.3865e+04
72.727273, 82.727273, 9.2834e+04
72.727273, 83.636364, 9.1825e+04
72.727273, 84.545455, 9.0837e+04
72.727273, 85.454545, 8.9871e+04
72.727273, 86.363636, 8.8925e+04
72.727273, 87.272727, 8.7999e+04
72.727273, 88.181818, 8.7091e+04
72.727273, 89.090909, 8.6203e+04
72.727273, 90.000000, 8.5332e+04
72.727273, 90.909091, 8.4479e+04
72.727273, 91.818182, 8.3642e+04
72.727273, 92.727273, 8.2822e+04
72.727273, 93.636364, 8.2018e+04
72.727273, 94.545455, 8.1229e+04
72.727273, 95.454545, 8.0456e+04
72.727273, 96.363636, 7.9697e+04
72.727273, 97.272727, 7.8952e+04
72.727273, 98.181818, 7.8221e+04
72.727273, 99.090909, 7.7503e+04
72.727273, 100.000000, 7.6799e+04
73.636364, 10.000000, 7.5851e+05
73.636364, 10.909091, 6.9530e+05
73.636364, 11.818182, 6.4181e+05
73.636364, 12.727273, 5.9597e+05
73.636364, 13.636364, 5.5624e+05
73.636364, 14.545455, 5.2147e+05
73.636364, 15.454545, 4.9080e+05
73.636364, 16.363636, 4.6353e+05
73.636364, 17.272727, 4.3913e+05
73.636364, 18.181818, 4.1718e+05
73.636364, 19.090909, 3.9731e+05
73.636364, 20.000000, 3.7925e+05
73.636364, 20.909091, 3.6276e+05
73.636364, 21.818182, 3.4765e+05
73.636364, 22.727273, 3.3374e+05
73.636364, 23.636364, 3.2091e+05
73.636364, 24.545455, 3.0902e+05
73.636364, 25.454545, 2.9798e+05
73.636364, 26.363636, 2.8771e+05
73.636364, 27.272727, 2.7812e+05
73.636364, 28.181818, 2.6915e+05
73.636364, 29.090909, 2.6074e+05
73.636364, 30.000000, 2.5284e+05
73.636364, 30.909091, 2.4540e+05
73.636364, 31.818182, 2.3839e+05
73.636364, 32.727273, 2.3177e+05
73.636364, 33.636364, 2.2550e+05
73.636364, 34.545455, 2.1957e+05
73.636364, 35.454545, 2.1394e+05
73.636364, 36.363636, 2.0859e+05
73.636364, 37.272727, 2.0350e+05
73.636364, 38.181818, 1.9866e+05
73.636364, 39.090909, 1.9404e+05
73.636364, 40.000000, 1.8963e+05
73.636364, 40.909091, 1.8541e+05
73.636364, 41.818182, 1.8138e+05
73.636364, 42.727273, 1.7752e+05
73.636364, 43.636364, 1.7382e+05
73.636364, 44.545455, 1.7028e+05
73.636364, 45.454545, 1.6687e+05
73.636364, 46.363636, 1.6360e+05
73.636364, 47.272727, 1.6045e+05
73.636364, 48.181818, 1.5743e+05
73.636364, 49.090909, 1.5451e+05
73.636364, 50.000000, 1.5170e+05
73.636364, 50.909091, 1.4899e+05
73.636364, 51.818182, 1.4638e+05
73.636364, 52.727273, 1.4385e+05
73.636364, 53.636364, 1.4142e+05
73.636364, 54.545455, 1.3906e+05
73.636364, 55.454545, 1.3678e+05
73.636364, 56.363636, 1.3457e+05
73.636364, 57.272727, 1.3244e+05
73.636364, 58.181818, 1.3037e+05
73.636364, 59.090909, 1.2836e+05
73.636364, 60.000000, 1.2642e+05
73.636364, 60.909091, 1.2453e+05
73.636364, 61.818182, 1.2270e+05
73.636364, 62.727273, 1.2092e+05
73.636364, 63.636364, 1.1919e+05
73.636364, 64.545455, 1.1751e+05
73.636364, 65.454545, 1.1588e+05
73.636364, 66.363636, 1.1430e+05
73.636364, 67.272727, 1.1275e+05
73.636364, 68.181818, 1.1125e+05
73.636364, 69.090909, 1.0978e+05
73.636364, 70.000000, 1.0836e+05
73.636364, 70.909091, 1.0697e+05
73.636364, 71.818182, 1.0561e+05
73.636364, 72.727273, 1.0429e+05
73.636364, 73.636364, 1.0301e+05
73.636364, 74.545455, 1.0175e+05
73.636364, 75.454545, 1.0052e+05
73.636364, 76.363636, 9.9328e+04
73.636364, 77.272727, 9.8160e+04
73.636364, 78.181818, 9.7018e+04
73.636364, 79.090909, 9.5903e+04
73.636364, 80.000000, 9.4813e+04
73.636364, 80.909091, 9.3748e+04
73.636364, 81.818182, 9.2706e+04
73.636364, 82.727273, 9.1687e+04
73.636364, 83.636364, 9.0691e+04
73.636364, 84.545455, 8.9716e+04
73.636364, 85.454545, 8.8761e+04
73.636364, 86.363636, 8.7827e+04
73.636364, 87.272727, 8.6912e+04
73.636364, 88.181818, 8.6016e+04
73.636364, 89.090909, 8.5138e+04
73.636364, 90.000000, 8.4278e+04
73.636364, 90.909091, 8.3436e+04
73.636364, 91.818182, 8.2610e+04
73.636364, 92.727273, 8.1800e+04
73.636364, 93.636364, 8.1005e+04
73.636364, 94.545455, 8.0227e+04
73.636364, 95.454545, 7.9462e+04
73.636364, 96.363636, 7.8713e+04
73.636364, 97.272727, 7.7977e+04
73.636364, 98.181818, 7.7255e+04
73.636364, 99.090909, 7.6546e+04
73.636364, 100.000000, 7.5851e+04
74.545455, 10.000000, 7.4926e+05
74.545455, 10.909091, 6.8682e+05
74.545455, 11.818182, 6.3399e+05
74.545455, 12.727273, 5.8870e+05
74.545455, 13.636364, 5.4945e+05
74.545455, 14.545455, 5.1511e+05
74.545455, 15.454545, 4.8481e+05
74.545455, 16.363636, 4.5788e+05
74.545455, 17.272727, 4.3378e+05
74.545455, 18.181818, 4.1209e+05
74.545455, 19.090909, 3.9247e+05
74.545455, 20.000000, 3.7463e+05
74.545455, 20.909091, 3.5834e+05
74.545455, 21.818182, 3.4341e+05
74.545455, 22.727273, 3.2967e+05
74.545455, 23.636364, 3.1699e+05
74.545455, 24.545455, 3.0525e+05
74.545455, 25.454545, 2.9435e+05
74.545455, 26.363636, 2.8420e+05
74.545455, 27.272727, 2.7473e+05
74.545455, 28.181818, 2.6586e+05
74.545455, 29.090909, 2.5756e+05
74.545455, 30.000000, 2.4975e+05
74.545455, 30.909091, 2.4241e+05
74.545455, 31.818182, 2.3548e+05
74.545455, 32.727273, 2.2894e+05
74.545455, 33.636364, 2.2275e+05
74.545455, 34.545455, 2.1689e+05
74.545455, 35.454545, 2.1133e+05
74.545455, 36.363636, 2.0605e+05
74.545455, 37.272727, 2.0102e+05
74.545455, 38.181818, 1.9623e+05
74.545455, 39.090909, 1.9167e+05
74.545455, 40.000000, 1.8731e+05
74.545455, 40.909091, 1.8315e+05
74.545455, 41.818182, 1.7917e+05
74.545455, 42.727273, 1.7536e+05
74.545455, 43.636364, 1.7170e+05
74.545455, 44.545455, 1.6820e+05
74.545455, 45.454545, 1.6484e+05
74.545455, 46.363636, 1.6160e+05
74.545455, 47.272727, 1.5850e+05
74.545455, 48.181818, 1.5551e+05
74.545455, 49.090909, 1.5263e+05
74.545455, 50.000000, 1.4985e+05
74.545455, 50.909091, 1.4718e+05
74.545455, 51.818182, 1.4459e+05
74.545455, 52.727273, 1.4210e+05
74.545455, 53.636364, 1.3969e+05
74.545455, 54.545455, 1.3736e+05
74.545455, 55.454545, 1.3511e+05
74.545455, 56.363636, 1.3293e+05
74.545455, 57.272727, 1.3082e+05
74.545455, 58.181818, 1.2878e+05
74.545455, 59.090909, 1.2680e+05
74.545455, 60.000000, 1.2488e+05
74.545455, 60.909091, 1.2301e+05
74.545455, 61.818182, 1.2120e+05
74.545455, 62.727273, 1.1945e+05
74.545455, 63.636364, 1.1774e+05
74.545455, 64.545455, 1.1608e+05
74.545455, 65.454545, 1.1447e+05
74.545455, 66.363636, 1.1290e+05
74.545455, 67.272727, 1.1138e+05
74.545455, 68.181818, 1.0989e+05
74.545455, 69.090909, 1.0844e+05
74.545455, 70.000000, 1.0704e+05
74.545455, 70.909091, 1.0566e+05
74.545455, 71.818182, 1.0433e+05
74.545455, 72.727273, 1.0302e+05
74.545455, 73.636364, 1.0175e+05
74.545455, 74.545455, 1.0051e+05
74.545455, 75.454545, 9.9299e+04
74.545455, 76.363636, 9.8117e+04
74.545455, 77.272727, 9.6962e+04
74.545455, 78.181818, 9.5835e+04
74.545455, 79.090909, 9.4733e+04
74.545455, 80.000000, 9.3657e+04
74.545455, 80.909091, 9.2605e+04
74.545455, 81.818182, 9.1576e+04
74.545455, 82.727273, 9.0569e+04
74.545455, 83.636364, 8.9585e+04
74.545455, 84.545455, 8.8622e+04
74.545455, 85.454545, 8.7679e+04
74.545455, 86.363636, 8.6756e+04
74.545455, 87.272727, 8.5852e+04
74.545455, 88.181818, 8.4967e+04
74.545455, 89.090909, 8.4100e+04
74.545455, 90.000000, 8.3251e+04
74.545455, 90.909091, 8.2418e+04
74.545455, 91.818182, 8.1602e+04
74.545455, 92.727273, 8.0802e+04
74.545455, 93.636364, 8.0018e+04
74.545455, 94.545455, 7.9248e+04
74.545455, 95.454545, 7.8493e+04
74.545455, 96.363636, 7.7753e+04
74.545455, 97.272727, 7.7026e+04
74.545455, 98.181818, 7.6313e+04
74.545455, 99.090909, 7.5613e+04
74.545455, 100.000000, 7.4926e+04
75.454545, 10.000000, 7.4023e+05
75.454545, 10.909091, 6.7854e+05
75.454545, 11.818182, 6.2635e+05
75.454545, 12.727273, 5.8161e+05
75.454545, 13.636364, 5.4283e+05
75.454545, 14.545455, 5.0891e+05
75.454545, 15.454545, 4.7897e+05
75.454545, 16.363636, 4.5236e+05
75.454545, 17.272727, 4.2855e+05
75.454545, 18.181818, 4.0713e+05
75.454545, 19.090909, 3.8774e+05
75.454545, 20.000000, 3.7011e+05
75.454545, 20.909091, 3.5402e+05
75.454545, 21.818182, 3.3927e+05
75.454545, 22.727273, 3.2570e+05
75.454545, 23.636364, 3.1317e+05
75.454545, 24.545455, 3.0157e+05
75.454545, 25.454545, 2.9080e+05
75.454545, 26.363636, 2.8078e+05
75.454545, 27.272727, 2.7142e+05
75.454545, 28.181818, 2.6266e+05
75.454545, 29.090909, 2.5445e+05
75.454545, 30.000000, 2.4674e+05
75.454545, 30.909091, 2.3949e+05
75.454545, 31.818182, 2.3264e+05
75.454545, 32.727273, 2.2618e+05
75.454545, 33.636364, 2.2007e+05
75.454545, 34.545455, 2.1428e+05
75.454545, 35.454545, 2.0878e+05
75.454545, 36.363636, 2.0356e+05
75.454545, 37.272727, 1.9860e+05
75.454545, 38.181818, 1.9387e+05
75.454545, 39.090909, 1.8936e+05
75.454545, 40.000000, 1.8506e+05
75.454545, 40.909091, 1.8094e+05
75.454545, 41.818182, 1.7701e+05
75.454545, 42.727273, 1.7324e+05
75.454545, 43.636364, 1.6964e+05
75.454545, 44.545455, 1.6617e+05
75.454545, 45.454545, 1.6285e+05
75.454545, 46.363636, 1.5966e+05
75.454545, 47.272727, 1.5659e+05
75.454545, 48.181818, 1.5363e+05
75.454545, 49.090909, 1.5079e+05
75.454545, 50.000000, 1.4805e+05
75.454545, 50.909091, 1.4540e+05
75.454545, 51.818182, 1.4285e+05
75.454545, 52.727273, 1.4039e+05
75.454545, 53.636364, 1.3801e+05
75.454545, 54.545455, 1.3571e+05
75.454545, 55.454545, 1.3348e+05
75.454545, 56.363636, 1.3133e+05
75.454545, 57.272727, 1.2925e+05
75.454545, 58.181818, 1.2723e+05
75.454545, 59.090909, 1.2527e+05
75.454545, 60.000000, 1.2337e+05
75.454545, 60.909091, 1.2153e+05
75.454545, 61.818182, 1.1974e+05
75.454545, 62.727273, 1.1801e+05
75.454545, 63.636364, 1.1632e+05
75.454545, 64.545455, 1.1468e+05
75.454545, 65.454545, 1.1309e+05
75.454545, 66.363636, 1.1154e+05
75.454545, 67.272727, 1.1003e+05
75.454545, 68.181818, 1.0857e+05
75.454545, 69.090909, 1.0714e+05
75.454545, 70.000000, 1.0575e+05
75.454545, 70.909091, 1.0439e+05
75.454545, 71.818182, 1.0307e+05
75.454545, 72.727273, 1.0178e+05
75.454545, 73.636364, 1.0052e+05
75.454545, 74.545455, 9.9299e+04
75.454545, 75.454545, 9.8103e+04
75.454545, 76.363636, 9.6935e+04
75.454545, 77.272727, 9.5794e+04
75.454545, 78.181818, 9.4680e+04
75.454545, 79.090909, 9.3592e+04
75.454545, 80.000000, 9.2529e+04
75.454545, 80.909091, 9.1489e+04
75.454545, 81.818182, 9.0472e+04
75.454545, 82.727273, 8.9478e+04
75.454545, 83.636364, 8.8506e+04
75.454545, 84.545455, 8.7554e+04
75.454545, 85.454545, 8.6622e+04
75.454545, 86.363636, 8.5711e+04
75.454545, 87.272727, 8.4818e+04
75.454545, 88.181818, 8.3943e+04
75.454545, 89.090909, 8.3087e+04
75.454545, 90.000000, 8.2248e+04
75.454545, 90.909091, 8.1425e+04
75.454545, 91.818182, 8.0619e+04
75.454545, 92.727273, 7.9829e+04
75.454545, 93.636364, 7.9054e+04
75.454545, 94.545455, 7.8293e+04
75.454545, 95.454545, 7.7548e+04
75.454545, 96.363636, 7.6816e+04
75.454545, 97.272727, 7.6098e+04
75.454545, 98.181818, 7.5394e+04
75.454545, 99.090909, 7.4702e+04
75.454545, 100.000000, 7.4023e+04
76.363636, 10.000000, 7.3142e+05
76.363636, 10.909091, 6.7046e+05
76.363636, 11.818182, 6.1889e+05
76.363636, 12.727273, 5.7468e+05
76.363636, 13.636364, 5.3637e+05
76.363636, 14.545455, 5.0285e+05
76.363636, 15.454545, 4.7327e+05
76.363636, 16.363636, 4.4698e+05
76.363636, 17.272727, 4.2345e+05
76.363636, 18.181818, 4.0228e+05
76.363636, 19.090909, 3.8312e+05
76.363636, 20.000000, 3.6571e+05
76.363636, 20.909091, 3.4981e+05
76.363636, 21.818182, 3.3523e+05
76.363636, 22.727273, 3.2182e+05
76.363636, 23.636364, 3.0945e+05
76.363636, 24.545455, 2.9798e+05
76.363636, 25.454545, 2.8734e+05
76.363636, 26.363636, 2.7743e+05
76.363636, 27.272727, 2.6819e+05
76.363636, 28.181818, 2.5953e+05
76.363636, 29.090909, 2.5142e+05
76.363636, 30.000000, 2.4381e+05
76.363636, 30.909091, 2.3663e+05
76.363636, 31.818182, 2.2987e+05
76.363636, 32.727273, 2.2349e+05
76.363636, 33.636364, 2.1745e+05
76.363636, 34.545455, 2.1173e+05
76.363636, 35.454545, 2.0630e+05
76.363636, 36.363636, 2.0114e+05
76.363636, 37.272727, 1.9623e+05
76.363636, 38.181818, 1.9156e+05
76.363636, 39.090909, 1.8711e+05
76.363636, 40.000000, 1.8285e+05
76.363636, 40.909091, 1.7879e+05
76.363636, 41.818182, 1.7490e+05
76.363636, 42.727273, 1.7118e+05
76.363636, 43.636364, 1.6762e+05
76.363636, 44.545455, 1.6420e+05
76.363636, 45.454545, 1.6091e+05
76.363636, 46.363636, 1.5776e+05
76.363636, 47.272727, 1.5472e+05
76.363636, 48.181818, 1.5180e+05
76.363636, 49.090909, 1.4899e+05
76.363636, 50.000000, 1.4628e+05
76.363636, 50.909091, 1.4367e+05
76.363636, 51.818182, 1.4115e+05
76.363636, 52.727273, 1.3872e+05
76.363636, 53.636364, 1.3637e+05
76.363636, 54.545455, 1.3409e+05
76.363636, 55.454545, 1.3189e+05
76.363636, 56.363636, 1.2977e+05
76.363636, 57.272727, 1.2771e+05
76.363636, 58.181818, 1.2571e+05
76.363636, 59.090909, 1.2378e+05
76.363636, 60.000000, 1.2190e+05
76.363636, 60.909091, 1.2008e+05
76.363636, 61.818182, 1.1832e+05
76.363636, 62.727273, 1.1660e+05
76.363636, 63.636364, 1.1494e+05
76.363636, 64.545455, 1.1332e+05
76.363636, 65.454545, 1.1174e+05
76.363636, 66.363636, 1.1021e+05
76.363636, 67.272727, 1.0872e+05
76.363636, 68.181818, 1.0727e+05
76.363636, 69.090909, 1.0586e+05
76.363636, 70.000000, 1.0449e+05
76.363636, 70.909091, 1.0315e+05
76.363636, 71.818182, 1.0184e+05
76.363636, 72.727273, 1.0057e+05
76.363636, 73.636364, 9.9328e+04
76.363636, 74.545455, 9.8117e+04
76.363636, 75.454545, 9.6935e+04
76.363636, 76.363636, 9.5781e+04
76.363636, 77.272727, 9.4654e+04
76.363636, 78.181818, 9.3553e+04
76.363636, 79.090909, 9.2478e+04
76.363636, 80.000000, 9.1427e+04
76.363636, 80.909091, 9.0400e+04
76.363636, 81.818182, 8.9395e+04
76.363636, 82.727273, 8.8413e+04
76.363636, 83.636364, 8.7452e+04
76.363636, 84.545455, 8.6512e+04
76.363636, 85.454545, 8.5591e+04
76.363636, 86.363636, 8.4690e+04
76.363636, 87.272727, 8.3808e+04
76.363636, 88.181818, 8.2944e+04
76.363636, 89.090909, 8.2098e+04
76.363636, 90.000000, 8.1268e+04
76.363636, 90.909091, 8.0456e+04
76.363636, 91.818182, 7.9659e+04
76.363636, 92.727273, 7.8878e+04
76.363636, 93.636364, 7.8112e+04
76.363636, 94.545455, 7.7361e+04
76.363636, 95.454545, 7.6625e+04
76.363636, 96.363636, 7.5902e+04
76.363636, 97.272727, 7.5192e+04
76.363636, 98.181818, 7.4496e+04
76.363636, 99.090909, 7.3813e+04
76.363636, 100.000000, 7.3142e+04
77.272727, 10.000000, 7.2281e+05
77.272727, 10.909091, 6.6258e+05
77.272727, 11.818182, 6.1161e+05
77.272727, 12.727273, 5.6792e+05
77.272727, 13.636364, 5.3006e+05
77.272727, 14.545455, 4.9693e+05
77.272727, 15.454545, 4.6770e+05
77.272727, 16.363636, 4.4172e+05
77.272727, 17.272727, 4.1847e+05
77.272727, 18.181818, 3.9755e+05
77.272727, 19.090909, 3.7862e+05
77.272727, 20.000000, 3.6141e+05
77.272727, 20.909091, 3.4569e+05
77.272727, 21.818182, 3.3129e+05
77.272727, 22.727273, 3.1804e+05
77.272727, 23.636364, 3.0580e+05
77.272727, 24.545455, 2.9448e+05
77.272727, 25.454545, 2.8396e+05
77.272727, 26.363636, 2.7417e+05
77.272727, 27.272727, 2.6503e+05
77.272727, 28.181818, 2.5648e+05
77.272727, 29.090909, 2.4847e+05
77.272727, 30.000000, 2.4094e+05
77.272727, 30.909091, 2.3385e+05
77.272727, 31.818182, 2.2717e+05
77.272727, 32.727273, 2.2086e+05
77.272727, 33.636364, 2.1489e+05
77.272727, 34.545455, 2.0923e+05
77.272727, 35.454545, 2.0387e+05
77.272727, 36.363636, 1.9877e+05
77.272727, 37.272727, 1.9392e+05
77.272727, 38.181818, 1.8931e+05
77.272727, 39.090909, 1.8491e+05
77.272727, 40.000000, 1.8070e+05
77.272727, 40.909091, 1.7669e+05
77.272727, 41.818182, 1.7285e+05
77.272727, 42.727273, 1.6917e+05
77.272727, 43.636364, 1.6564e+05
77.272727, 44.545455, 1.6226e+05
77.272727, 45.454545, 1.5902e+05
77.272727, 46.363636, 1.5590e+05
77.272727, 47.272727, 1.5290e+05
77.272727, 48.181818, 1.5002e+05
77.272727, 49.090909, 1.4724e+05
77.272727, 50.000000, 1.4456e+05
77.272727, 50.909091, 1.4198e+05
77.272727, 51.818182, 1.3949e+05
77.272727, 52.727273, 1.3708e+05
77.272727, 53.636364, 1.3476e+05
77.272727, 54.545455, 1.3252e+05
77.272727, 55.454545, 1.3034e+05
77.272727, 56.363636, 1.2824e+05
77.272727, 57.272727, 1.2621e+05
77.272727, 58.181818, 1.2423e+05
77.272727, 59.090909, 1.2232e+05
77.272727, 60.000000, 1.2047e+05
77.272727, 60.909091, 1.1867e+05
77.272727, 61.818182, 1.1693e+05
77.272727, 62.727273, 1.1523e+05
77.272727, 63.636364, 1.1358e+05
77.272727, 64.545455, 1.1198e+05
77.272727, 65.454545, 1.1043e+05
77.272727, 66.363636, 1.0892e+05
77.272727, 67.272727, 1.0744e+05
77.272727, 68.181818, 1.0601e+05
77.272727, 69.090909, 1.0462e+05
77.272727, 70.000000, 1.0326e+05
77.272727, 70.909091, 1.0193e+05
77.272727, 71.818182, 1.0064e+05
77.272727, 72.727273, 9.9387e+04
77.272727, 73.636364, 9.8160e+04
77.272727, 74.545455, 9.6962e+04
77.272727, 75.454545, 9.5794e+04
77.272727, 76.363636, 9.4654e+04
77.272727, 77.272727, 9.3540e+04
77.272727, 78.181818, 9.2453e+04
77.272727, 79.090909, 9.1390e+04
77.272727, 80.000000, 9.0351e+04
77.272727, 80.909091, 8.9336e+04
77.272727, 81.818182, 8.8344e+04
77.272727, 82.727273, 8.7373e+04
77.272727, 83.636364, 8.6423e+04
77.272727, 84.545455, 8.5494e+04
77.272727, 85.454545, 8.4584e+04
77.272727, 86.363636, 8.3694e+04
77.272727, 87.272727, 8.2822e+04
77.272727, 88.181818, 8.1968e+04
77.272727, 89.090909, 8.1132e+04
