Length (nm), Thickness (nm), Width (nm), Inductance (H)
159.090909, 90.000000, 140.000000, 2.285201617226e-07
159.090909, 100.000000, 50.000000, 2.918832504023e-07
159.090909, 100.000000, 60.000000, 2.817412604605e-07
159.090909, 100.000000, 70.000000, 2.723820503829e-07
159.090909, 100.000000, 80.000000, 2.637160819006e-07
159.090909, 100.000000, 90.000000, 2.556683519323e-07
159.090909, 100.000000, 100.000000, 2.481754073405e-07
159.090909, 100.000000, 110.000000, 2.411830887923e-07
159.090909, 100.000000, 120.000000, 2.346447999511e-07
159.090909, 100.000000, 130.000000, 2.285201617226e-07
159.090909, 100.000000, 140.000000, 2.227739531246e-07
160.606061, 10.000000, 50.000000, 4.519891671314e-07
160.606061, 10.000000, 60.000000, 4.238986538074e-07
160.606061, 10.000000, 70.000000, 3.999319979240e-07
160.606061, 10.000000, 80.000000, 3.791150134343e-07
160.606061, 10.000000, 90.000000, 3.607825329442e-07
160.606061, 10.000000, 100.000000, 3.444601196249e-07
160.606061, 10.000000, 110.000000, 3.297974668684e-07
160.606061, 10.000000, 120.000000, 3.165285479752e-07
160.606061, 10.000000, 130.000000, 3.044465761860e-07
160.606061, 10.000000, 140.000000, 2.933876245301e-07
160.606061, 20.000000, 50.000000, 4.238986538074e-07
160.606061, 20.000000, 60.000000, 3.999319979240e-07
160.606061, 20.000000, 70.000000, 3.791150134343e-07
160.606061, 20.000000, 80.000000, 3.607825329442e-07
160.606061, 20.000000, 90.000000, 3.444601196249e-07
160.606061, 20.000000, 100.000000, 3.297974668684e-07
160.606061, 20.000000, 110.000000, 3.165285479752e-07
160.606061, 20.000000, 120.000000, 3.044465761860e-07
160.606061, 20.000000, 130.000000, 2.933876245301e-07
160.606061, 20.000000, 140.000000, 2.832195429441e-07
160.606061, 30.000000, 50.000000, 3.999319979240e-07
160.606061, 30.000000, 60.000000, 3.791150134343e-07
160.606061, 30.000000, 70.000000, 3.607825329442e-07
160.606061, 30.000000, 80.000000, 3.444601196249e-07
160.606061, 30.000000, 90.000000, 3.297974668684e-07
160.606061, 30.000000, 100.000000, 3.165285479752e-07
160.606061, 30.000000, 110.000000, 3.044465761860e-07
160.606061, 30.000000, 120.000000, 2.933876245301e-07
160.606061, 30.000000, 130.000000, 2.832195429441e-07
160.606061, 30.000000, 140.000000, 2.738342412223e-07
160.606061, 40.000000, 50.000000, 3.791150134343e-07
160.606061, 40.000000, 60.000000, 3.607825329442e-07
160.606061, 40.000000, 70.000000, 3.444601196249e-07
160.606061, 40.000000, 80.000000, 3.297974668684e-07
160.606061, 40.000000, 90.000000, 3.165285479752e-07
160.606061, 40.000000, 100.000000, 3.044465761860e-07
160.606061, 40.000000, 110.000000, 2.933876245301e-07
160.606061, 40.000000, 120.000000, 2.832195429441e-07
160.606061, 40.000000, 130.000000, 2.738342412223e-07
160.606061, 40.000000, 140.000000, 2.651421810959e-07
160.606061, 50.000000, 50.000000, 3.607825329442e-07
160.606061, 50.000000, 60.000000, 3.444601196249e-07
160.606061, 50.000000, 70.000000, 3.297974668684e-07
160.606061, 50.000000, 80.000000, 3.165285479752e-07
160.606061, 50.000000, 90.000000, 3.044465761860e-07
160.606061, 50.000000, 100.000000, 2.933876245301e-07
160.606061, 50.000000, 110.000000, 2.832195429441e-07
160.606061, 50.000000, 120.000000, 2.738342412223e-07
160.606061, 50.000000, 130.000000, 2.651421810959e-07
160.606061, 50.000000, 140.000000, 2.570683594833e-07
160.606061, 60.000000, 50.000000, 3.444601196249e-07
160.606061, 60.000000, 60.000000, 3.297974668684e-07
160.606061, 60.000000, 70.000000, 3.165285479752e-07
160.606061, 60.000000, 80.000000, 3.044465761860e-07
160.606061, 60.000000, 90.000000, 2.933876245301e-07
160.606061, 60.000000, 100.000000, 2.832195429441e-07
160.606061, 60.000000, 110.000000, 2.738342412223e-07
160.606061, 60.000000, 120.000000, 2.651421810959e-07
160.606061, 60.000000, 130.000000, 2.570683594833e-07
160.606061, 60.000000, 140.000000, 2.495493232473e-07
160.606061, 70.000000, 50.000000, 3.297974668684e-07
160.606061, 70.000000, 60.000000, 3.165285479752e-07
160.606061, 70.000000, 70.000000, 3.044465761860e-07
160.606061, 70.000000, 80.000000, 2.933876245301e-07
160.606061, 70.000000, 90.000000, 2.832195429441e-07
160.606061, 70.000000, 100.000000, 2.738342412223e-07
160.606061, 70.000000, 110.000000, 2.651421810959e-07
160.606061, 70.000000, 120.000000, 2.570683594833e-07
160.606061, 70.000000, 130.000000, 2.495493232473e-07
160.606061, 70.000000, 140.000000, 2.425309130549e-07
160.606061, 80.000000, 50.000000, 3.165285479752e-07
160.606061, 80.000000, 60.000000, 3.044465761860e-07
160.606061, 80.000000, 70.000000, 2.933876245301e-07
160.606061, 80.000000, 80.000000, 2.832195429441e-07
160.606061, 80.000000, 90.000000, 2.738342412223e-07
160.606061, 80.000000, 100.000000, 2.651421810959e-07
160.606061, 80.000000, 110.000000, 2.570683594833e-07
160.606061, 80.000000, 120.000000, 2.495493232473e-07
160.606061, 80.000000, 130.000000, 2.425309130549e-07
160.606061, 80.000000, 140.000000, 2.359665325695e-07
160.606061, 90.000000, 50.000000, 3.044465761860e-07
160.606061, 90.000000, 60.000000, 2.933876245301e-07
160.606061, 90.000000, 70.000000, 2.832195429441e-07
160.606061, 90.000000, 80.000000, 2.738342412223e-07
160.606061, 90.000000, 90.000000, 2.651421810959e-07
160.606061, 90.000000, 100.000000, 2.570683594833e-07
160.606061, 90.000000, 110.000000, 2.495493232473e-07
160.606061, 90.000000, 120.000000, 2.425309130549e-07
160.606061, 90.000000, 130.000000, 2.359665325695e-07
160.606061, 90.000000, 140.000000, 2.298158026968e-07
160.606061, 100.000000, 50.000000, 2.933876245301e-07
160.606061, 100.000000, 60.000000, 2.832195429441e-07
160.606061, 100.000000, 70.000000, 2.738342412223e-07
160.606061, 100.000000, 80.000000, 2.651421810959e-07
160.606061, 100.000000, 90.000000, 2.570683594833e-07
160.606061, 100.000000, 100.000000, 2.495493232473e-07
160.606061, 100.000000, 110.000000, 2.425309130549e-07
160.606061, 100.000000, 120.000000, 2.359665325695e-07
160.606061, 100.000000, 130.000000, 2.298158026968e-07
160.606061, 100.000000, 140.000000, 2.240435024546e-07
162.121212, 10.000000, 50.000000, 4.537134915018e-07
162.121212, 10.000000, 60.000000, 4.255973742280e-07
162.121212, 10.000000, 70.000000, 4.016051143946e-07
162.121212, 10.000000, 80.000000, 3.807625259549e-07
162.121212, 10.000000, 90.000000, 3.624044415150e-07
162.121212, 10.000000, 100.000000, 3.460564242457e-07
162.121212, 10.000000, 110.000000, 3.313681675394e-07
162.121212, 10.000000, 120.000000, 3.180736446962e-07
162.121212, 10.000000, 130.000000, 3.059660689571e-07
162.121212, 10.000000, 140.000000, 2.948815133513e-07
162.121212, 20.000000, 50.000000, 4.255973742280e-07
162.121212, 20.000000, 60.000000, 4.016051143946e-07
162.121212, 20.000000, 70.000000, 3.807625259549e-07
162.121212, 20.000000, 80.000000, 3.624044415150e-07
162.121212, 20.000000, 90.000000, 3.460564242457e-07
162.121212, 20.000000, 100.000000, 3.313681675394e-07
162.121212, 20.000000, 110.000000, 3.180736446962e-07
162.121212, 20.000000, 120.000000, 3.059660689571e-07
162.121212, 20.000000, 130.000000, 2.948815133513e-07
162.121212, 20.000000, 140.000000, 2.846878278154e-07
162.121212, 30.000000, 50.000000, 4.016051143946e-07
162.121212, 30.000000, 60.000000, 3.807625259549e-07
162.121212, 30.000000, 70.000000, 3.624044415150e-07
162.121212, 30.000000, 80.000000, 3.460564242457e-07
162.121212, 30.000000, 90.000000, 3.313681675394e-07
162.121212, 30.000000, 100.000000, 3.180736446962e-07
162.121212, 30.000000, 110.000000, 3.059660689571e-07
162.121212, 30.000000, 120.000000, 2.948815133513e-07
162.121212, 30.000000, 130.000000, 2.846878278154e-07
162.121212, 30.000000, 140.000000, 2.752769221437e-07
162.121212, 40.000000, 50.000000, 3.807625259549e-07
162.121212, 40.000000, 60.000000, 3.624044415150e-07
162.121212, 40.000000, 70.000000, 3.460564242457e-07
162.121212, 40.000000, 80.000000, 3.313681675394e-07
162.121212, 40.000000, 90.000000, 3.180736446962e-07
162.121212, 40.000000, 100.000000, 3.059660689571e-07
162.121212, 40.000000, 110.000000, 2.948815133513e-07
162.121212, 40.000000, 120.000000, 2.846878278154e-07
162.121212, 40.000000, 130.000000, 2.752769221437e-07
162.121212, 40.000000, 140.000000, 2.665592580673e-07
162.121212, 50.000000, 50.000000, 3.624044415150e-07
162.121212, 50.000000, 60.000000, 3.460564242457e-07
162.121212, 50.000000, 70.000000, 3.313681675394e-07
162.121212, 50.000000, 80.000000, 3.180736446962e-07
162.121212, 50.000000, 90.000000, 3.059660689571e-07
162.121212, 50.000000, 100.000000, 2.948815133513e-07
162.121212, 50.000000, 110.000000, 2.846878278154e-07
162.121212, 50.000000, 120.000000, 2.752769221437e-07
162.121212, 50.000000, 130.000000, 2.665592580673e-07
162.121212, 50.000000, 140.000000, 2.584598325048e-07
162.121212, 60.000000, 50.000000, 3.460564242457e-07
162.121212, 60.000000, 60.000000, 3.313681675394e-07
162.121212, 60.000000, 70.000000, 3.180736446962e-07
162.121212, 60.000000, 80.000000, 3.059660689571e-07
162.121212, 60.000000, 90.000000, 2.948815133513e-07
162.121212, 60.000000, 100.000000, 2.846878278154e-07
162.121212, 60.000000, 110.000000, 2.752769221437e-07
162.121212, 60.000000, 120.000000, 2.665592580673e-07
162.121212, 60.000000, 130.000000, 2.584598325048e-07
162.121212, 60.000000, 140.000000, 2.509151923189e-07
162.121212, 70.000000, 50.000000, 3.313681675394e-07
162.121212, 70.000000, 60.000000, 3.180736446962e-07
162.121212, 70.000000, 70.000000, 3.059660689571e-07
162.121212, 70.000000, 80.000000, 2.948815133513e-07
162.121212, 70.000000, 90.000000, 2.846878278154e-07
162.121212, 70.000000, 100.000000, 2.752769221437e-07
162.121212, 70.000000, 110.000000, 2.665592580673e-07
162.121212, 70.000000, 120.000000, 2.584598325048e-07
162.121212, 70.000000, 130.000000, 2.509151923189e-07
162.121212, 70.000000, 140.000000, 2.438711781766e-07
162.121212, 80.000000, 50.000000, 3.180736446962e-07
162.121212, 80.000000, 60.000000, 3.059660689571e-07
162.121212, 80.000000, 70.000000, 2.948815133513e-07
162.121212, 80.000000, 80.000000, 2.846878278154e-07
162.121212, 80.000000, 90.000000, 2.752769221437e-07
162.121212, 80.000000, 100.000000, 2.665592580673e-07
162.121212, 80.000000, 110.000000, 2.584598325048e-07
162.121212, 80.000000, 120.000000, 2.509151923189e-07
162.121212, 80.000000, 130.000000, 2.438711781766e-07
162.121212, 80.000000, 140.000000, 2.372811937412e-07
162.121212, 90.000000, 50.000000, 3.059660689571e-07
162.121212, 90.000000, 60.000000, 2.948815133513e-07
162.121212, 90.000000, 70.000000, 2.846878278154e-07
162.121212, 90.000000, 80.000000, 2.752769221437e-07
162.121212, 90.000000, 90.000000, 2.665592580673e-07
162.121212, 90.000000, 100.000000, 2.584598325048e-07
162.121212, 90.000000, 110.000000, 2.509151923189e-07
162.121212, 90.000000, 120.000000, 2.438711781766e-07
162.121212, 90.000000, 130.000000, 2.372811937412e-07
162.121212, 90.000000, 140.000000, 2.311048599186e-07
162.121212, 100.000000, 50.000000, 2.948815133513e-07
162.121212, 100.000000, 60.000000, 2.846878278154e-07
162.121212, 100.000000, 70.000000, 2.752769221437e-07
162.121212, 100.000000, 80.000000, 2.665592580673e-07
162.121212, 100.000000, 90.000000, 2.584598325048e-07
162.121212, 100.000000, 100.000000, 2.509151923189e-07
162.121212, 100.000000, 110.000000, 2.438711781766e-07
162.121212, 100.000000, 120.000000, 2.372811937412e-07
162.121212, 100.000000, 130.000000, 2.311048599186e-07
162.121212, 100.000000, 140.000000, 2.253069557264e-07
163.636364, 10.000000, 50.000000, 4.554231912181e-07
163.636364, 10.000000, 60.000000, 4.272819441415e-07
163.636364, 10.000000, 70.000000, 4.032645545055e-07
163.636364, 10.000000, 80.000000, 3.823968362631e-07
163.636364, 10.000000, 90.000000, 3.640136220204e-07
163.636364, 10.000000, 100.000000, 3.476404749485e-07
163.636364, 10.000000, 110.000000, 3.329270884394e-07
163.636364, 10.000000, 120.000000, 3.196074357936e-07
163.636364, 10.000000, 130.000000, 3.074747302517e-07
163.636364, 10.000000, 140.000000, 2.963650448432e-07
163.636364, 20.000000, 50.000000, 4.272819441415e-07
163.636364, 20.000000, 60.000000, 4.032645545055e-07
163.636364, 20.000000, 70.000000, 3.823968362631e-07
163.636364, 20.000000, 80.000000, 3.640136220204e-07
163.636364, 20.000000, 90.000000, 3.476404749485e-07
163.636364, 20.000000, 100.000000, 3.329270884394e-07
163.636364, 20.000000, 110.000000, 3.196074357936e-07
163.636364, 20.000000, 120.000000, 3.074747302517e-07
163.636364, 20.000000, 130.000000, 2.963650448432e-07
163.636364, 20.000000, 140.000000, 2.861462295046e-07
163.636364, 30.000000, 50.000000, 4.032645545055e-07
163.636364, 30.000000, 60.000000, 3.823968362631e-07
163.636364, 30.000000, 70.000000, 3.640136220204e-07
163.636364, 30.000000, 80.000000, 3.476404749485e-07
163.636364, 30.000000, 90.000000, 3.329270884394e-07
163.636364, 30.000000, 100.000000, 3.196074357936e-07
163.636364, 30.000000, 110.000000, 3.074747302517e-07
163.636364, 30.000000, 120.000000, 2.963650448432e-07
163.636364, 30.000000, 130.000000, 2.861462295046e-07
163.636364, 30.000000, 140.000000, 2.767101940302e-07
163.636364, 40.000000, 50.000000, 3.823968362631e-07
163.636364, 40.000000, 60.000000, 3.640136220204e-07
163.636364, 40.000000, 70.000000, 3.476404749485e-07
163.636364, 40.000000, 80.000000, 3.329270884394e-07
163.636364, 40.000000, 90.000000, 3.196074357936e-07
163.636364, 40.000000, 100.000000, 3.074747302517e-07
163.636364, 40.000000, 110.000000, 2.963650448432e-07
163.636364, 40.000000, 120.000000, 2.861462295046e-07
163.636364, 40.000000, 130.000000, 2.767101940302e-07
163.636364, 40.000000, 140.000000, 2.679674001511e-07
163.636364, 50.000000, 50.000000, 3.640136220204e-07
163.636364, 50.000000, 60.000000, 3.476404749485e-07
163.636364, 50.000000, 70.000000, 3.329270884394e-07
163.636364, 50.000000, 80.000000, 3.196074357936e-07
163.636364, 50.000000, 90.000000, 3.074747302517e-07
163.636364, 50.000000, 100.000000, 2.963650448432e-07
163.636364, 50.000000, 110.000000, 2.861462295046e-07
163.636364, 50.000000, 120.000000, 2.767101940302e-07
163.636364, 50.000000, 130.000000, 2.679674001511e-07
163.636364, 50.000000, 140.000000, 2.598428447860e-07
163.636364, 60.000000, 50.000000, 3.476404749485e-07
163.636364, 60.000000, 60.000000, 3.329270884394e-07
163.636364, 60.000000, 70.000000, 3.196074357936e-07
163.636364, 60.000000, 80.000000, 3.074747302517e-07
163.636364, 60.000000, 90.000000, 2.963650448432e-07
163.636364, 60.000000, 100.000000, 2.861462295046e-07
163.636364, 60.000000, 110.000000, 2.767101940302e-07
163.636364, 60.000000, 120.000000, 2.679674001511e-07
163.636364, 60.000000, 130.000000, 2.598428447860e-07
163.636364, 60.000000, 140.000000, 2.522730747973e-07
163.636364, 70.000000, 50.000000, 3.329270884394e-07
163.636364, 70.000000, 60.000000, 3.196074357936e-07
163.636364, 70.000000, 70.000000, 3.074747302517e-07
163.636364, 70.000000, 80.000000, 2.963650448432e-07
163.636364, 70.000000, 90.000000, 2.861462295046e-07
163.636364, 70.000000, 100.000000, 2.767101940302e-07
163.636364, 70.000000, 110.000000, 2.679674001511e-07
163.636364, 70.000000, 120.000000, 2.598428447860e-07
163.636364, 70.000000, 130.000000, 2.522730747973e-07
163.636364, 70.000000, 140.000000, 2.452039308523e-07
163.636364, 80.000000, 50.000000, 3.196074357936e-07
163.636364, 80.000000, 60.000000, 3.074747302517e-07
163.636364, 80.000000, 70.000000, 2.963650448432e-07
163.636364, 80.000000, 80.000000, 2.861462295046e-07
163.636364, 80.000000, 90.000000, 2.767101940302e-07
163.636364, 80.000000, 100.000000, 2.679674001511e-07
163.636364, 80.000000, 110.000000, 2.598428447860e-07
163.636364, 80.000000, 120.000000, 2.522730747973e-07
163.636364, 80.000000, 130.000000, 2.452039308523e-07
163.636364, 80.000000, 140.000000, 2.385888166142e-07
163.636364, 90.000000, 50.000000, 3.074747302517e-07
163.636364, 90.000000, 60.000000, 2.963650448432e-07
163.636364, 90.000000, 70.000000, 2.861462295046e-07
163.636364, 90.000000, 80.000000, 2.767101940302e-07
163.636364, 90.000000, 90.000000, 2.679674001511e-07
163.636364, 90.000000, 100.000000, 2.598428447860e-07
163.636364, 90.000000, 110.000000, 2.522730747973e-07
163.636364, 90.000000, 120.000000, 2.452039308523e-07
163.636364, 90.000000, 130.000000, 2.385888166142e-07
163.636364, 90.000000, 140.000000, 2.323873529890e-07
163.636364, 100.000000, 50.000000, 2.963650448432e-07
163.636364, 100.000000, 60.000000, 2.861462295046e-07
163.636364, 100.000000, 70.000000, 2.767101940302e-07
163.636364, 100.000000, 80.000000, 2.679674001511e-07
163.636364, 100.000000, 90.000000, 2.598428447860e-07
163.636364, 100.000000, 100.000000, 2.522730747973e-07
163.636364, 100.000000, 110.000000, 2.452039308523e-07
163.636364, 100.000000, 120.000000, 2.385888166142e-07
163.636364, 100.000000, 130.000000, 2.323873529890e-07
163.636364, 100.000000, 140.000000, 2.265643189941e-07
165.151515, 10.000000, 50.000000, 4.571185100066e-07
165.151515, 10.000000, 60.000000, 4.289525942247e-07
165.151515, 10.000000, 70.000000, 4.049105358833e-07
165.151515, 10.000000, 80.000000, 3.840181489355e-07
165.151515, 10.000000, 90.000000, 3.656102659874e-07
165.151515, 10.000000, 100.000000, 3.492124502100e-07
165.151515, 10.000000, 110.000000, 3.344743949956e-07
165.151515, 10.000000, 120.000000, 3.211300736444e-07
165.151515, 10.000000, 130.000000, 3.089726993971e-07
165.151515, 10.000000, 140.000000, 2.978383452832e-07
165.151515, 20.000000, 50.000000, 4.289525942247e-07
165.151515, 20.000000, 60.000000, 4.049105358833e-07
165.151515, 20.000000, 70.000000, 3.840181489355e-07
165.151515, 20.000000, 80.000000, 3.656102659874e-07
165.151515, 20.000000, 90.000000, 3.492124502100e-07
165.151515, 20.000000, 100.000000, 3.344743949956e-07
165.151515, 20.000000, 110.000000, 3.211300736444e-07
165.151515, 20.000000, 120.000000, 3.089726993971e-07
165.151515, 20.000000, 130.000000, 2.978383452832e-07
165.151515, 20.000000, 140.000000, 2.875948612392e-07
165.151515, 30.000000, 50.000000, 4.049105358833e-07
165.151515, 30.000000, 60.000000, 3.840181489355e-07
165.151515, 30.000000, 70.000000, 3.656102659874e-07
165.151515, 30.000000, 80.000000, 3.492124502100e-07
165.151515, 30.000000, 90.000000, 3.344743949956e-07
165.151515, 30.000000, 100.000000, 3.211300736444e-07
165.151515, 30.000000, 110.000000, 3.089726993971e-07
165.151515, 30.000000, 120.000000, 2.978383452832e-07
165.151515, 30.000000, 130.000000, 2.875948612392e-07
165.151515, 30.000000, 140.000000, 2.781341570594e-07
165.151515, 40.000000, 50.000000, 3.840181489355e-07
165.151515, 40.000000, 60.000000, 3.656102659874e-07
165.151515, 40.000000, 70.000000, 3.492124502100e-07
165.151515, 40.000000, 80.000000, 3.344743949956e-07
165.151515, 40.000000, 90.000000, 3.211300736444e-07
165.151515, 40.000000, 100.000000, 3.089726993971e-07
165.151515, 40.000000, 110.000000, 2.978383452832e-07
165.151515, 40.000000, 120.000000, 2.875948612392e-07
165.151515, 40.000000, 130.000000, 2.781341570594e-07
165.151515, 40.000000, 140.000000, 2.693666944749e-07
165.151515, 50.000000, 50.000000, 3.656102659874e-07
165.151515, 50.000000, 60.000000, 3.492124502100e-07
165.151515, 50.000000, 70.000000, 3.344743949956e-07
165.151515, 50.000000, 80.000000, 3.211300736444e-07
165.151515, 50.000000, 90.000000, 3.089726993971e-07
165.151515, 50.000000, 100.000000, 2.978383452832e-07
165.151515, 50.000000, 110.000000, 2.875948612392e-07
165.151515, 50.000000, 120.000000, 2.781341570594e-07
165.151515, 50.000000, 130.000000, 2.693666944749e-07
165.151515, 50.000000, 140.000000, 2.612174704043e-07
165.151515, 60.000000, 50.000000, 3.492124502100e-07
165.151515, 60.000000, 60.000000, 3.344743949956e-07
165.151515, 60.000000, 70.000000, 3.211300736444e-07
165.151515, 60.000000, 80.000000, 3.089726993971e-07
165.151515, 60.000000, 90.000000, 2.978383452832e-07
165.151515, 60.000000, 100.000000, 2.875948612392e-07
165.151515, 60.000000, 110.000000, 2.781341570594e-07
165.151515, 60.000000, 120.000000, 2.693666944749e-07
165.151515, 60.000000, 130.000000, 2.612174704043e-07
165.151515, 60.000000, 140.000000, 2.536230317103e-07
165.151515, 70.000000, 50.000000, 3.344743949956e-07
165.151515, 70.000000, 60.000000, 3.211300736444e-07
165.151515, 70.000000, 70.000000, 3.089726993971e-07
165.151515, 70.000000, 80.000000, 2.978383452832e-07
165.151515, 70.000000, 90.000000, 2.875948612392e-07
165.151515, 70.000000, 100.000000, 2.781341570594e-07
165.151515, 70.000000, 110.000000, 2.693666944749e-07
165.151515, 70.000000, 120.000000, 2.612174704043e-07
165.151515, 70.000000, 130.000000, 2.536230317103e-07
165.151515, 70.000000, 140.000000, 2.465292190599e-07
165.151515, 80.000000, 50.000000, 3.211300736444e-07
165.151515, 80.000000, 60.000000, 3.089726993971e-07
165.151515, 80.000000, 70.000000, 2.978383452832e-07
165.151515, 80.000000, 80.000000, 2.875948612392e-07
165.151515, 80.000000, 90.000000, 2.781341570594e-07
165.151515, 80.000000, 100.000000, 2.693666944749e-07
165.151515, 80.000000, 110.000000, 2.612174704043e-07
165.151515, 80.000000, 120.000000, 2.536230317103e-07
165.151515, 80.000000, 130.000000, 2.465292190599e-07
165.151515, 80.000000, 140.000000, 2.398894361164e-07
165.151515, 90.000000, 50.000000, 3.089726993971e-07
165.151515, 90.000000, 60.000000, 2.978383452832e-07
165.151515, 90.000000, 70.000000, 2.875948612392e-07
165.151515, 90.000000, 80.000000, 2.781341570594e-07
165.151515, 90.000000, 90.000000, 2.693666944749e-07
165.151515, 90.000000, 100.000000, 2.612174704043e-07
165.151515, 90.000000, 110.000000, 2.536230317103e-07
165.151515, 90.000000, 120.000000, 2.465292190599e-07
165.151515, 90.000000, 130.000000, 2.398894361164e-07
165.151515, 90.000000, 140.000000, 2.336633037857e-07
165.151515, 100.000000, 50.000000, 2.978383452832e-07
165.151515, 100.000000, 60.000000, 2.875948612392e-07
165.151515, 100.000000, 70.000000, 2.781341570594e-07
165.151515, 100.000000, 80.000000, 2.693666944749e-07
165.151515, 100.000000, 90.000000, 2.612174704043e-07
165.151515, 100.000000, 100.000000, 2.536230317103e-07
165.151515, 100.000000, 110.000000, 2.465292190599e-07
165.151515, 100.000000, 120.000000, 2.398894361164e-07
165.151515, 100.000000, 130.000000, 2.336633037857e-07
165.151515, 100.000000, 140.000000, 2.278156010854e-07
166.666667, 10.000000, 50.000000, 4.587996856184e-07
166.666667, 10.000000, 60.000000, 4.306095496529e-07
166.666667, 10.000000, 70.000000, 4.065432711280e-07
166.666667, 10.000000, 80.000000, 3.856266639968e-07
166.666667, 10.000000, 90.000000, 3.671945608652e-07
166.666667, 10.000000, 100.000000, 3.507725249043e-07
166.666667, 10.000000, 110.000000, 3.360102495064e-07
166.666667, 10.000000, 120.000000, 3.226417079717e-07
166.666667, 10.000000, 130.000000, 3.104601135409e-07
166.666667, 10.000000, 140.000000, 2.993015392436e-07
166.666667, 20.000000, 50.000000, 4.306095496529e-07
166.666667, 20.000000, 60.000000, 4.065432711280e-07
166.666667, 20.000000, 70.000000, 3.856266639968e-07
166.666667, 20.000000, 80.000000, 3.671945608652e-07
166.666667, 20.000000, 90.000000, 3.507725249043e-07
166.666667, 20.000000, 100.000000, 3.360102495064e-07
166.666667, 20.000000, 110.000000, 3.226417079717e-07
166.666667, 20.000000, 120.000000, 3.104601135409e-07
166.666667, 20.000000, 130.000000, 2.993015392436e-07
166.666667, 20.000000, 140.000000, 2.890338350160e-07
166.666667, 30.000000, 50.000000, 4.065432711280e-07
166.666667, 30.000000, 60.000000, 3.856266639968e-07
166.666667, 30.000000, 70.000000, 3.671945608652e-07
166.666667, 30.000000, 80.000000, 3.507725249043e-07
166.666667, 30.000000, 90.000000, 3.360102495064e-07
166.666667, 30.000000, 100.000000, 3.226417079717e-07
166.666667, 30.000000, 110.000000, 3.104601135409e-07
166.666667, 30.000000, 120.000000, 2.993015392436e-07
166.666667, 30.000000, 130.000000, 2.890338350160e-07
166.666667, 30.000000, 140.000000, 2.795489106528e-07
166.666667, 40.000000, 50.000000, 3.856266639968e-07
166.666667, 40.000000, 60.000000, 3.671945608652e-07
166.666667, 40.000000, 70.000000, 3.507725249043e-07
166.666667, 40.000000, 80.000000, 3.360102495064e-07
166.666667, 40.000000, 90.000000, 3.226417079717e-07
166.666667, 40.000000, 100.000000, 3.104601135409e-07
166.666667, 40.000000, 110.000000, 2.993015392436e-07
166.666667, 40.000000, 120.000000, 2.890338350160e-07
166.666667, 40.000000, 130.000000, 2.795489106528e-07
166.666667, 40.000000, 140.000000, 2.707572278848e-07
166.666667, 50.000000, 50.000000, 3.671945608652e-07
166.666667, 50.000000, 60.000000, 3.507725249043e-07
166.666667, 50.000000, 70.000000, 3.360102495064e-07
166.666667, 50.000000, 80.000000, 3.226417079717e-07
166.666667, 50.000000, 90.000000, 3.104601135409e-07
166.666667, 50.000000, 100.000000, 2.993015392436e-07
166.666667, 50.000000, 110.000000, 2.890338350160e-07
166.666667, 50.000000, 120.000000, 2.795489106528e-07
166.666667, 50.000000, 130.000000, 2.707572278848e-07
166.666667, 50.000000, 140.000000, 2.625837836307e-07
166.666667, 60.000000, 50.000000, 3.507725249043e-07
166.666667, 60.000000, 60.000000, 3.360102495064e-07
166.666667, 60.000000, 70.000000, 3.226417079717e-07
166.666667, 60.000000, 80.000000, 3.104601135409e-07
166.666667, 60.000000, 90.000000, 2.993015392436e-07
166.666667, 60.000000, 100.000000, 2.890338350160e-07
166.666667, 60.000000, 110.000000, 2.795489106528e-07
166.666667, 60.000000, 120.000000, 2.707572278848e-07
166.666667, 60.000000, 130.000000, 2.625837836307e-07
166.666667, 60.000000, 140.000000, 2.549651247532e-07
166.666667, 70.000000, 50.000000, 3.360102495064e-07
166.666667, 70.000000, 60.000000, 3.226417079717e-07
166.666667, 70.000000, 70.000000, 3.104601135409e-07
166.666667, 70.000000, 80.000000, 2.993015392436e-07
166.666667, 70.000000, 90.000000, 2.890338350160e-07
166.666667, 70.000000, 100.000000, 2.795489106528e-07
166.666667, 70.000000, 110.000000, 2.707572278848e-07
166.666667, 70.000000, 120.000000, 2.625837836307e-07
166.666667, 70.000000, 130.000000, 2.549651247532e-07
166.666667, 70.000000, 140.000000, 2.478470919193e-07
166.666667, 80.000000, 50.000000, 3.226417079717e-07
166.666667, 80.000000, 60.000000, 3.104601135409e-07
166.666667, 80.000000, 70.000000, 2.993015392436e-07
166.666667, 80.000000, 80.000000, 2.890338350160e-07
166.666667, 80.000000, 90.000000, 2.795489106528e-07
166.666667, 80.000000, 100.000000, 2.707572278848e-07
166.666667, 80.000000, 110.000000, 2.625837836307e-07
166.666667, 80.000000, 120.000000, 2.549651247532e-07
166.666667, 80.000000, 130.000000, 2.478470919193e-07
166.666667, 80.000000, 140.000000, 2.411830887923e-07
166.666667, 90.000000, 50.000000, 3.104601135409e-07
166.666667, 90.000000, 60.000000, 2.993015392436e-07
166.666667, 90.000000, 70.000000, 2.890338350160e-07
166.666667, 90.000000, 80.000000, 2.795489106528e-07
166.666667, 90.000000, 90.000000, 2.707572278848e-07
166.666667, 90.000000, 100.000000, 2.625837836307e-07
166.666667, 90.000000, 110.000000, 2.549651247532e-07
166.666667, 90.000000, 120.000000, 2.478470919193e-07
