Wgr,Rgrr,Rgrt,Rgrb,Rgrl,Rgr
1.105399999999961498e-06,7.937747407952937484e+07,3.492608859499291983e+06,3.492608859499291983e+06,7.937747407952937484e+07,1.672705392480504001e+06
1.105579999999961385e-06,7.937711187591309845e+07,3.492592922540175728e+06,3.492592922540175728e+06,7.937711187591309845e+07,1.672697759837249061e+06
1.105759999999961483e-06,7.937674984916672111e+07,3.492576993363334797e+06,3.492576993363334797e+06,7.937674984916672111e+07,1.672690130921137286e+06
1.105939999999961581e-06,7.937638799917511642e+07,3.492561071963704657e+06,3.492561071963704657e+06,7.937638799917511642e+07,1.672682505729743512e+06
1.106119999999961468e-06,7.937602632582321763e+07,3.492545158336221240e+06,3.492545158336221240e+06,7.937602632582321763e+07,1.672674884260641877e+06
1.106299999999961354e-06,7.937566482899609208e+07,3.492529252475827932e+06,3.492529252475827932e+06,7.937566482899609208e+07,1.672667266511411872e+06
1.106479999999961452e-06,7.937530350857888162e+07,3.492513354377470445e+06,3.492513354377470445e+06,7.937530350857888162e+07,1.672659652479631361e+06
1.106659999999961551e-06,7.937494236445683241e+07,3.492497464036100078e+06,3.492497464036100078e+06,7.937494236445683241e+07,1.672652042162883561e+06
1.106839999999961437e-06,7.937458139651523530e+07,3.492481581446669996e+06,3.492481581446669996e+06,7.937458139651523530e+07,1.672644435558750061e+06
1.107019999999961324e-06,7.937422060463954508e+07,3.492465706604139879e+06,3.492465706604139879e+06,7.937422060463954508e+07,1.672636832664817572e+06
1.107199999999961422e-06,7.937385998871526122e+07,3.492449839503471274e+06,3.492449839503471274e+06,7.937385998871526122e+07,1.672629233478673734e+06
1.107379999999961520e-06,7.937349954862798750e+07,3.492433980139630847e+06,3.492433980139630847e+06,7.937349954862798750e+07,1.672621637997907354e+06
1.107559999999961406e-06,7.937313928426343203e+07,3.492418128507590853e+06,3.492418128507590853e+06,7.937313928426343203e+07,1.672614046220110497e+06
1.107739999999961293e-06,7.937277919550739229e+07,3.492402284602324478e+06,3.492402284602324478e+06,7.937277919550739229e+07,1.672606458142875461e+06
1.107919999999961391e-06,7.937241928224574029e+07,3.492386448418812361e+06,3.492386448418812361e+06,7.937241928224574029e+07,1.672598873763798969e+06
1.108099999999961489e-06,7.937205954436446726e+07,3.492370619952036534e+06,3.492370619952036534e+06,7.937205954436446726e+07,1.672591293080477277e+06
1.108279999999961376e-06,7.937169998174965382e+07,3.492354799196984153e+06,3.492354799196984153e+06,7.937169998174965382e+07,1.672583716090509901e+06
1.108459999999961262e-06,7.937134059428744018e+07,3.492338986148646567e+06,3.492338986148646567e+06,7.937134059428744018e+07,1.672576142791497754e+06
1.108639999999961361e-06,7.937098138186408579e+07,3.492323180802019313e+06,3.492323180802019313e+06,7.937098138186408579e+07,1.672568573181043845e+06
1.108819999999961459e-06,7.937062234436595440e+07,3.492307383152101189e+06,3.492307383152101189e+06,7.937062234436595440e+07,1.672561007256753510e+06
1.108999999999961345e-06,7.937026348167946935e+07,3.492291593193896115e+06,3.492291593193896115e+06,7.937026348167946935e+07,1.672553445016233949e+06
1.109179999999961232e-06,7.936990479369117320e+07,3.492275810922411270e+06,3.492275810922411270e+06,7.936990479369117320e+07,1.672545886457093526e+06
1.109359999999961330e-06,7.936954628028769791e+07,3.492260036332658492e+06,3.492260036332658492e+06,7.936954628028769791e+07,1.672538331576943863e+06
1.109539999999961428e-06,7.936918794135574996e+07,3.492244269419652410e+06,3.492244269419652410e+06,7.936918794135574996e+07,1.672530780373397050e+06
1.109719999999961315e-06,7.936882977678214014e+07,3.492228510178413242e+06,3.492228510178413242e+06,7.936882977678214014e+07,1.672523232844067505e+06
1.109899999999961201e-06,7.936847178645376861e+07,3.492212758603965398e+06,3.492212758603965398e+06,7.936847178645376861e+07,1.672515688986573135e+06
1.110079999999961299e-06,7.936811397025762498e+07,3.492197014691335149e+06,3.492197014691335149e+06,7.936811397025762498e+07,1.672508148798531853e+06
1.110259999999961398e-06,7.936775632808080316e+07,3.492181278435554821e+06,3.492181278435554821e+06,7.936775632808080316e+07,1.672500612277564593e+06
1.110439999999961284e-06,7.936739885981047153e+07,3.492165549831660464e+06,3.492165549831660464e+06,7.936739885981047153e+07,1.672493079421293223e+06
1.110619999999961170e-06,7.936704156533390284e+07,3.492149828874690924e+06,3.492149828874690924e+06,7.936704156533390284e+07,1.672485550227342406e+06
1.110799999999961269e-06,7.936668444453842938e+07,3.492134115559690166e+06,3.492134115559690166e+06,7.936668444453842938e+07,1.672478024693338433e+06
1.110979999999961367e-06,7.936632749731153250e+07,3.492118409881707281e+06,3.492118409881707281e+06,7.936632749731153250e+07,1.672470502816909691e+06
1.111159999999961253e-06,7.936597072354075313e+07,3.492102711835792288e+06,3.492102711835792288e+06,7.936597072354075313e+07,1.672462984595685499e+06
1.111339999999961140e-06,7.936561412311369181e+07,3.492087021417001728e+06,3.492087021417001728e+06,7.936561412311369181e+07,1.672455470027299831e+06
1.111519999999961238e-06,7.936525769591808319e+07,3.492071338620395400e+06,3.492071338620395400e+06,7.936525769591808319e+07,1.672447959109384799e+06
1.111699999999961336e-06,7.936490144184176624e+07,3.492055663441037294e+06,3.492055663441037294e+06,7.936490144184176624e+07,1.672440451839577174e+06
1.111879999999961223e-06,7.936454536077262461e+07,3.492039995873994660e+06,3.492039995873994660e+06,7.936454536077262461e+07,1.672432948215514421e+06
1.112059999999961109e-06,7.936418945259864628e+07,3.492024335914339870e+06,3.492024335914339870e+06,7.936418945259864628e+07,1.672425448234837269e+06
1.112239999999961207e-06,7.936383371720792353e+07,3.492008683557148091e+06,3.492008683557148091e+06,7.936383371720792353e+07,1.672417951895185746e+06
1.112419999999961306e-06,7.936347815448865294e+07,3.491993038797500078e+06,3.491993038797500078e+06,7.936347815448865294e+07,1.672410459194205003e+06
1.112599999999961192e-06,7.936312276432904601e+07,3.491977401630477514e+06,3.491977401630477514e+06,7.936312276432904601e+07,1.672402970129539026e+06
1.112779999999961079e-06,7.936276754661752284e+07,3.491961772051170468e+06,3.491961772051170468e+06,7.936276754661752284e+07,1.672395484698836459e+06
1.112959999999961177e-06,7.936241250124250352e+07,3.491946150054669473e+06,3.491946150054669473e+06,7.936241250124250352e+07,1.672388002899745945e+06
1.113139999999961275e-06,7.936205762809251249e+07,3.491930535636070184e+06,3.491930535636070184e+06,7.936205762809251249e+07,1.672380524729918921e+06
1.113319999999961162e-06,7.936170292705619335e+07,3.491914928790471982e+06,3.491914928790471982e+06,7.936170292705619335e+07,1.672373050187007757e+06
1.113499999999961048e-06,7.936134839802227914e+07,3.491899329512979370e+06,3.491899329512979370e+06,7.936134839802227914e+07,1.672365579268668313e+06
1.113679999999961146e-06,7.936099404087953269e+07,3.491883737798699178e+06,3.491883737798699178e+06,7.936099404087953269e+07,1.672358111972557381e+06
1.113859999999961244e-06,7.936063985551688075e+07,3.491868153642741963e+06,3.491868153642741963e+06,7.936063985551688075e+07,1.672350648296331987e+06
1.114039999999961131e-06,7.936028584182330966e+07,3.491852577040225267e+06,3.491852577040225267e+06,7.936028584182330966e+07,1.672343188237655908e+06
1.114219999999961017e-06,7.935993199968791008e+07,3.491837007986267563e+06,3.491837007986267563e+06,7.935993199968791008e+07,1.672335731794189895e+06
1.114399999999961116e-06,7.935957832899980247e+07,3.491821446475991048e+06,3.491821446475991048e+06,7.935957832899980247e+07,1.672328278963597026e+06
1.114579999999961214e-06,7.935922482964828610e+07,3.491805892504523974e+06,3.491805892504523974e+06,7.935922482964828610e+07,1.672320829743545968e+06
1.114759999999961100e-06,7.935887150152269006e+07,3.491790346066997852e+06,3.491790346066997852e+06,7.935887150152269006e+07,1.672313384131703991e+06
1.114939999999960987e-06,7.935851834451246262e+07,3.491774807158547919e+06,3.491774807158547919e+06,7.935851834451246262e+07,1.672305942125740927e+06
1.115119999999961085e-06,7.935816535850709677e+07,3.491759275774311740e+06,3.491759275774311740e+06,7.935816535850709677e+07,1.672298503723329166e+06
1.115299999999961183e-06,7.935781254339623451e+07,3.491743751909433864e+06,3.491743751909433864e+06,7.935781254339623451e+07,1.672291068922142731e+06
1.115479999999961070e-06,7.935745989906956255e+07,3.491728235559059773e+06,3.491728235559059773e+06,7.935745989906956255e+07,1.672283637719856342e+06
1.115659999999960956e-06,7.935710742541687191e+07,3.491712726718341466e+06,3.491712726718341466e+06,7.935710742541687191e+07,1.672276210114148445e+06
1.115839999999961054e-06,7.935675512232804298e+07,3.491697225382433273e+06,3.491697225382433273e+06,7.935675512232804298e+07,1.672268786102698185e+06
1.116019999999961153e-06,7.935640298969306052e+07,3.491681731546493713e+06,3.491681731546493713e+06,7.935640298969306052e+07,1.672261365683187032e+06
1.116199999999961039e-06,7.935605102740195394e+07,3.491666245205685496e+06,3.491666245205685496e+06,7.935605102740195394e+07,1.672253948853297858e+06
1.116379999999960926e-06,7.935569923534487188e+07,3.491650766355174128e+06,3.491650766355174128e+06,7.935569923534487188e+07,1.672246535610715859e+06
1.116559999999961024e-06,7.935534761341209710e+07,3.491635294990131631e+06,3.491635294990131631e+06,7.935534761341209710e+07,1.672239125953128561e+06
1.116739999999961122e-06,7.935499616149389744e+07,3.491619831105730962e+06,3.491619831105730962e+06,7.935499616149389744e+07,1.672231719878223259e+06
1.116919999999961009e-06,7.935464487948068976e+07,3.491604374697149731e+06,3.491604374697149731e+06,7.935464487948068976e+07,1.672224317383692134e+06
1.117099999999960895e-06,7.935429376726301014e+07,3.491588925759571604e+06,3.491588925759571604e+06,7.935429376726301014e+07,1.672216918467227835e+06
1.117279999999960993e-06,7.935394282473140955e+07,3.491573484288181178e+06,3.491573484288181178e+06,7.935394282473140955e+07,1.672209523126523476e+06
1.117459999999961091e-06,7.935359205177657306e+07,3.491558050278168637e+06,3.491558050278168637e+06,7.935359205177657306e+07,1.672202131359275896e+06
1.117639999999960978e-06,7.935324144828926027e+07,3.491542623724726960e+06,3.491542623724726960e+06,7.935324144828926027e+07,1.672194743163183564e+06
1.117819999999960864e-06,7.935289101416034997e+07,3.491527204623054713e+06,3.491527204623054713e+06,7.935289101416034997e+07,1.672187358535946114e+06
1.117999999999960963e-06,7.935254074928075075e+07,3.491511792968352791e+06,3.491511792968352791e+06,7.935254074928075075e+07,1.672179977475264343e+06
1.118179999999961061e-06,7.935219065354150534e+07,3.491496388755825814e+06,3.491496388755825814e+06,7.935219065354150534e+07,1.672172599978843937e+06
1.118359999999960947e-06,7.935184072683373094e+07,3.491480991980683990e+06,3.491480991980683990e+06,7.935184072683373094e+07,1.672165226044388488e+06
1.118539999999960834e-06,7.935149096904861927e+07,3.491465602638138924e+06,3.491465602638138924e+06,7.935149096904861927e+07,1.672157855669606943e+06
1.118719999999960932e-06,7.935114138007746637e+07,3.491450220723407809e+06,3.491450220723407809e+06,7.935114138007746637e+07,1.672150488852206618e+06
1.118899999999961030e-06,7.935079195981165767e+07,3.491434846231712494e+06,3.491434846231712494e+06,7.935079195981165767e+07,1.672143125589900650e+06
1.119079999999960917e-06,7.935044270814265311e+07,3.491419479158275761e+06,3.491419479158275761e+06,7.935044270814265311e+07,1.672135765880400082e+06
1.119259999999960803e-06,7.935009362496198714e+07,3.491404119498326909e+06,3.491404119498326909e+06,7.935009362496198714e+07,1.672128409721420845e+06
1.119439999999960901e-06,7.934974471016131341e+07,3.491388767247097567e+06,3.491388767247097567e+06,7.934974471016131341e+07,1.672121057110679103e+06
1.119619999999961000e-06,7.934939596363236010e+07,3.491373422399823088e+06,3.491373422399823088e+06,7.934939596363236010e+07,1.672113708045891952e+06
1.119799999999960886e-06,7.934904738526694477e+07,3.491358084951745346e+06,3.491358084951745346e+06,7.934904738526694477e+07,1.672106362524782075e+06
1.119979999999960773e-06,7.934869897495695949e+07,3.491342754898105748e+06,3.491342754898105748e+06,7.934869897495695949e+07,1.672099020545070060e+06
1.120159999999960871e-06,7.934835073259440064e+07,3.491327432234153152e+06,3.491327432234153152e+06,7.934835073259440064e+07,1.672091682104479522e+06
1.120339999999960969e-06,7.934800265807135403e+07,3.491312116955138743e+06,3.491312116955138743e+06,7.934800265807135403e+07,1.672084347200736869e+06
1.120519999999960855e-06,7.934765475127993524e+07,3.491296809056316502e+06,3.491296809056316502e+06,7.934765475127993524e+07,1.672077015831568744e+06
1.120699999999960742e-06,7.934730701211242378e+07,3.491281508532946464e+06,3.491281508532946464e+06,7.934730701211242378e+07,1.672069687994706212e+06
1.120879999999960840e-06,7.934695944046117365e+07,3.491266215380290989e+06,3.491266215380290989e+06,7.934695944046117365e+07,1.672062363687878707e+06
1.121059999999960938e-06,7.934661203621855378e+07,3.491250929593615700e+06,3.491250929593615700e+06,7.934661203621855378e+07,1.672055042908819858e+06
1.121239999999960825e-06,7.934626479927711189e+07,3.491235651168192271e+06,3.491235651168192271e+06,7.934626479927711189e+07,1.672047725655264687e+06
1.121419999999960711e-06,7.934591772952942550e+07,3.491220380099293776e+06,3.491220380099293776e+06,7.934591772952942550e+07,1.672040411924949382e+06
1.121599999999960810e-06,7.934557082686817646e+07,3.491205116382199340e+06,3.491205116382199340e+06,7.934557082686817646e+07,1.672033101715612924e+06
1.121779999999960908e-06,7.934522409118612111e+07,3.491189860012189019e+06,3.491189860012189019e+06,7.934522409118612111e+07,1.672025795024994994e+06
1.121959999999960794e-06,7.934487752237612009e+07,3.491174610984548926e+06,3.491174610984548926e+06,7.934487752237612009e+07,1.672018491850837832e+06
1.122139999999960681e-06,7.934453112033110857e+07,3.491159369294568431e+06,3.491159369294568431e+06,7.934453112033110857e+07,1.672011192190885544e+06
1.122319999999960779e-06,7.934418488494412601e+07,3.491144134937541094e+06,3.491144134937541094e+06,7.934418488494412601e+07,1.672003896042883629e+06
1.122499999999960877e-06,7.934383881610825658e+07,3.491128907908762805e+06,3.491128907908762805e+06,7.934383881610825658e+07,1.671996603404579917e+06
1.122679999999960764e-06,7.934349291371670365e+07,3.491113688203534577e+06,3.491113688203534577e+06,7.934349291371670365e+07,1.671989314273723401e+06
1.122859999999960650e-06,7.934314717766274512e+07,3.491098475817160681e+06,3.491098475817160681e+06,7.934314717766274512e+07,1.671982028648065170e+06
1.123039999999960748e-06,7.934280160783974826e+07,3.491083270744948182e+06,3.491083270744948182e+06,7.934280160783974826e+07,1.671974746525358409e+06
1.123219999999960847e-06,7.934245620414116979e+07,3.491068072982211132e+06,3.491068072982211132e+06,7.934245620414116979e+07,1.671967467903358163e+06
1.123399999999960733e-06,7.934211096646054089e+07,3.491052882524263114e+06,3.491052882524263114e+06,7.934211096646054089e+07,1.671960192779819947e+06
1.123579999999960619e-06,7.934176589469146729e+07,3.491037699366424233e+06,3.491037699366424233e+06,7.934176589469146729e+07,1.671952921152502298e+06
1.123759999999960718e-06,7.934142098872768879e+07,3.491022523504017852e+06,3.491022523504017852e+06,7.934142098872768879e+07,1.671945653019165853e+06
1.123939999999960816e-06,7.934107624846298993e+07,3.491007354932371061e+06,3.491007354932371061e+06,7.934107624846298993e+07,1.671938388377572410e+06
1.124119999999960702e-06,7.934073167379121482e+07,3.490992193646813277e+06,3.490992193646813277e+06,7.934073167379121482e+07,1.671931127225485398e+06
1.124299999999960589e-06,7.934038726460637152e+07,3.490977039642679505e+06,3.490977039642679505e+06,7.934038726460637152e+07,1.671923869560670108e+06
1.124479999999960687e-06,7.934004302080246806e+07,3.490961892915308010e+06,3.490961892915308010e+06,7.934004302080246806e+07,1.671916615380894626e+06
1.124659999999960785e-06,7.933969894227364659e+07,3.490946753460040316e+06,3.490946753460040316e+06,7.933969894227364659e+07,1.671909364683927735e+06
1.124839999999960672e-06,7.933935502891415358e+07,3.490931621272222139e+06,3.490931621272222139e+06,7.933935502891415358e+07,1.671902117467539851e+06
1.125019999999960558e-06,7.933901128061825037e+07,3.490916496347202454e+06,3.490916496347202454e+06,7.933901128061825037e+07,1.671894873729502782e+06
1.125199999999960656e-06,7.933866769728033245e+07,3.490901378680333961e+06,3.490901378680333961e+06,7.933866769728033245e+07,1.671887633467592532e+06
1.125379999999960755e-06,7.933832427879488468e+07,3.490886268266974483e+06,3.490886268266974483e+06,7.933832427879488468e+07,1.671880396679585334e+06
1.125559999999960641e-06,7.933798102505645156e+07,3.490871165102483239e+06,3.490871165102483239e+06,7.933798102505645156e+07,1.671873163363258122e+06
1.125739999999960528e-06,7.933763793595965207e+07,3.490856069182224572e+06,3.490856069182224572e+06,7.933763793595965207e+07,1.671865933516391320e+06
1.125919999999960626e-06,7.933729501139925420e+07,3.490840980501567014e+06,3.490840980501567014e+06,7.933729501139925420e+07,1.671858707136765821e+06
1.126099999999960724e-06,7.933695225127002597e+07,3.490825899055880494e+06,3.490825899055880494e+06,7.933695225127002597e+07,1.671851484222164843e+06
1.126279999999960611e-06,7.933660965546686947e+07,3.490810824840541929e+06,3.490810824840541929e+06,7.933660965546686947e+07,1.671844264770374633e+06
1.126459999999960497e-06,7.933626722388477623e+07,3.490795757850929629e+06,3.490795757850929629e+06,7.933626722388477623e+07,1.671837048779180972e+06
1.126639999999960595e-06,7.933592495641876757e+07,3.490780698082425632e+06,3.490780698082425632e+06,7.933592495641876757e+07,1.671829836246372899e+06
1.126819999999960694e-06,7.933558285296402872e+07,3.490765645530416630e+06,3.490765645530416630e+06,7.933558285296402872e+07,1.671822627169739921e+06
1.126999999999960580e-06,7.933524091341577470e+07,3.490750600190293510e+06,3.490750600190293510e+06,7.933524091341577470e+07,1.671815421547075268e+06
1.127179999999960466e-06,7.933489913766928017e+07,3.490735562057447620e+06,3.490735562057447620e+06,7.933489913766928017e+07,1.671808219376172405e+06
1.127359999999960565e-06,7.933455752561996877e+07,3.490720531127278227e+06,3.490720531127278227e+06,7.933455752561996877e+07,1.671801020654826425e+06
1.127539999999960663e-06,7.933421607716332376e+07,3.490705507395185996e+06,3.490705507395185996e+06,7.933421607716332376e+07,1.671793825380836148e+06
1.127719999999960549e-06,7.933387479219490290e+07,3.490690490856575314e+06,3.490690490856575314e+06,7.933387479219490290e+07,1.671786633551999461e+06
1.127899999999960436e-06,7.933353367061033845e+07,3.490675481506854296e+06,3.490675481506854296e+06,7.933353367061033845e+07,1.671779445166117977e+06
1.128079999999960534e-06,7.933319271230536699e+07,3.490660479341435712e+06,3.490660479341435712e+06,7.933319271230536699e+07,1.671772260220994242e+06
1.128259999999960632e-06,7.933285191717578471e+07,3.490645484355734196e+06,3.490645484355734196e+06,7.933285191717578471e+07,1.671765078714432195e+06
1.128439999999960519e-06,7.933251128511752188e+07,3.490630496545169968e+06,3.490630496545169968e+06,7.933251128511752188e+07,1.671757900644238107e+06
1.128619999999960405e-06,7.933217081602649391e+07,3.490615515905165114e+06,3.490615515905165114e+06,7.933217081602649391e+07,1.671750726008220343e+06
1.128799999999960503e-06,7.933183050979880989e+07,3.490600542431146838e+06,3.490600542431146838e+06,7.933183050979880989e+07,1.671743554804189596e+06
1.128979999999960602e-06,7.933149036633059382e+07,3.490585576118545607e+06,3.490585576118545607e+06,7.933149036633059382e+07,1.671736387029954931e+06
1.129159999999960488e-06,7.933115038551807404e+07,3.490570616962794680e+06,3.490570616962794680e+06,7.933115038551807404e+07,1.671729222683330765e+06
1.129339999999960375e-06,7.933081056725755334e+07,3.490555664959331974e+06,3.490555664959331974e+06,7.933081056725755334e+07,1.671722061762131983e+06
1.129519999999960473e-06,7.933047091144542396e+07,3.490540720103598200e+06,3.490540720103598200e+06,7.933047091144542396e+07,1.671714904264175566e+06
1.129699999999960571e-06,7.933013141797816753e+07,3.490525782391038723e+06,3.490525782391038723e+06,7.933013141797816753e+07,1.671707750187278958e+06
1.129879999999960458e-06,7.932979208675232530e+07,3.490510851817102171e+06,3.490510851817102171e+06,7.932979208675232530e+07,1.671700599529263098e+06
1.130059999999960344e-06,7.932945291766454279e+07,3.490495928377239499e+06,3.490495928377239499e+06,7.932945291766454279e+07,1.671693452287950087e+06
1.130239999999960442e-06,7.932911391061155498e+07,3.490481012066907715e+06,3.490481012066907715e+06,7.932911391061155498e+07,1.671686308461162727e+06
1.130419999999960540e-06,7.932877506549012661e+07,3.490466102881565224e+06,3.490466102881565224e+06,7.932877506549012661e+07,1.671679168046726845e+06
1.130599999999960427e-06,7.932843638219717145e+07,3.490451200816675089e+06,3.490451200816675089e+06,7.932843638219717145e+07,1.671672031042468734e+06
1.130779999999960313e-06,7.932809786062966287e+07,3.490436305867704097e+06,3.490436305867704097e+06,7.932809786062966287e+07,1.671664897446218180e+06
1.130959999999960412e-06,7.932775950068460405e+07,3.490421418030122295e+06,3.490421418030122295e+06,7.932775950068460405e+07,1.671657767255805666e+06
1.131139999999960510e-06,7.932742130225917697e+07,3.490406537299402989e+06,3.490406537299402989e+06,7.932742130225917697e+07,1.671650640469062608e+06
1.131319999999960396e-06,7.932708326525056362e+07,3.490391663671024609e+06,3.490391663671024609e+06,7.932708326525056362e+07,1.671643517083823914e+06
1.131499999999960283e-06,7.932674538955608010e+07,3.490376797140466981e+06,3.490376797140466981e+06,7.932674538955608010e+07,1.671636397097924491e+06
1.131679999999960381e-06,7.932640767507307231e+07,3.490361937703214586e+06,3.490361937703214586e+06,7.932640767507307231e+07,1.671629280509202275e+06
1.131859999999960479e-06,7.932607012169900537e+07,3.490347085354756098e+06,3.490347085354756098e+06,7.932607012169900537e+07,1.671622167315496365e+06
1.132039999999960366e-06,7.932573272933144867e+07,3.490332240090582985e+06,3.490332240090582985e+06,7.932573272933144867e+07,1.671615057514647255e+06
1.132219999999960252e-06,7.932539549786798656e+07,3.490317401906190906e+06,3.490317401906190906e+06,7.932539549786798656e+07,1.671607951104497304e+06
1.132399999999960350e-06,7.932505842720633745e+07,3.490302570797077846e+06,3.490302570797077846e+06,7.932505842720633745e+07,1.671600848082891665e+06
1.132579999999960449e-06,7.932472151724427938e+07,3.490287746758747846e+06,3.490287746758747846e+06,7.932472151724427938e+07,1.671593748447675956e+06
1.132759999999960335e-06,7.932438476787966490e+07,3.490272929786704946e+06,3.490272929786704946e+06,7.932438476787966490e+07,1.671586652196697891e+06
1.132939999999960222e-06,7.932404817901046574e+07,3.490258119876459707e+06,3.490258119876459707e+06,7.932404817901046574e+07,1.671579559327806346e+06
1.133119999999960320e-06,7.932371175053469837e+07,3.490243317023525946e+06,3.490243317023525946e+06,7.932371175053469837e+07,1.671572469838853460e+06
1.133299999999960418e-06,7.932337548235045373e+07,3.490228521223419346e+06,3.490228521223419346e+06,7.932337548235045373e+07,1.671565383727691369e+06
1.133479999999960304e-06,7.932303937435592711e+07,3.490213732471660711e+06,3.490213732471660711e+06,7.932303937435592711e+07,1.671558300992174773e+06
1.133659999999960191e-06,7.932270342644940317e+07,3.490198950763773173e+06,3.490198950763773173e+06,7.932270342644940317e+07,1.671551221630159765e+06
1.133839999999960289e-06,7.932236763852921128e+07,3.490184176095284522e+06,3.490184176095284522e+06,7.932236763852921128e+07,1.671544145639504306e+06
1.134019999999960387e-06,7.932203201049378514e+07,3.490169408461725805e+06,3.490169408461725805e+06,7.932203201049378514e+07,1.671537073018067749e+06
1.134199999999960274e-06,7.932169654224163294e+07,3.490154647858631331e+06,3.490154647858631331e+06,7.932169654224163294e+07,1.671530003763712477e+06
1.134379999999960160e-06,7.932136123367136717e+07,3.490139894281539600e+06,3.490139894281539600e+06,7.932136123367136717e+07,1.671522937874300405e+06
1.134559999999960259e-06,7.932102608468164504e+07,3.490125147725991905e+06,3.490125147725991905e+06,7.932102608468164504e+07,1.671515875347697642e+06
1.134739999999960357e-06,7.932069109517122805e+07,3.490110408187533263e+06,3.490110408187533263e+06,7.932069109517122805e+07,1.671508816181768896e+06
1.134919999999960243e-06,7.932035626503892243e+07,3.490095675661711954e+06,3.490095675661711954e+06,7.932035626503892243e+07,1.671501760374383302e+06
1.135099999999960130e-06,7.932002159418366849e+07,3.490080950144080911e+06,3.490080950144080911e+06,7.932002159418366849e+07,1.671494707923410693e+06
1.135279999999960228e-06,7.931968708250443637e+07,3.490066231630194932e+06,3.490066231630194932e+06,7.931968708250443637e+07,1.671487658826721832e+06
1.135459999999960326e-06,7.931935272990031540e+07,3.490051520115613472e+06,3.490051520115613472e+06,7.931935272990031540e+07,1.671480613082190277e+06
1.135639999999960213e-06,7.931901853627045453e+07,3.490036815595899709e+06,3.490036815595899709e+06,7.931901853627045453e+07,1.671473570687691448e+06
1.135819999999960099e-06,7.931868450151409209e+07,3.490022118066619616e+06,3.490022118066619616e+06,7.931868450151409209e+07,1.671466531641101232e+06
1.135999999999960197e-06,7.931835062553054094e+07,3.490007427523342893e+06,3.490007427523342893e+06,7.931835062553054094e+07,1.671459495940298541e+06
1.136179999999960296e-06,7.931801690821917355e+07,3.489992743961642962e+06,3.489992743961642962e+06,7.931801690821917355e+07,1.671452463583162520e+06
1.136359999999960182e-06,7.931768334947946668e+07,3.489978067377096508e+06,3.489978067377096508e+06,7.931768334947946668e+07,1.671445434567575110e+06
1.136539999999960069e-06,7.931734994921101630e+07,3.489963397765283938e+06,3.489963397765283938e+06,7.931734994921101630e+07,1.671438408891419880e+06
1.136719999999960167e-06,7.931701670731338859e+07,3.489948735121788457e+06,3.489948735121788457e+06,7.931701670731338859e+07,1.671431386552580632e+06
1.136899999999960265e-06,7.931668362368631363e+07,3.489934079442196991e+06,3.489934079442196991e+06,7.931668362368631363e+07,1.671424367548944894e+06
1.137079999999960151e-06,7.931635069822961092e+07,3.489919430722102523e+06,3.489919430722102523e+06,7.931635069822961092e+07,1.671417351878401591e+06
1.137259999999960038e-06,7.931601793084311485e+07,3.489904788957096636e+06,3.489904788957096636e+06,7.931601793084311485e+07,1.671410339538839180e+06
1.137439999999960136e-06,7.931568532142679393e+07,3.489890154142778367e+06,3.489890154142778367e+06,7.931568532142679393e+07,1.671403330528150545e+06
1.137619999999960234e-06,7.931535286988067627e+07,3.489875526274749544e+06,3.489875526274749544e+06,7.931535286988067627e+07,1.671396324844228802e+06
1.137799999999960121e-06,7.931502057610486448e+07,3.489860905348613393e+06,3.489860905348613393e+06,7.931502057610486448e+07,1.671389322484968230e+06
1.137979999999960007e-06,7.931468843999953568e+07,3.489846291359979194e+06,3.489846291359979194e+06,7.931468843999953568e+07,1.671382323448265903e+06
1.138159999999960106e-06,7.931435646146495640e+07,3.489831684304457624e+06,3.489831684304457624e+06,7.931435646146495640e+07,1.671375327732019825e+06
1.138339999999960204e-06,7.931402464040148258e+07,3.489817084177664481e+06,3.489817084177664481e+06,7.931402464040148258e+07,1.671368335334130563e+06
1.138519999999960090e-06,7.931369297670952976e+07,3.489802490975219291e+06,3.489802490975219291e+06,7.931369297670952976e+07,1.671361346252499381e+06
1.138699999999959977e-06,7.931336147028960288e+07,3.489787904692741577e+06,3.489787904692741577e+06,7.931336147028960288e+07,1.671354360485029174e+06
1.138879999999960075e-06,7.931303012104225159e+07,3.489773325325858779e+06,3.489773325325858779e+06,7.931303012104225159e+07,1.671347378029625863e+06
1.139059999999960173e-06,7.931269892886817455e+07,3.489758752870199271e+06,3.489758752870199271e+06,7.931269892886817455e+07,1.671340398884195136e+06
1.139239999999960060e-06,7.931236789366810024e+07,3.489744187321395613e+06,3.489744187321395613e+06,7.931236789366810024e+07,1.671333423046645476e+06
1.139419999999959946e-06,7.931203701534281671e+07,3.489729628675083164e+06,3.489729628675083164e+06,7.931203701534281671e+07,1.671326450514886761e+06
1.139599999999960044e-06,7.931170629379324615e+07,3.489715076926902402e+06,3.489715076926902402e+06,7.931170629379324615e+07,1.671319481286830967e+06
1.139779999999960143e-06,7.931137572892035544e+07,3.489700532072495203e+06,3.489700532072495203e+06,7.931137572892035544e+07,1.671312515360390535e+06
1.139959999999960029e-06,7.931104532062517107e+07,3.489685994107507169e+06,3.489685994107507169e+06,7.931104532062517107e+07,1.671305552733480232e+06
