Copper Inductance (H),Graphene Inductance (H),Final Inductance (H)
1.0861229382291807e-06,1.992723425686e-07,1.6837953698109872e-07
1.0857762566428227e-06,1.891300671707e-07,1.610729608250376e-07
1.0854297999391853e-06,1.80381525636e-07,1.5467667205050546e-07
1.0850835678936672e-06,1.728199312052e-07,1.49076672168902e-07
1.0847375602819788e-06,1.662813569079e-07,1.441797809243485e-07
1.0843917768801415e-06,2.606293673172e-07,2.1012631953894317e-07
1.0840462174644868e-06,2.411830887923e-07,1.9728933995595853e-07
1.083700881811656e-06,2.248864816611e-07,1.862387527852119e-07
1.0833557696985983e-06,2.110743785295e-07,1.7665584050904294e-07
1.0830108809025737e-06,1.992723425686e-07,1.6830456120335455e-07
1.0826662152011479e-06,1.891300671707e-07,1.6100435017985961e-07
1.0823217723721956e-06,1.80381525636e-07,1.5461340192705271e-07
1.0819775521938971e-06,1.728199312052e-07,1.4901790018672468e-07
1.08163355444474e-06,1.662813569079e-07,1.4412480648639524e-07
1.081289778903517e-06,1.606336526803e-07,1.3985687231107173e-07
1.0809462253493263e-06,2.411830887923e-07,1.9718642243205062e-07
1.0806028935615704e-06,2.248864816611e-07,1.8614703989024517e-07
1.0802597833199559e-06,2.110743785295e-07,1.7657332172495726e-07
1.0799168944044935e-06,1.992723425686e-07,1.6822965915239115e-07
1.0795742265954956e-06,1.891300671707e-07,1.6093580434385293e-07
1.0792317796735783e-06,1.80381525636e-07,1.5455018942065722e-07
1.0788895534196592e-06,1.728199312052e-07,1.489591799776728e-07
1.0785475476149556e-06,1.662813569079e-07,1.440698790456226e-07
1.0782057620409876e-06,1.606336526803e-07,1.398051497550678e-07
1.0778641964795753e-06,1.557687283171e-07,1.3610007629443643e-07
1.0775228507128375e-06,2.248864816611e-07,1.8605542572745912e-07
1.0771817245231924e-06,2.110743785295e-07,1.764908875869445e-07
1.0768408176933572e-06,1.992723425686e-07,1.6815483061956093e-07
1.076500130006347e-06,1.891300671707e-07,1.608673231339522e-07
1.0761596612454732e-06,1.80381525636e-07,1.544870343686476e-07
1.075819411194346e-06,1.728199312052e-07,1.4890051139549394e-07
1.0754793796368711e-06,1.662813569079e-07,1.440149984691014e-07
1.07513956635725e-06,1.606336526803e-07,1.3975347015497276e-07
1.0747999711399793e-06,1.557687283171e-07,1.3605109960426859e-07
1.0744605937698517e-06,1.515970455491e-07,1.3285268681570332e-07
1.0741214340319518e-06,2.110743785295e-07,1.7640853785669253e-07
1.0737824917116607e-06,1.992723425686e-07,1.6808007539871978e-07
1.0734437665946507e-06,1.891300671707e-07,1.6079890636934174e-07
1.073105258466888e-06,1.80381525636e-07,1.544239366103943e-07
1.07276696711463e-06,1.728199312052e-07,1.4884189429580634e-07
1.072428892324426e-06,1.662813569079e-07,1.4396016462563075e-07
1.0720910338831168e-06,1.606336526803e-07,1.3970183339034224e-07
1.0717533915778337e-06,1.557687283171e-07,1.3600216254343938e-07
1.0714159651959975e-06,1.515970455491e-07,1.3280602368972112e-07
1.0710787545253193e-06,1.48043601295e-07,1.3006598995865014e-07
1.0707417593537986e-06,1.992723425686e-07,1.680053932861708e-07
1.0704049794697235e-06,1.891300671707e-07,1.607305538714045e-07
1.0700684146616705e-06,1.80381525636e-07,1.5436089598726304e-07
1.069732064718503e-06,1.728199312052e-07,1.4878332853605588e-07
1.0693959294293718e-06,1.662813569079e-07,1.4390537738569842e-07
1.0690600085837144e-06,1.606336526803e-07,1.3965023934230497e-07
1.0687243019712524e-06,1.557687283171e-07,1.3595326500179416e-07
1.0683888093819955e-06,1.515970455491e-07,1.3275939745152112e-07
1.0680535306062367e-06,1.48043601295e-07,1.3002126795545154e-07
1.0677184654345534e-06,1.450449424175e-07,1.276977540172854e-07
1.0673836136578072e-06,1.891300671707e-07,1.6066226546367224e-07
1.0670489750671426e-06,1.80381525636e-07,1.542979123425697e-07
1.0667145494539883e-06,1.728199312052e-07,1.487248139754745e-07
1.066380336610054e-06,1.662813569079e-07,1.4385063662144233e-07
1.0660463363273312e-06,1.606336526803e-07,1.395986878935265e-07
1.0657125483980943e-06,1.557687283171e-07,1.359044068706207e-07
1.0653789726148963e-06,1.515970455491e-07,1.3271280799946658e-07
1.0650456087705728e-06,1.48043601295e-07,1.2997658058247696e-07
1.0647124566582372e-06,1.450449424175e-07,1.2765464967205443e-07
1.064379516071284e-06,1.425469095836e-07,1.2571106855807146e-07
1.0640467868033855e-06,1.80381525636e-07,1.542349855215362e-07
1.0637142686484933e-06,1.728199312052e-07,1.4866635047503994e-07
1.0633819614008354e-06,1.662813569079e-07,1.4379594220661315e-07
1.0630498648549187e-06,1.606336526803e-07,1.395471789281743e-07
1.0627179788055256e-06,1.557687283171e-07,1.3585558804261636e-07
1.0623863030477163e-06,1.515970455491e-07,1.3266625523325318e-07
1.0620548373768263e-06,1.48043601295e-07,1.2993192774516188e-07
1.0617235815884652e-06,1.450449424175e-07,1.2761157810413656e-07
1.0613925354785205e-06,1.425469095836e-07,1.2566929874098276e-07
1.0610616988431513e-06,1.405029064566e-07,1.240734388810073e-07
1.0607310714787915e-06,1.728199312052e-07,1.4860793789743626e-07
1.0604006531821495e-06,1.662813569079e-07,1.437412940165377e-07
1.0600704437502055e-06,1.606336526803e-07,1.3949571233188385e-07
1.0597404429802132e-06,1.557687283171e-07,1.3580680841185596e-07
1.0594106506696967e-06,1.515970455491e-07,1.3261973905387875e-07
1.0590810666164533e-06,1.48043601295e-07,1.298873093501811e-07
1.0587516906185507e-06,1.450449424175e-07,1.2756853922484724e-07
1.058422522474327e-06,1.425469095836e-07,1.2562756019015523e-07
1.058093561982391e-06,1.405029064566e-07,1.240327538718338e-07
1.05776480894162e-06,1.388725539425e-07,1.2275607050592175e-07
1.0574362631511623e-06,1.662813569079e-07,1.436866919280839e-07
1.0571079244104327e-06,1.606336526803e-07,1.394442879917256e-07
1.0567797925191164e-06,1.557687283171e-07,1.35758067873761e-07
1.0564518672771644e-06,1.515970455491e-07,1.325732593636138e-07
1.0561241484847964e-06,1.48043601295e-07,1.2984272530542061e-07
1.055796635942498e-06,1.450449424175e-07,1.2752553294666226e-07
1.055469329451021e-06,1.425469095836e-07,1.2558585282179112e-07
1.0551422288113844e-06,1.405029064566e-07,1.2399209890973747e-07
1.0548153338248715e-06,1.388725539425e-07,1.2271624839885945e-07
1.05448864429303e-06,1.376206310587e-07,1.2173329716692504e-07
1.0541621600176735e-06,2.880755867764e-07,2.2624783391012695e-07
1.0538358808008795e-06,2.643283776402e-07,2.1132322992929864e-07
1.0535098064449874e-06,2.447050259446e-07,1.9857972508640004e-07
1.0531839367526007e-06,2.282313456425e-07,1.8758133323089097e-07
1.052858271526586e-06,2.142421693402e-07,1.7801796355253862e-07
1.0525328105700723e-06,2.022630602087e-07,1.69659872329545e-07
1.0522075536864489e-06,1.9194371164e-07,1.62331244518912e-07
1.0518825006793665e-06,1.830180969346e-07,1.5589395117721535e-07
1.0515576513527382e-06,1.752794293331e-07,1.5023708358808696e-07
1.0512330055107363e-06,1.68563781865e-07,1.4526994403012548e-07
1.0509085629577928e-06,2.643283776402e-07,2.1120525657417144e-07
1.0505843234985995e-06,2.447050259446e-07,1.984755485322458e-07
1.0502602869381073e-06,2.282313456425e-07,1.8748837493674363e-07
1.0499364530815251e-06,2.142421693402e-07,1.779342407694201e-07
1.0496128217343203e-06,2.022630602087e-07,1.6958382569745452e-07
1.0492893927022184e-06,1.9194371164e-07,1.6226162508490138e-07
1.0489661657912004e-06,1.830180969346e-07,1.5582974330137044e-07
1.0486431408075064e-06,1.752794293331e-07,1.5017745058308176e-07
1.0483203175576307e-06,1.68563781865e-07,1.452141887771187e-07
1.0479976958483248e-06,1.627390044667e-07,1.408647327378248e-07
1.0476752754865952e-06,2.447050259446e-07,1.9837148955733455e-07
1.0473530562797029e-06,2.282313456425e-07,1.8739551615501837e-07
1.047031038035164e-06,2.142421693402e-07,1.778506033771764e-07
1.0467092205607484e-06,2.022630602087e-07,1.695078532638471e-07
1.046387603664479e-06,1.9194371164e-07,1.6219207087730094e-07
1.0460661871546336e-06,1.830180969346e-07,1.5576559339259651e-07
1.0457449708397416e-06,1.752794293331e-07,1.5011786962717747e-07
1.0454239545285846e-06,1.68563781865e-07,1.4515848071999786e-07
1.0451031380301964e-06,1.627390044667e-07,1.4081231169535496e-07
1.0447825211538616e-06,1.576970069327e-07,1.370161176413009e-07
1.044462103709118e-06,2.282313456425e-07,1.8730275662499253e-07
1.0441418855057503e-06,2.142421693402e-07,1.7776705115442968e-07
1.0438218663537972e-06,2.022630602087e-07,1.6943195483786045e-07
1.0435020460635449e-06,1.9194371164e-07,1.6212258172926852e-07
1.0431824244455287e-06,1.830180969346e-07,1.55701501303192e-07
1.042863001310534e-06,1.752794293331e-07,1.500583405880802e-07
1.0425437764695944e-06,1.68563781865e-07,1.4510281973897436e-07
1.0422247497339903e-06,1.627390044667e-07,1.407599337415555e-07
1.041905920915251e-06,1.576970069327e-07,1.369665256890896e-07
1.0415872898251525e-06,1.53348250994e-07,1.3366879107367798e-07
1.0412688562757168e-06,2.142421693402e-07,1.776835838820772e-07
1.0409506200792136e-06,2.022630602087e-07,1.6935613023065e-07
1.040632581048158e-06,1.9194371164e-07,1.6205315747577138e-07
1.04031473899531e-06,1.830180969346e-07,1.5563746688709446e-07
1.0399970937336749e-06,1.752794293331e-07,1.4999886333499496e-07
1.0396796450765029e-06,1.68563781865e-07,1.4504720571564185e-07
1.0393623928372875e-06,1.627390044667e-07,1.4070759876813783e-07
1.0390453368297673e-06,1.576970069327e-07,1.3691697343163088e-07
1.0387284768679238e-06,1.53348250994e-07,1.3362159621306496e-07
1.0384118127659807e-06,1.496177335692e-07,1.3077521717940266e-07
1.0380953443384057e-06,2.022630602087e-07,1.6928037925534614e-07
1.0377790713999067e-06,1.9194371164e-07,1.6198379795354772e-07
1.037462993765435e-06,1.830180969346e-07,1.5557348999984572e-07
1.0371471112501823e-06,1.752794293331e-07,1.499394377385933e-07
1.0368314236695807e-06,1.68563781865e-07,1.4499163853294642e-07
1.0365159308393043e-06,1.627390044667e-07,1.4065530666807062e-07
1.0362006325752663e-06,1.576970069327e-07,1.3686746077011535e-07
1.03588552869362e-06,1.53348250994e-07,1.335744382377766e-07
1.0355706190107568e-06,1.496177335692e-07,1.3073004694145453e-07
1.035255903343308e-06,1.464420015209e-07,1.282941654951506e-07
1.0349413815081434e-06,1.9194371164e-07,1.6191450300106933e-07
1.0346270533223695e-06,1.830180969346e-07,1.555095704985576e-07
1.0343129186033323e-06,1.752794293331e-07,1.4988006367098208e-07
1.0339989771686144e-06,1.68563781865e-07,1.4493611807515776e-07
1.033685228836033e-06,1.627390044667e-07,1.406030573355528e-07
1.033371673423646e-06,1.576970069327e-07,1.368179876068859e-07
1.033058310749744e-06,1.53348250994e-07,1.3352731705685437e-07
1.0327451406328532e-06,1.496177335692e-07,1.3068491126328016e-07
1.0324321628917366e-06,1.464420015209e-07,1.2825069624267109e-07
1.0321193773453912e-06,1.437668955163e-07,1.261895832171319e-07
1.031806783813049e-06,1.830180969346e-07,1.5544570824187897e-07
1.031494382114175e-06,1.752794293331e-07,1.4982074100567312e-07
1.0311821720684683e-06,1.68563781865e-07,1.448806442278407e-07
1.0308701534958615e-06,1.627390044667e-07,1.4055085066598718e-07
1.0305583262165196e-06,1.576970069327e-07,1.36768553845413e-07
1.0302466900508405e-06,1.53348250994e-07,1.3348023258040328e-07
1.0299352448194536e-06,1.496177335692e-07,1.3063981006044492e-07
1.02962399034322e-06,1.464420015209e-07,1.2820725962903088e-07
1.0293129264432324e-06,1.437668955163e-07,1.2614753163373914e-07
1.0290020529408144e-06,1.415458192186e-07,1.2442971537117355e-07
1.0286913696575194e-06,1.752794293331e-07,1.4976146961755332e-07
1.0283808764151324e-06,1.68563781865e-07,1.44825216877828e-07
1.0280705730356658e-06,1.627390044667e-07,1.4049868655595494e-07
1.0277604593413631e-06,1.576970069327e-07,1.3671915939027053e-07
1.0274505351546963e-06,1.53348250994e-07,1.334331847195691e-07
1.0271408002983655e-06,1.496177335692e-07,1.305947432495025e-07
1.0268312545953004e-06,1.464420015209e-07,1.2816385557522668e-07
1.0265218978686555e-06,1.437668955163e-07,1.261055111099675e-07
1.0262127299418159e-06,1.415458192186e-07,1.2438883162671355e-07
1.0259037506383923e-06,1.397383935337e-07,1.2298640946637006e-07
1.0255949597822216e-06,1.68563781865e-07,1.4476983591319345e-07
1.0252863571973675e-06,1.627390044667e-07,1.404465649031906e-07
1.0249779427081195e-06,1.576970069327e-07,1.3666980414711247e-07
1.0246697161389928e-06,1.53348250994e-07,1.3338617338651643e-07
1.0243616773147273e-06,1.496177335692e-07,1.3054971074797405e-07
1.024053826060288e-06,1.464420015209e-07,1.2812048400317968e-07
1.023746162200864e-06,1.437668955163e-07,1.260635215713365e-07
1.0234386855618684e-06,1.415458192186e-07,1.243479776541407e-07
1.0231313959689384e-06,1.397383935337e-07,1.2294647168342055e-07
1.0228242932479332e-06,1.383093974792e-07,1.2183455949643513e-07
1.0225173772249364e-06,2.918832504023e-07,2.270660020879807e-07
1.0222106477262523e-06,2.679674001511e-07,2.123111070821872e-07
1.02190410457841e-06,2.481754073405e-07,1.9968156720637502e-07
1.0215977476081572e-06,2.315330859235e-07,1.887541769358579e-07
1.0212915766424648e-06,2.173752685062e-07,1.792277976642955e-07
1.020985591508525e-06,2.052275182597e-07,1.7087921948886353e-07
1.0206797920337504e-06,1.94739528576e-07,1.6353755297224105e-07
1.020374178045772e-06,1.856452727556e-07,1.570684805043635e-07
1.0200687493724427e-06,1.777379640391e-07,1.5136410629807195e-07
1.0197635058418347e-06,1.70853675456e-07,1.4633615725169818e-07
1.0194584472822395e-06,2.679674001511e-07,2.121921275892698e-07
1.0191535735221663e-06,2.481754073405e-07,1.9957631922787884e-07
1.018848884390344e-06,2.315330859235e-07,1.8866013097853753e-07
1.0185443797157187e-06,2.173752685062e-07,1.7914300362868743e-07
1.0182400593274542e-06,2.052275182597e-07,1.7080213991489857e-07
1.0179359230549326e-06,1.94739528576e-07,1.63466953593964e-07
1.017631970727752e-06,1.856452727556e-07,1.5700335545586676e-07
1.017328202175728e-06,1.777379640391e-07,1.5130362529380447e-07
1.0170246172288916e-06,1.70853675456e-07,1.462796272588185e-07
1.01672121571749e-06,1.648602569428e-07,1.418581153655005e-07
1.0164179974719867e-06,2.481754073405e-07,1.9947118938852056e-07
1.0161149623230592e-06,2.315330859235e-07,1.885661851596197e-07
1.0158121101016007e-06,2.173752685062e-07,1.7905829561316943e-07
1.0155094406387183e-06,2.052275182597e-07,1.7072513513447482e-07
1.0152069537657345e-06,1.94739528576e-07,1.633964199811426e-07
1.0149046493141836e-06,1.856452727556e-07,1.5693828884519013e-07
1.0146025271158148e-06,1.777379640391e-07,1.5124319673469922e-07
1.0143005870025903e-06,1.70853675456e-07,1.462231447803833e-07
1.013998828806684e-06,1.648602569428e-07,1.418049955907051e-07
1.0136972523604827e-06,1.596496182938e-07,1.379271411143591e-07
1.0133958574965864e-06,2.315330859235e-07,1.884723392354301e-07
1.0130946440478048e-06,2.173752685062e-07,1.7897367341147342e-07
1.0127936118471607e-06,2.052275182597e-07,1.7064820497033178e-07
1.0124927607278864e-06,1.94739528576e-07,1.6332595197934508e-07
1.012192090523426e-06,1.856452727556e-07,1.5687328053609116e-07
1.011891601067433e-06,1.777379640391e-07,1.5118282049915662e-07
1.0115912921937714e-06,1.70853675456e-07,1.4616670970668127e-07
1.011291163736514e-06,1.648602569428e-07,1.4175191915450043e-07
1.0109912155299448e-06,1.596496182938e-07,1.3787692774267442e-07
1.0106914474085535e-06,1.551322212401e-07,1.3448930008995467e-07
1.0103918592070423e-06,2.173752685062e-07,1.7888913681919923e-07
1.010092450760318e-06,2.052275182597e-07,1.7057134924686142e-07
1.009793221903498e-06,1.94739528576e-07,1.632555494356186e-07
1.0094941724719048e-06,1.856452727556e-07,1.568083303936645e-07
1.00919530230107e-06,1.777379640391e-07,1.5112249646679707e-07
1.0088966112267315e-06,1.70853675456e-07,1.4611032192912394e-07
1.0085980990848337e-06,1.648602569428e-07,1.4169888595793482e-07
1.0082997657115264e-06,1.596496182938e-07,1.378267542464315e-07
1.0080016109431668e-06,1.551322212401e-07,1.3444156174676026e-07
1.0077036346163168e-06,1.512330627003e-07,1.314982149673142e-07
1.0074058365677428e-06,2.052275182597e-07,1.7049456779007605e-07
1.0071082166344169e-06,1.94739528576e-07,1.631852121984599e-07
1.0068107746535155e-06,1.856452727556e-07,1.5674343828431494e-07
1.0065135104624191e-06,1.777379640391e-07,1.5106222451843633e-07
1.0062164238987127e-06,1.70853675456e-07,1.4605398134022294e-07
1.0059195148001832e-06,1.648602569428e-07,1.4164589590307708e-07
1.0056227830048225e-06,1.596496182938e-07,1.3777662053554942e-07
1.0053262283508235e-06,1.551322212401e-07,1.343938604005793e-07
1.0050298506765836e-06,1.512330627003e-07,1.314525793957577e-07
1.0047336498207009e-06,1.478886895371e-07,1.2891364129607206e-07
1.004437625621976e-06,1.94739528576e-07,1.631149401177864e-07
1.0041417779194103e-06,1.856452727556e-07,1.5667860407573135e-07
1.0038461065522077e-06,1.777379640391e-07,1.5100200453606164e-07
1.0035506113597716e-06,1.70853675456e-07,1.4599768783356775e-07
1.0032552921817072e-06,1.648602569428e-07,1.4159294889299588e-07
1.0029601488578189e-06,1.596496182938e-07,1.3772652652088175e-07
1.002665181228111e-06,1.551322212401e-07,1.3434619596868117e-07
1.0023703891327883e-06,1.512330627003e-07,1.314069784272598e-07
1.0020757724122536e-06,1.478886895371e-07,1.2886978485205765e-07
1.00178133090711e-06,1.450449424175e-07,1.2670037200588277e-07
1.0014870644581584e-06,1.856452727556e-07,1.5661382763686137e-07
1.0011929729063972e-06,1.777379640391e-07,1.509418364028084e-07
1.0008990560930247e-06,1.70853675456e-07,1.459414413038043e-07
1.000605313859435e-06,1.648602569428e-07,1.4154004483173978e-07
1.0003117460472202e-06,1.596496182938e-07,1.376764721141978e-07
1.00001835249817e-06,1.551322212401e-07,1.342985683691972e-07
9.997251330542698e-07,1.512330627003e-07,1.3136141198520315e-07
9.994320875577021e-07,1.478886895371e-07,1.2882596102242799e-07
9.991392158508445e-07,1.450449424175e-07,1.2665801128507136e-07
9.988465177762718e-07,1.426552250048e-07,1.248273825596456e-07
9.985539931767522e-07,1.777379640391e-07,1.5088172000293728e-07
9.98261641895251e-07,1.70853675456e-07,1.4588524164661385e-07
9.979694637749272e-07,1.648602569428e-07,1.4148718362431747e-07
9.976774586591345e-07,1.596496182938e-07,1.3762645722816413e-07
9.973856263914208e-07,1.551322212401e-07,1.3425097752110327e-07
9.970939668155274e-07,1.512330627003e-07,1.3131587999377065e-07
9.968024797753902e-07,1.478886895371e-07,1.2878216973566161e-07
9.965111651151366e-07,1.450449424175e-07,1.2661568153222686e-07
9.96220022679089e-07,1.426552250048e-07,1.2478626766065137e-07
9.959290523117606e-07,1.406791582049e-07,1.2326715522082585e-07
9.956382538578576e-07,1.70853675456e-07,1.4582908875869244e-07
9.953476271622783e-07,1.648602569428e-07,1.4143436517667884e-07
9.950571720701124e-07,1.596496182938e-07,1.3757648177632672e-07
9.947668884266418e-07,1.551322212401e-07,1.3420342334420285e-07
9.944767760773377e-07,1.512330627003e-07,1.3127038237792929e-07
9.941868348678639e-07,1.478886895371e-07,1.2873841092098496e-07
9.938970646440733e-07,1.450449424175e-07,1.2657338268007911e-07
9.936074652520096e-07,1.426552250048e-07,1.247451823749829e-07
9.93318036537906e-07,1.406791582049e-07,1.2322706427998702e-07
9.93028778348186e-07,1.390815210355e-07,1.2199513863611825e-07
9.92739690529462e-07,2.956245658312e-07,2.2779135523767307e-07
9.924507729285332e-07,2.715479182378e-07,2.1321061740464628e-07
9.921620253923918e-07,2.51595128085e-07,2.0070086122661188e-07
9.91873447768214e-07,2.347920093258e-07,1.8985124138908495e-07
9.915850399033668e-07,2.204733945663e-07,1.8036929040002194e-07
9.912968016454034e-07,2.081648469776e-07,1.72038136659722e-07
9.91008732842065e-07,1.975160599517e-07,1.6469167616485452e-07
9.907208333412797e-07,1.882610067891e-07,1.5819929975438766e-07
9.904331029911633e-07,1.801929007305e-07,1.5245604765321948e-07
9.90145541640017e-07,1.731478148052e-07,1.4737601304452545e-07
9.898581491363286e-07,2.715479182378e-07,2.130907141649006e-07
9.895709253287721e-07,2.51595128085e-07,2.005946126406697e-07
9.892838700662066e-07,2.347920093258e-07,1.897561675358057e-07
9.889969831976765e-07,2.204733945663e-07,1.802834745771449e-07
9.887102645724123e-07,2.081648469776e-07,1.719600641234476e-07
9.884237140398285e-07,1.975160599517e-07,1.6462012813929564e-07
9.881373314495235e-07,1.882610067891e-07,1.5813328089456006e-07
9.878511166512807e-07,1.801929007305e-07,1.5239473474489483e-07
9.875650694950674e-07,1.731478148052e-07,1.4731871772415113e-07
9.872791898310338e-07,1.669935989498e-07,1.4283391818693518e-07
9.869934775095142e-07,2.51595128085e-07,2.0048848283556795e-07
9.86707932381025e-07,2.347920093258e-07,1.8966119452918514e-07
9.86422554296266e-07,2.204733945663e-07,1.8019774548702492e-07
9.86137343106119e-07,2.081648469776e-07,1.718820670605925e-07
9.85852298661648e-07,1.975160599517e-07,1.6454864650441308e-07
9.855674208140996e-07,1.882610067891e-07,1.5806732103077007e-07
9.852827094149009e-07,1.801929007305e-07,1.5233347476651862e-07
9.849981643156602e-07,1.731478148052e-07,1.4726147032678324e-07
9.847137853681677e-07,1.669935989498e-07,1.4278010299594622e-07
9.84429572424394e-07,1.616221629586e-07,1.3882936682825185e-07
9.841455253364897e-07,2.347920093258e-07,1.895663221387041e-07
9.838616439567854e-07,2.204733945663e-07,1.8011210293502968e-07
9.835779281377923e-07,2.081648469776e-07,1.7180414530436193e-07
9.832943777322005e-07,1.975160599517e-07,1.644772311153249e-07
9.830109925928797e-07,1.882610067891e-07,1.5800142003559905e-07
9.827277725728785e-07,1.801929007305e-07,1.522722676047345e-07
9.82444717525424e-07,1.731478148052e-07,1.4720427075048792e-07
9.821618273039224e-07,1.669935989498e-07,1.4272633148266673e-07
9.81879101761957e-07,1.616221629586e-07,1.3877852966729818e-07
9.815965407532893e-07,1.569439685627e-07,1.353097719164974e-07
9.81314144131859e-07,2.204733945663e-07,1.8002654672808495e-07
9.810319117517824e-07,2.081648469776e-07,1.71726298689336e-07
9.807498434673534e-07,1.975160599517e-07,1.644058818283765e-07
9.804679391330424e-07,1.882610067891e-07,1.5793557778273515e-07
9.80186198603496e-07,1.801929007305e-07,1.52211113147194e-07
9.79904621733537e-07,1.731478148052e-07,1.471471188942568e-07
9.796232083781647e-07,1.669935989498e-07,1.4267260355536373e-07
9.793419583925524e-07,1.616221629586e-07,1.38727732651289e-07
9.790608716320519e-07,1.569439685627e-07,1.3526148236485329e-07
9.78779947952187e-07,1.528840126807e-07,1.3222989436780373e-07
9.784991872086576e-07,2.081648469776e-07,1.7164852705144458e-07
9.782185892573377e-07,1.975160599517e-07,1.6433459850111773e-07
9.779381539542766e-07,1.882610067891e-07,1.5786979414695282e-07
9.77657881155697e-07,1.801929007305e-07,1.5215001128253727e-07
9.77377770717994e-07,1.731478148052e-07,1.470900146579894e-07
9.770978224977384e-07,1.669935989498e-07,1.4261891912314476e-07
9.76818036351673e-07,1.616221629586e-07,1.386769756969044e-07
9.76538412136713e-07,1.569439685627e-07,1.3521323001075975e-07
9.762589497099474e-07,1.528840126807e-07,1.3218378063579978e-07
9.759796489286367e-07,1.493788421753e-07,1.2955045978335313e-07
9.757005096502137e-07,1.975160599517e-07,1.642633809922808e-07
9.754215317322836e-07,1.882610067891e-07,1.5780406900409235e-07
9.751427150326218e-07,1.801929007305e-07,1.520889619003748e-07
9.74864059409177e-07,1.731478148052e-07,1.470329579424761e-07
9.745855647200673e-07,1.669935989498e-07,1.425652780959418e-07
9.743072308235815e-07,1.616221629586e-07,1.3862625872159316e-07
9.740290575781802e-07,1.569439685627e-07,1.351650147778716e-07
9.73751044842493e-07,1.528840126807e-07,1.3213770163945025e-07
9.734731924753202e-07,1.493788421753e-07,1.295061984065453e-07
9.731955003356313e-07,1.463742977135e-07,1.2723709423725894e-07
9.729179682825657e-07,1.882610067891e-07,1.577384022310403e-07
9.726405961754319e-07,1.801929007305e-07,1.5202796489126905e-07
9.723633838737063e-07,1.731478148052e-07,1.4697594864938125e-07
9.720863312370352e-07,1.669935989498e-07,1.4251168038449568e-07
9.718094381252333e-07,1.616221629586e-07,1.3857558164355848e-07
9.715327043982823e-07,1.569439685627e-07,1.3511683659055208e-07
9.712561299163329e-07,1.528840126807e-07,1.3209165730821593e-07
9.709797145397027e-07,1.493788421753e-07,1.2946196970988136e-07
9.707034581288768e-07,1.463742977135e-07,1.2719440184764452e-07
9.704273605445075e-07,1.438237829586e-07,1.252594936912004e-07
9.701514216474145e-07,1.801929007305e-07,1.5196702014671695e-07
9.698756412985821e-07,1.731478148052e-07,1.4691898668122688e-07
9.696000193591631e-07,1.669935989498e-07,1.4245812590034104e-07
9.693245556904756e-07,1.616221629586e-07,1.3852494438174357e-07
9.69049250154003e-07,1.569439685627e-07,1.3506869537385947e-07
9.68774102611395e-07,1.528840126807e-07,1.3204564757221446e-07
9.684991129244656e-07,1.493788421753e-07,1.2941777362766793e-07
9.682242809551953e-07,1.463742977135e-07,1.2715174042591454e-07
9.679496065657274e-07,1.438237829586e-07,1.2521812038434765e-07
9.67675089618371e-07,1.416869188165e-07,1.2359076732485457e-07
9.674007299756003e-07,1.731478148052e-07,1.468620719413768e-07
9.671265275000512e-07,1.669935989498e-07,1.4240461455579124e-07
9.668524820545256e-07,1.616221629586e-07,1.384743468558178e-07
9.665785935019872e-07,1.569439685627e-07,1.3502059105353378e-07
9.663048617055642e-07,1.528840126807e-07,1.3199967236220827e-07
9.660312865285472e-07,1.493788421753e-07,1.2937361009482478e-07
9.65757867834389e-07,1.463742977135e-07,1.2710910991042524e-07
9.654846054867058e-07,1.438237829586e-07,1.2517677662566056e-07
9.652114993492761e-07,1.416869188165e-07,1.2355049126881252e-07
9.649385492860403e-07,1.399284843049e-07,1.2220691227443627e-07
9.646657551610993e-07,2.993015392436e-07,2.284283356487403e-07
9.643931168387173e-07,2.750714032781e-07,2.1402546313755296e-07
9.64120634183319e-07,2.549651247532e-07,2.016405621751542e-07
9.638483070594897e-07,2.380085176219e-07,1.908747382088725e-07
9.635761353319758e-07,2.235364144904e-07,1.8144391988177963e-07
9.633041188656843e-07,2.110743785295e-07,1.7313738175168645e-07
9.630322575256832e-07,2.002721031316e-07,1.6579366683476353e-07
9.62760551177198e-07,1.908635615969e-07,1.5928577231347925e-07
9.624889996856174e-07,1.826419671661e-07,1.535115976835478e-07
9.62217602916487e-07,1.754433928687e-07,1.4838754388089402e-07
9.619463607355133e-07,2.750714032781e-07,2.13904717477337e-07
9.616752730085604e-07,2.549651247532e-07,2.0153338357478123e-07
9.614043396016526e-07,2.380085176219e-07,1.9077869669793106e-07
9.611335603809717e-07,2.235364144904e-07,1.8135713278061466e-07
9.608629352128584e-07,2.110743785295e-07,1.7305835774990295e-07
9.605924639638113e-07,2.002721031316e-07,1.6572120337150963e-07
9.603221465004862e-07,1.908635615969e-07,1.592188852521413e-07
9.60051982689698e-07,1.826419671661e-07,1.534494715074747e-07
9.59781972398418e-07,1.754433928687e-07,1.4832949544971626e-07
9.595121154937746e-07,1.691356886412e-07,1.437895345377434e-07
9.592424118430528e-07,2.549651247532e-07,2.0142632444016012e-07
9.589728613136946e-07,2.380085176219e-07,1.906827567893062e-07
9.587034637732994e-07,2.235364144904e-07,1.8127043317651438e-07
9.584342190896198e-07,2.110743785295e-07,1.729794099569609e-07
9.58165127130568e-07,2.002721031316e-07,1.6564880698315256e-07
