Ncht,Nchb,Nchl,Nchr,Cg
9.251125112511250563e+02,9.251125112511250563e+02,2.311311131113111372e+01,2.311311131113111372e+01,3.658050045320133855e-11
9.253825382538254871e+02,9.253825382538254871e+02,2.311791179117911810e+01,2.311791179117911810e+01,3.659110270504732665e-11
9.256525652565255768e+02,9.256525652565255768e+02,2.312271227122712602e+01,2.312271227122712602e+01,3.660170495689331475e-11
9.259225922592260076e+02,9.259225922592260076e+02,2.312751275127511974e+01,2.312751275127511974e+01,3.661230720873931577e-11
9.261926192619260974e+02,9.261926192619260974e+02,2.313231323132313122e+01,2.313231323132313122e+01,3.662290946058529740e-11
9.264626462646265281e+02,9.264626462646265281e+02,2.313711371137113915e+01,2.313711371137113915e+01,3.663351171243129196e-11
9.267326732673266179e+02,9.267326732673266179e+02,2.314191419141914352e+01,2.314191419141914352e+01,3.664411396427727360e-11
9.270027002700270486e+02,9.270027002700270486e+02,2.314671467146714434e+01,2.314671467146714434e+01,3.665471621612326816e-11
9.272727272727271384e+02,9.272727272727271384e+02,2.315151515151515227e+01,2.315151515151515227e+01,3.666531846796925625e-11
9.275427542754275692e+02,9.275427542754275692e+02,2.315631563156315664e+01,2.315631563156315664e+01,3.667592071981525081e-11
9.278127812781276589e+02,9.278127812781276589e+02,2.316111611161116102e+01,2.316111611161116102e+01,3.668652297166122598e-11
9.280828082808280897e+02,9.280828082808280897e+02,2.316591659165916539e+01,2.316591659165916539e+01,3.669712522350722701e-11
9.283528352835281794e+02,9.283528352835281794e+02,2.317071707170717332e+01,2.317071707170717332e+01,3.670772747535320864e-11
9.286228622862286102e+02,9.286228622862286102e+02,2.317551755175517414e+01,2.317551755175517414e+01,3.671832972719919674e-11
9.288928892889289273e+02,9.288928892889289273e+02,2.318031803180317851e+01,2.318031803180317851e+01,3.672893197904520422e-11
9.291629162916291307e+02,9.291629162916291307e+02,2.318511851185118644e+01,2.318511851185118644e+01,3.673953423089118585e-11
9.294329432943294478e+02,9.294329432943294478e+02,2.318991899189918726e+01,2.318991899189918726e+01,3.675013648273717395e-11
9.297029702970296512e+02,9.297029702970296512e+02,2.319471947194719164e+01,2.319471947194719164e+01,3.676073873458316205e-11
9.299729972997299683e+02,9.299729972997299683e+02,2.319951995199519956e+01,2.319951995199519956e+01,3.677134098642915014e-11
9.302430243024302854e+02,9.302430243024302854e+02,2.320432043204321104e+01,2.320432043204321104e+01,3.678194323827515117e-11
9.305130513051304888e+02,9.305130513051304888e+02,2.320912091209120476e+01,2.320912091209120476e+01,3.679254549012113926e-11
9.307830783078308059e+02,9.307830783078308059e+02,2.321392139213921268e+01,2.321392139213921268e+01,3.680314774196712090e-11
9.310531053105310093e+02,9.310531053105310093e+02,2.321872187218721706e+01,2.321872187218721706e+01,3.681374999381310899e-11
9.313231323132313264e+02,9.313231323132313264e+02,2.322352235223522143e+01,2.322352235223522143e+01,3.682435224565909709e-11
9.315931593159316435e+02,9.315931593159316435e+02,2.322832283228322581e+01,2.322832283228322581e+01,3.683495449750509165e-11
9.318631863186318469e+02,9.318631863186318469e+02,2.323312331233123373e+01,2.323312331233123373e+01,3.684555674935108621e-11
9.321332133213321640e+02,9.321332133213321640e+02,2.323792379237923811e+01,2.323792379237923811e+01,3.685615900119707431e-11
9.324032403240323674e+02,9.324032403240323674e+02,2.324272427242724604e+01,2.324272427242724604e+01,3.686676125304306240e-11
9.326732673267326845e+02,9.326732673267326845e+02,2.324752475247524686e+01,2.324752475247524686e+01,3.687736350488905050e-11
9.329432943294330016e+02,9.329432943294330016e+02,2.325232523252325123e+01,2.325232523252325123e+01,3.688796575673503860e-11
9.332133213321332050e+02,9.332133213321332050e+02,2.325712571257125205e+01,2.325712571257125205e+01,3.689856800858103315e-11
9.334833483348335221e+02,9.334833483348335221e+02,2.326192619261925998e+01,2.326192619261925998e+01,3.690917026042702125e-11
9.337533753375336119e+02,9.337533753375336119e+02,2.326672667266726435e+01,2.326672667266726435e+01,3.691977251227300935e-11
9.340234023402339290e+02,9.340234023402339290e+02,2.327152715271527228e+01,2.327152715271527228e+01,3.693037476411899098e-11
9.342934293429341324e+02,9.342934293429341324e+02,2.327632763276327665e+01,2.327632763276327665e+01,3.694097701596497908e-11
9.345634563456344495e+02,9.345634563456344495e+02,2.328112811281128103e+01,2.328112811281128103e+01,3.695157926781098010e-11
9.348334833483347666e+02,9.348334833483347666e+02,2.328592859285928540e+01,2.328592859285928540e+01,3.696218151965696820e-11
9.351035103510349700e+02,9.351035103510349700e+02,2.329072907290729333e+01,2.329072907290729333e+01,3.697278377150295629e-11
9.353735373537352871e+02,9.353735373537352871e+02,2.329552955295528704e+01,2.329552955295528704e+01,3.698338602334893793e-11
9.356435643564354905e+02,9.356435643564354905e+02,2.330033003300329852e+01,2.330033003300329852e+01,3.699398827519493249e-11
9.359135913591358076e+02,9.359135913591358076e+02,2.330513051305130645e+01,2.330513051305130645e+01,3.700459052704092058e-11
9.361836183618361247e+02,9.361836183618361247e+02,2.330993099309931083e+01,2.330993099309931083e+01,3.701519277888692161e-11
9.364536453645363281e+02,9.364536453645363281e+02,2.331473147314731165e+01,2.331473147314731165e+01,3.702579503073290324e-11
9.367236723672366452e+02,9.367236723672366452e+02,2.331953195319531957e+01,2.331953195319531957e+01,3.703639728257889780e-11
9.369936993699368486e+02,9.369936993699368486e+02,2.332433243324332395e+01,2.332433243324332395e+01,3.704699953442487943e-11
9.372637263726371657e+02,9.372637263726371657e+02,2.332913291329132832e+01,2.332913291329132832e+01,3.705760178627087399e-11
9.375337533753374828e+02,9.375337533753374828e+02,2.333393339333933270e+01,2.333393339333933270e+01,3.706820403811686855e-11
9.378037803780376862e+02,9.378037803780376862e+02,2.333873387338734062e+01,2.333873387338734062e+01,3.707880628996285019e-11
9.380738073807380033e+02,9.380738073807380033e+02,2.334353435343534144e+01,2.334353435343534144e+01,3.708940854180884475e-11
9.383438343834382067e+02,9.383438343834382067e+02,2.334833483348334582e+01,2.334833483348334582e+01,3.710001079365483284e-11
9.386138613861385238e+02,9.386138613861385238e+02,2.335313531353135375e+01,2.335313531353135375e+01,3.711061304550082094e-11
9.388838883888388409e+02,9.388838883888388409e+02,2.335793579357936522e+01,2.335793579357936522e+01,3.712121529734681550e-11
9.391539153915390443e+02,9.391539153915390443e+02,2.336273627362735894e+01,2.336273627362735894e+01,3.713181754919280359e-11
9.394239423942393614e+02,9.394239423942393614e+02,2.336753675367536687e+01,2.336753675367536687e+01,3.714241980103879169e-11
9.396939693969395648e+02,9.396939693969395648e+02,2.337233723372337124e+01,2.337233723372337124e+01,3.715302205288477979e-11
9.399639963996398819e+02,9.399639963996398819e+02,2.337713771377137562e+01,2.337713771377137562e+01,3.716362430473076142e-11
9.402340234023403127e+02,9.402340234023403127e+02,2.338193819381937999e+01,2.338193819381937999e+01,3.717422655657676244e-11
9.405040504050404024e+02,9.405040504050404024e+02,2.338673867386738792e+01,2.338673867386738792e+01,3.718482880842275700e-11
9.407740774077408332e+02,9.407740774077408332e+02,2.339153915391539229e+01,2.339153915391539229e+01,3.719543106026874510e-11
9.410441044104409229e+02,9.410441044104409229e+02,2.339633963396340022e+01,2.339633963396340022e+01,3.720603331211473320e-11
9.413141314131413537e+02,9.413141314131413537e+02,2.340114011401140104e+01,2.340114011401140104e+01,3.721663556396072129e-11
9.415841584158414435e+02,9.415841584158414435e+02,2.340594059405940541e+01,2.340594059405940541e+01,3.722723781580670293e-11
9.418541854185418742e+02,9.418541854185418742e+02,2.341074107410740623e+01,2.341074107410740623e+01,3.723784006765271041e-11
9.421242124212419640e+02,9.421242124212419640e+02,2.341554155415541416e+01,2.341554155415541416e+01,3.724844231949869205e-11
9.423942394239423948e+02,9.423942394239423948e+02,2.342034203420341854e+01,2.342034203420341854e+01,3.725904457134468660e-11
9.426642664266424845e+02,9.426642664266424845e+02,2.342514251425142646e+01,2.342514251425142646e+01,3.726964682319066178e-11
9.429342934293429153e+02,9.429342934293429153e+02,2.342994299429943084e+01,2.342994299429943084e+01,3.728024907503665634e-11
9.432043204320430050e+02,9.432043204320430050e+02,2.343474347434743166e+01,2.343474347434743166e+01,3.729085132688263797e-11
9.434743474347434358e+02,9.434743474347434358e+02,2.343954395439543958e+01,2.343954395439543958e+01,3.730145357872864545e-11
9.437443744374435255e+02,9.437443744374435255e+02,2.344434443444344396e+01,2.344434443444344396e+01,3.731205583057462063e-11
9.440144014401439563e+02,9.440144014401439563e+02,2.344914491449144833e+01,2.344914491449144833e+01,3.732265808242061518e-11
9.442844284428442734e+02,9.442844284428442734e+02,2.345394539453945271e+01,2.345394539453945271e+01,3.733326033426660974e-11
9.445544554455444768e+02,9.445544554455444768e+02,2.345874587458746063e+01,2.345874587458746063e+01,3.734386258611259138e-11
9.448244824482447939e+02,9.448244824482447939e+02,2.346354635463546501e+01,2.346354635463546501e+01,3.735446483795858594e-11
9.450945094509449973e+02,9.450945094509449973e+02,2.346834683468346583e+01,2.346834683468346583e+01,3.736506708980457403e-11
9.453645364536453144e+02,9.453645364536453144e+02,2.347314731473147376e+01,2.347314731473147376e+01,3.737566934165056859e-11
9.456345634563456315e+02,9.456345634563456315e+02,2.347794779477947813e+01,2.347794779477947813e+01,3.738627159349655669e-11
9.459045904590458349e+02,9.459045904590458349e+02,2.348274827482747895e+01,2.348274827482747895e+01,3.739687384534254479e-11
9.461746174617461520e+02,9.461746174617461520e+02,2.348754875487548688e+01,2.348754875487548688e+01,3.740747609718854581e-11
9.464446444644463554e+02,9.464446444644463554e+02,2.349234923492349125e+01,2.349234923492349125e+01,3.741807834903452744e-11
9.467146714671466725e+02,9.467146714671466725e+02,2.349714971497149563e+01,2.349714971497149563e+01,3.742868060088052200e-11
9.469846984698469896e+02,9.469846984698469896e+02,2.350195019501950000e+01,2.350195019501950000e+01,3.743928285272650364e-11
9.472547254725471930e+02,9.472547254725471930e+02,2.350675067506750793e+01,2.350675067506750793e+01,3.744988510457249173e-11
9.475247524752475101e+02,9.475247524752475101e+02,2.351155115511550875e+01,2.351155115511550875e+01,3.746048735641847337e-11
9.477947794779477135e+02,9.477947794779477135e+02,2.351635163516351312e+01,2.351635163516351312e+01,3.747108960826448085e-11
9.480648064806480306e+02,9.480648064806480306e+02,2.352115211521152105e+01,2.352115211521152105e+01,3.748169186011046895e-11
9.483348334833483477e+02,9.483348334833483477e+02,2.352595259525953253e+01,2.352595259525953253e+01,3.749229411195645704e-11
9.486048604860485511e+02,9.486048604860485511e+02,2.353075307530752625e+01,2.353075307530752625e+01,3.750289636380244514e-11
9.488748874887488682e+02,9.488748874887488682e+02,2.353555355535553417e+01,2.353555355535553417e+01,3.751349861564843324e-11
9.491449144914490716e+02,9.491449144914490716e+02,2.354035403540353855e+01,2.354035403540353855e+01,3.752410086749442780e-11
9.494149414941493887e+02,9.494149414941493887e+02,2.354515451545154292e+01,2.354515451545154292e+01,3.753470311934041589e-11
9.496849684968497058e+02,9.496849684968497058e+02,2.354995499549954729e+01,2.354995499549954729e+01,3.754530537118640399e-11
9.499549954995499093e+02,9.499549954995499093e+02,2.355475547554755522e+01,2.355475547554755522e+01,3.755590762303238562e-11
9.502250225022502264e+02,9.502250225022502264e+02,2.355955595559555960e+01,2.355955595559555960e+01,3.756650987487838665e-11
9.504950495049504298e+02,9.504950495049504298e+02,2.356435643564356752e+01,2.356435643564356752e+01,3.757711212672437474e-11
9.507650765076507469e+02,9.507650765076507469e+02,2.356915691569156834e+01,2.356915691569156834e+01,3.758771437857036930e-11
9.510351035103511776e+02,9.510351035103511776e+02,2.357395739573957272e+01,2.357395739573957272e+01,3.759831663041635740e-11
9.513051305130512674e+02,9.513051305130512674e+02,2.357875787578757354e+01,2.357875787578757354e+01,3.760891888226234550e-11
9.515751575157516982e+02,9.515751575157516982e+02,2.358355835583558147e+01,2.358355835583558147e+01,3.761952113410834005e-11
9.518451845184517879e+02,9.518451845184517879e+02,2.358835883588358584e+01,2.358835883588358584e+01,3.763012338595432169e-11
9.521152115211522187e+02,9.521152115211522187e+02,2.359315931593159377e+01,2.359315931593159377e+01,3.764072563780032271e-11
9.523852385238523084e+02,9.523852385238523084e+02,2.359795979597959814e+01,2.359795979597959814e+01,3.765132788964629788e-11
9.526552655265527392e+02,9.526552655265527392e+02,2.360276027602760252e+01,2.360276027602760252e+01,3.766193014149229890e-11
9.529252925292528289e+02,9.529252925292528289e+02,2.360756075607560689e+01,2.360756075607560689e+01,3.767253239333828054e-11
9.531953195319532597e+02,9.531953195319532597e+02,2.361236123612361482e+01,2.361236123612361482e+01,3.768313464518427510e-11
9.534653465346533494e+02,9.534653465346533494e+02,2.361716171617160853e+01,2.361716171617160853e+01,3.769373689703025673e-11
9.537353735373537802e+02,9.537353735373537802e+02,2.362196219621962001e+01,2.362196219621962001e+01,3.770433914887625775e-11
9.540054005400538699e+02,9.540054005400538699e+02,2.362676267626762794e+01,2.362676267626762794e+01,3.771494140072223292e-11
9.542754275427543007e+02,9.542754275427543007e+02,2.363156315631563231e+01,2.363156315631563231e+01,3.772554365256823395e-11
9.545454545454543904e+02,9.545454545454543904e+02,2.363636363636363313e+01,2.363636363636363313e+01,3.773614590441420912e-11
9.548154815481548212e+02,9.548154815481548212e+02,2.364116411641164106e+01,2.364116411641164106e+01,3.774674815626020368e-11
9.550855085508551383e+02,9.550855085508551383e+02,2.364596459645964543e+01,2.364596459645964543e+01,3.775735040810621116e-11
9.553555355535553417e+02,9.553555355535553417e+02,2.365076507650764981e+01,2.365076507650764981e+01,3.776795265995219280e-11
9.556255625562556588e+02,9.556255625562556588e+02,2.365556555655565418e+01,2.365556555655565418e+01,3.777855491179818735e-11
9.558955895589558622e+02,9.558955895589558622e+02,2.366036603660366211e+01,2.366036603660366211e+01,3.778915716364416253e-11
9.561656165616561793e+02,9.561656165616561793e+02,2.366516651665166293e+01,2.366516651665166293e+01,3.779975941549015709e-11
9.564356435643564964e+02,9.564356435643564964e+02,2.366996699669966731e+01,2.366996699669966731e+01,3.781036166733615164e-11
9.567056705670566998e+02,9.567056705670566998e+02,2.367476747674767523e+01,2.367476747674767523e+01,3.782096391918214620e-11
9.569756975697569032e+02,9.569756975697569032e+02,2.367956795679568671e+01,2.367956795679568671e+01,3.783156617102812784e-11
9.572457245724569930e+02,9.572457245724569930e+02,2.368436843684368753e+01,2.368436843684368753e+01,3.784216842287410947e-11
9.575157515751574238e+02,9.575157515751574238e+02,2.368916891689168835e+01,2.368916891689168835e+01,3.785277067472009757e-11
9.577857785778575135e+02,9.577857785778575135e+02,2.369396939693969273e+01,2.369396939693969273e+01,3.786337292656609213e-11
9.580558055805579443e+02,9.580558055805579443e+02,2.369876987698769355e+01,2.369876987698769355e+01,3.787397517841208669e-11
9.583258325832582614e+02,9.583258325832582614e+02,2.370357035703570148e+01,2.370357035703570148e+01,3.788457743025807478e-11
9.585958595859584648e+02,9.585958595859584648e+02,2.370837083708370585e+01,2.370837083708370585e+01,3.789517968210406288e-11
9.588658865886587819e+02,9.588658865886587819e+02,2.371317131713171378e+01,2.371317131713171378e+01,3.790578193395005098e-11
9.591359135913589853e+02,9.591359135913589853e+02,2.371797179717971815e+01,2.371797179717971815e+01,3.791638418579603261e-11
9.594059405940593024e+02,9.594059405940593024e+02,2.372277227722772253e+01,2.372277227722772253e+01,3.792698643764203363e-11
9.596759675967596195e+02,9.596759675967596195e+02,2.372757275727572690e+01,2.372757275727572690e+01,3.793758868948802819e-11
9.599459945994598229e+02,9.599459945994598229e+02,2.373237323732373483e+01,2.373237323732373483e+01,3.794819094133400983e-11
9.602160216021601400e+02,9.602160216021601400e+02,2.373717371737173565e+01,2.373717371737173565e+01,3.795879319318000439e-11
9.604860486048603434e+02,9.604860486048603434e+02,2.374197419741974002e+01,2.374197419741974002e+01,3.796939544502599248e-11
9.607560756075606605e+02,9.607560756075606605e+02,2.374677467746774795e+01,2.374677467746774795e+01,3.797999769687198704e-11
9.610261026102609776e+02,9.610261026102609776e+02,2.375157515751575232e+01,2.375157515751575232e+01,3.799059994871796868e-11
9.612961296129611810e+02,9.612961296129611810e+02,2.375637563756375314e+01,2.375637563756375314e+01,3.800120220056396324e-11
9.615661566156614981e+02,9.615661566156614981e+02,2.376117611761176107e+01,2.376117611761176107e+01,3.801180445240994487e-11
9.618361836183617015e+02,9.618361836183617015e+02,2.376597659765976545e+01,2.376597659765976545e+01,3.802240670425593297e-11
9.621062106210620186e+02,9.621062106210620186e+02,2.377077707770776982e+01,2.377077707770776982e+01,3.803300895610192106e-11
9.623762376237623357e+02,9.623762376237623357e+02,2.377557755775577419e+01,2.377557755775577419e+01,3.804361120794792208e-11
9.626462646264625391e+02,9.626462646264625391e+02,2.378037803780378212e+01,2.378037803780378212e+01,3.805421345979390372e-11
9.629162916291628562e+02,9.629162916291628562e+02,2.378517851785178649e+01,2.378517851785178649e+01,3.806481571163990474e-11
9.631863186318630596e+02,9.631863186318630596e+02,2.378997899789978732e+01,2.378997899789978732e+01,3.807541796348588637e-11
9.634563456345633767e+02,9.634563456345633767e+02,2.379477947794779524e+01,2.379477947794779524e+01,3.808602021533187447e-11
9.637263726372636938e+02,9.637263726372636938e+02,2.379957995799579962e+01,2.379957995799579962e+01,3.809662246717787549e-11
9.639963996399638972e+02,9.639963996399638972e+02,2.380438043804380044e+01,2.380438043804380044e+01,3.810722471902385713e-11
9.642664266426642143e+02,9.642664266426642143e+02,2.380918091809180837e+01,2.380918091809180837e+01,3.811782697086984522e-11
9.645364536453644178e+02,9.645364536453644178e+02,2.381398139813981274e+01,2.381398139813981274e+01,3.812842922271583332e-11
9.648064806480647349e+02,9.648064806480647349e+02,2.381878187818781711e+01,2.381878187818781711e+01,3.813903147456182142e-11
9.650765076507651656e+02,9.650765076507651656e+02,2.382358235823582149e+01,2.382358235823582149e+01,3.814963372640782890e-11
9.653465346534652554e+02,9.653465346534652554e+02,2.382838283828382941e+01,2.382838283828382941e+01,3.816023597825381700e-11
9.656165616561656861e+02,9.656165616561656861e+02,2.383318331833183024e+01,2.383318331833183024e+01,3.817083823009979863e-11
9.658865886588657759e+02,9.658865886588657759e+02,2.383798379837983461e+01,2.383798379837983461e+01,3.818144048194578673e-11
9.661566156615660930e+02,9.661566156615660930e+02,2.384278427842784254e+01,2.384278427842784254e+01,3.819204273379177483e-11
9.664266426642665238e+02,9.664266426642665238e+02,2.384758475847585402e+01,2.384758475847585402e+01,3.820264498563776938e-11
9.666966696669666135e+02,9.666966696669666135e+02,2.385238523852384773e+01,2.385238523852384773e+01,3.821324723748375748e-11
9.669666966696670443e+02,9.669666966696670443e+02,2.385718571857185566e+01,2.385718571857185566e+01,3.822384948932975204e-11
9.672367236723671340e+02,9.672367236723671340e+02,2.386198619861986003e+01,2.386198619861986003e+01,3.823445174117573368e-11
9.675067506750675648e+02,9.675067506750675648e+02,2.386678667866786441e+01,2.386678667866786441e+01,3.824505399302172823e-11
9.677767776777676545e+02,9.677767776777676545e+02,2.387158715871586878e+01,2.387158715871586878e+01,3.825565624486770341e-11
9.680468046804680853e+02,9.680468046804680853e+02,2.387638763876387671e+01,2.387638763876387671e+01,3.826625849671371089e-11
9.683168316831681750e+02,9.683168316831681750e+02,2.388118811881188108e+01,2.388118811881188108e+01,3.827686074855969252e-11
9.685868586858686058e+02,9.685868586858686058e+02,2.388598859885988901e+01,2.388598859885988901e+01,3.828746300040568708e-11
9.688568856885686955e+02,9.688568856885686955e+02,2.389078907890788983e+01,2.389078907890788983e+01,3.829806525225166226e-11
9.691269126912691263e+02,9.691269126912691263e+02,2.389558955895589420e+01,2.389558955895589420e+01,3.830866750409765681e-11
9.693969396939692160e+02,9.693969396939692160e+02,2.390039003900390213e+01,2.390039003900390213e+01,3.831926975594365784e-11
9.696669666966696468e+02,9.696669666966696468e+02,2.390519051905190295e+01,2.390519051905190295e+01,3.832987200778964593e-11
9.699369936993697365e+02,9.699369936993697365e+02,2.390999099909990733e+01,2.390999099909990733e+01,3.834047425963563403e-11
9.702070207020701673e+02,9.702070207020701673e+02,2.391479147914791525e+01,2.391479147914791525e+01,3.835107651148162859e-11
9.704770477047704844e+02,9.704770477047704844e+02,2.391959195919591963e+01,2.391959195919591963e+01,3.836167876332761669e-11
9.707470747074706878e+02,9.707470747074706878e+02,2.392439243924392045e+01,2.392439243924392045e+01,3.837228101517359832e-11
9.710171017101710049e+02,9.710171017101710049e+02,2.392919291929192838e+01,2.392919291929192838e+01,3.838288326701959934e-11
9.712871287128712083e+02,9.712871287128712083e+02,2.393399339933993630e+01,2.393399339933993630e+01,3.839348551886558744e-11
9.715571557155715254e+02,9.715571557155715254e+02,2.393879387938793712e+01,2.393879387938793712e+01,3.840408777071156907e-11
9.718271827182718425e+02,9.718271827182718425e+02,2.394359435943594150e+01,2.394359435943594150e+01,3.841469002255755717e-11
9.720972097209720459e+02,9.720972097209720459e+02,2.394839483948394943e+01,2.394839483948394943e+01,3.842529227440354527e-11
9.723672367236723630e+02,9.723672367236723630e+02,2.395319531953195380e+01,2.395319531953195380e+01,3.843589452624954629e-11
9.726372637263725665e+02,9.726372637263725665e+02,2.395799579957995462e+01,2.395799579957995462e+01,3.844649677809552792e-11
9.729072907290728836e+02,9.729072907290728836e+02,2.396279627962796255e+01,2.396279627962796255e+01,3.845709902994152894e-11
9.731773177317732006e+02,9.731773177317732006e+02,2.396759675967597403e+01,2.396759675967597403e+01,3.846770128178751058e-11
9.734473447344734041e+02,9.734473447344734041e+02,2.397239723972396774e+01,2.397239723972396774e+01,3.847830353363350514e-11
9.737173717371737212e+02,9.737173717371737212e+02,2.397719771977197567e+01,2.397719771977197567e+01,3.848890578547948677e-11
9.739873987398739246e+02,9.739873987398739246e+02,2.398199819981998004e+01,2.398199819981998004e+01,3.849950803732548133e-11
9.742574257425742417e+02,9.742574257425742417e+02,2.398679867986798442e+01,2.398679867986798442e+01,3.851011028917146943e-11
9.745274527452745588e+02,9.745274527452745588e+02,2.399159915991598879e+01,2.399159915991598879e+01,3.852071254101745752e-11
9.747974797479747622e+02,9.747974797479747622e+02,2.399639963996399672e+01,2.399639963996399672e+01,3.853131479286344562e-11
9.750675067506750793e+02,9.750675067506750793e+02,2.400120012001200465e+01,2.400120012001200465e+01,3.854191704470944018e-11
9.753375337533752827e+02,9.753375337533752827e+02,2.400600060006000902e+01,2.400600060006000902e+01,3.855251929655542828e-11
9.756075607560755998e+02,9.756075607560755998e+02,2.401080108010800984e+01,2.401080108010800984e+01,3.856312154840142283e-11
9.758775877587759169e+02,9.758775877587759169e+02,2.401560156015602132e+01,2.401560156015602132e+01,3.857372380024741093e-11
9.761476147614761203e+02,9.761476147614761203e+02,2.402040204020401504e+01,2.402040204020401504e+01,3.858432605209339903e-11
9.764176417641764374e+02,9.764176417641764374e+02,2.402520252025202296e+01,2.402520252025202296e+01,3.859492830393938712e-11
9.766876687668766408e+02,9.766876687668766408e+02,2.403000300030002734e+01,2.403000300030002734e+01,3.860553055578538168e-11
9.769576957695769579e+02,9.769576957695769579e+02,2.403480348034803527e+01,2.403480348034803527e+01,3.861613280763136978e-11
9.772277227722773887e+02,9.772277227722773887e+02,2.403960396039603964e+01,2.403960396039603964e+01,3.862673505947736434e-11
9.774977497749774784e+02,9.774977497749774784e+02,2.404440444044404401e+01,2.404440444044404401e+01,3.863733731132334597e-11
9.777677767776779092e+02,9.777677767776779092e+02,2.404920492049204839e+01,2.404920492049204839e+01,3.864793956316934053e-11
9.780378037803779989e+02,9.780378037803779989e+02,2.405400540054005631e+01,2.405400540054005631e+01,3.865854181501532217e-11
9.783078307830784297e+02,9.783078307830784297e+02,2.405880588058805714e+01,2.405880588058805714e+01,3.866914406686132319e-11
9.785778577857785194e+02,9.785778577857785194e+02,2.406360636063606151e+01,2.406360636063606151e+01,3.867974631870730482e-11
9.788478847884789502e+02,9.788478847884789502e+02,2.406840684068406944e+01,2.406840684068406944e+01,3.869034857055329938e-11
9.791179117911790399e+02,9.791179117911790399e+02,2.407320732073207381e+01,2.407320732073207381e+01,3.870095082239928102e-11
9.793879387938794707e+02,9.793879387938794707e+02,2.407800780078007463e+01,2.407800780078007463e+01,3.871155307424527558e-11
9.796579657965795604e+02,9.796579657965795604e+02,2.408280828082808256e+01,2.408280828082808256e+01,3.872215532609127013e-11
9.799279927992797639e+02,9.799279927992797639e+02,2.408760876087608693e+01,2.408760876087608693e+01,3.873275757793725177e-11
9.801980198019800810e+02,9.801980198019800810e+02,2.409240924092409131e+01,2.409240924092409131e+01,3.874335982978323987e-11
9.804680468046805117e+02,9.804680468046805117e+02,2.409720972097209568e+01,2.409720972097209568e+01,3.875396208162924089e-11
9.807380738073806015e+02,9.807380738073806015e+02,2.410201020102010361e+01,2.410201020102010361e+01,3.876456433347521606e-11
9.810081008100810323e+02,9.810081008100810323e+02,2.410681068106810798e+01,2.410681068106810798e+01,3.877516658532122354e-11
9.812781278127811220e+02,9.812781278127811220e+02,2.411161116111610880e+01,2.411161116111610880e+01,3.878576883716719872e-11
9.815481548154815528e+02,9.815481548154815528e+02,2.411641164116411673e+01,2.411641164116411673e+01,3.879637108901319327e-11
9.818181818181816425e+02,9.818181818181816425e+02,2.412121212121212110e+01,2.412121212121212110e+01,3.880697334085917491e-11
9.820882088208820733e+02,9.820882088208820733e+02,2.412601260126012193e+01,2.412601260126012193e+01,3.881757559270516947e-11
9.823582358235821630e+02,9.823582358235821630e+02,2.413081308130812985e+01,2.413081308130812985e+01,3.882817784455114464e-11
9.826282628262825938e+02,9.826282628262825938e+02,2.413561356135613423e+01,2.413561356135613423e+01,3.883878009639715212e-11
9.828982898289826835e+02,9.828982898289826835e+02,2.414041404140413860e+01,2.414041404140413860e+01,3.884938234824313376e-11
9.831683168316831143e+02,9.831683168316831143e+02,2.414521452145214298e+01,2.414521452145214298e+01,3.885998460008912832e-11
9.834383438343832040e+02,9.834383438343832040e+02,2.415001500150015090e+01,2.415001500150015090e+01,3.887058685193510995e-11
9.837083708370836348e+02,9.837083708370836348e+02,2.415481548154815172e+01,2.415481548154815172e+01,3.888118910378110451e-11
9.839783978397837245e+02,9.839783978397837245e+02,2.415961596159615610e+01,2.415961596159615610e+01,3.889179135562709261e-11
9.842484248424841553e+02,9.842484248424841553e+02,2.416441644164416402e+01,2.416441644164416402e+01,3.890239360747308717e-11
9.845184518451844724e+02,9.845184518451844724e+02,2.416921692169217550e+01,2.416921692169217550e+01,3.891299585931908173e-11
9.847884788478846758e+02,9.847884788478846758e+02,2.417401740174016922e+01,2.417401740174016922e+01,3.892359811116505690e-11
9.850585058505849929e+02,9.850585058505849929e+02,2.417881788178817715e+01,2.417881788178817715e+01,3.893420036301105792e-11
9.853285328532851963e+02,9.853285328532851963e+02,2.418361836183618152e+01,2.418361836183618152e+01,3.894480261485704602e-11
9.855985598559855134e+02,9.855985598559855134e+02,2.418841884188418945e+01,2.418841884188418945e+01,3.895540486670304057e-11
9.858685868586858305e+02,9.858685868586858305e+02,2.419321932193219027e+01,2.419321932193219027e+01,3.896600711854902867e-11
9.861386138613860339e+02,9.861386138613860339e+02,2.419801980198019464e+01,2.419801980198019464e+01,3.897660937039501677e-11
9.864086408640863510e+02,9.864086408640863510e+02,2.420282028202820257e+01,2.420282028202820257e+01,3.898721162224100486e-11
9.866786678667865544e+02,9.866786678667865544e+02,2.420762076207620694e+01,2.420762076207620694e+01,3.899781387408699296e-11
9.869486948694868715e+02,9.869486948694868715e+02,2.421242124212421132e+01,2.421242124212421132e+01,3.900841612593298752e-11
9.872187218721871886e+02,9.872187218721871886e+02,2.421722172217221569e+01,2.421722172217221569e+01,3.901901837777898208e-11
9.874887488748873920e+02,9.874887488748873920e+02,2.422202220222022362e+01,2.422202220222022362e+01,3.902962062962496371e-11
