Copper Capacitance (F),Graphene Capacitance (F),Final Capacitance (F)
5.2e-11,3.8075417963485886e-11,2.1980711040429168e-11
5.2e-11,3.8086020215331874e-11,2.1984244019919506e-11
5.2e-11,3.809662246717788e-11,2.198777616791279e-11
5.2e-11,3.810722471902386e-11,2.1991307484702514e-11
5.2e-11,3.8117826970869845e-11,2.1994837970582056e-11
5.2e-11,3.8128429222715833e-11,2.1998367625844657e-11
5.2e-11,3.813903147456182e-11,2.2001896450783398e-11
5.2e-11,3.814963372640783e-11,2.200542444569125e-11
5.2e-11,3.816023597825382e-11,2.2008951610861013e-11
5.2e-11,3.81708382300998e-11,2.201247794658538e-11
5.2e-11,3.818144048194578e-11,2.2016003453156887e-11
5.2e-11,3.8192042733791775e-11,2.2019528130867948e-11
5.2e-11,3.820264498563777e-11,2.2023051980010834e-11
5.2e-11,3.821324723748376e-11,2.2026575000877662e-11
5.2e-11,3.822384948932975e-11,2.2030097193760433e-11
5.2e-11,3.823445174117573e-11,2.2033618558951e-11
5.2e-11,3.824505399302173e-11,2.203713909674109e-11
5.2e-11,3.82556562448677e-11,2.204065880742227e-11
5.2e-11,3.826625849671371e-11,2.2044177691286014e-11
5.2e-11,3.8276860748559686e-11,2.2047695748623594e-11
5.2e-11,3.828746300040569e-11,2.205121297972621e-11
5.2e-11,3.829806525225166e-11,2.205472938488487e-11
5.2e-11,3.830866750409766e-11,2.2058244964390502e-11
5.2e-11,3.831926975594366e-11,2.2061759718533848e-11
5.2e-11,3.8329872007789646e-11,2.2065273647605533e-11
5.2e-11,3.8340474259635634e-11,2.206878675189605e-11
5.2e-11,3.835107651148162e-11,2.207229903169575e-11
5.2e-11,3.8361678763327617e-11,2.207581048729485e-11
5.2e-11,3.83722810151736e-11,2.2079321118983422e-11
5.2e-11,3.83828832670196e-11,2.2082830927051422e-11
5.2e-11,3.8393485518865594e-11,2.2086339911788653e-11
5.2e-11,3.840408777071157e-11,2.2089848073484778e-11
5.2e-11,3.841469002255756e-11,2.2093355412429338e-11
5.2e-11,3.8425292274403545e-11,2.2096861928911737e-11
5.2e-11,3.8435894526249546e-11,2.2100367623221237e-11
5.2e-11,3.844649677809553e-11,2.2103872495646965e-11
5.2e-11,3.845709902994153e-11,2.2107376546477915e-11
5.2e-11,3.846770128178751e-11,2.211087977600294e-11
5.2e-11,3.847830353363351e-11,2.2114382184510767e-11
5.2e-11,3.848890578547949e-11,2.2117883772289976e-11
5.2e-11,3.849950803732548e-11,2.212138453962903e-11
5.2e-11,3.851011028917146e-11,2.2124884486816233e-11
5.2e-11,3.852071254101746e-11,2.212838361413978e-11
5.2e-11,3.8531314792863446e-11,2.2131881921887703e-11
5.1e-11,3.854191704470944e-11,2.1952151954695286e-11
5.1e-11,3.855251929655543e-11,2.1955590971296712e-11
5.1e-11,3.856312154840142e-11,2.195902917369427e-11
5.1e-11,3.8573723800247404e-11,2.1962466562177066e-11
5.1e-11,3.85843260520934e-11,2.196590313703409e-11
5.1e-11,3.859492830393938e-11,2.196933889855418e-11
5.1e-11,3.8605530555785375e-11,2.1972773847026046e-11
5.1e-11,3.861613280763137e-11,2.1976207982738253e-11
5.1e-11,3.862673505947736e-11,2.1979641305979228e-11
5.1e-11,3.863733731132335e-11,2.198307381703728e-11
5.1e-11,3.864793956316934e-11,2.198650551620055e-11
5.1e-11,3.865854181501532e-11,2.1989936403757076e-11
5.1e-11,3.8669144066861317e-11,2.199336647999474e-11
5.1e-11,3.86797463187073e-11,2.1996795745201298e-11
5.1e-11,3.869034857055329e-11,2.2000224199664354e-11
5.1e-11,3.870095082239928e-11,2.2003651843671398e-11
5.1e-11,3.871155307424528e-11,2.2007078677509774e-11
5.2e-11,3.872215532609127e-11,2.2194711641486522e-11
5.2e-11,3.8732757577937245e-11,2.2198194431847516e-11
5.2e-11,3.874335982978324e-11,2.2201676408365594e-11
5.2e-11,3.875396208162924e-11,2.2205157571325984e-11
5.2e-11,3.8764564333475216e-11,2.2208637921013763e-11
5.2e-11,3.877516658532122e-11,2.2212117457713927e-11
5.2e-11,3.87857688371672e-11,2.221559618171128e-11
5.2e-11,3.8796371089013193e-11,2.221907409329053e-11
5.2e-11,3.880697334085917e-11,2.2222551192736228e-11
5.2e-11,3.881757559270517e-11,2.222602748033283e-11
5.2e-11,3.882817784455114e-11,2.2229502956364602e-11
5.2e-11,3.883878009639715e-11,2.2232977621115744e-11
5.2e-11,3.884938234824313e-11,2.2236451474870255e-11
5.2e-11,3.885998460008913e-11,2.2239924517912067e-11
5.2e-11,3.887058685193511e-11,2.2243396750524917e-11
5.2e-11,3.8881189103781105e-11,2.2246868172992465e-11
5.2e-11,3.8891791355627086e-11,2.22503387855982e-11
5.2e-11,3.890239360747309e-11,2.22538085886255e-11
5.2e-11,3.891299585931908e-11,2.2257277582357602e-11
5.2e-11,3.892359811116506e-11,2.2260745767077607e-11
5.2e-11,3.893420036301106e-11,2.2264213143068498e-11
5.2e-11,3.8944802614857046e-11,2.2267679710613108e-11
5.2e-11,3.895540486670304e-11,2.227114546999416e-11
5.2e-11,3.896600711854903e-11,2.227461042149422e-11
5.2e-11,3.8976609370395017e-11,2.227807456539574e-11
5.2e-11,3.8987211622241005e-11,2.2281537901981035e-11
5.2e-11,3.899781387408699e-11,2.2285000431532287e-11
5.2e-11,3.900841612593298e-11,2.2288462154331558e-11
5.2e-11,3.9019018377778976e-11,2.2291923070660757e-11
5.2e-11,3.902962062962496e-11,2.2295383180801678e-11
5.2e-11,3.904022288147095e-11,2.229884248503598e-11
5.2e-11,3.905082513331695e-11,2.2302300983645198e-11
5.2e-11,3.906142738516294e-11,2.230575867691071e-11
5.2e-11,3.907202963700893e-11,2.2309215565113798e-11
5.2e-11,3.908263188885492e-11,2.2312671648535578e-11
5.2e-11,3.9093234140700905e-11,2.231612692745707e-11
5.2e-11,3.910383639254689e-11,2.2319581402159136e-11
5.2e-11,3.911443864439288e-11,2.2323035072922528e-11
5.2e-11,3.912504089623888e-11,2.232648794002785e-11
5.2e-11,3.9135643148084864e-11,2.2329940003755577e-11
5.2e-11,3.914624539993086e-11,2.233339126438607e-11
5.2e-11,3.915684765177684e-11,2.2336841722199534e-11
5.2e-11,3.916744990362282e-11,2.2340291377476073e-11
5.2e-11,3.917805215546884e-11,2.2343740230495653e-11
5.2e-11,3.918865440731482e-11,2.234718828153807e-11
5.2e-11,3.9199256659160806e-11,2.2350635530883047e-11
5.2e-11,3.9209858911006794e-11,2.235408197881015e-11
5.2e-11,3.922046116285278e-11,2.2357527625598812e-11
5.2e-11,3.9231063414698776e-11,2.236097247152835e-11
5.2e-11,3.9241665666544764e-11,2.236441651687793e-11
5.2e-11,3.925226791839075e-11,2.236785976192661e-11
5.2e-11,3.9262870170236734e-11,2.2371302206953308e-11
5.2e-11,3.9273472422082735e-11,2.2374743852236815e-11
5.2e-11,3.928407467392872e-11,2.237818469805579e-11
5.2e-11,3.929467692577472e-11,2.2381624744688758e-11
5.2e-11,3.930527917762069e-11,2.2385063992414124e-11
5.2e-11,3.931588142946669e-11,2.2388502441510167e-11
5.2e-11,3.932648368131268e-11,2.2391940092255026e-11
5.2e-11,3.933708593315867e-11,2.2395376944926704e-11
5.2e-11,3.934768818500466e-11,2.23988129998031e-11
5.2e-11,3.9358290436850646e-11,2.240224825716196e-11
5.2e-11,3.936889268869664e-11,2.240568271728092e-11
5.2e-11,3.937949494054263e-11,2.240911638043747e-11
5.2e-11,3.939009719238862e-11,2.241254924690898e-11
5.2e-11,3.94006994442346e-11,2.241598131697269e-11
5.2e-11,3.94113016960806e-11,2.2419412590905723e-11
5.2e-11,3.942190394792658e-11,2.2422843068985045e-11
5.2e-11,3.9432506199772576e-11,2.2426272751487522e-11
5.2e-11,3.944310845161857e-11,2.2429701638689886e-11
5.2e-11,3.945371070346455e-11,2.2433129730868714e-11
5.2e-11,3.946431295531055e-11,2.2436557028300494e-11
5.2e-11,3.947491520715654e-11,2.243998353126156e-11
5.2e-11,3.948551745900253e-11,2.2443409240028122e-11
5.2e-11,3.949611971084851e-11,2.2446834154876275e-11
5.2e-11,3.950672196269449e-11,2.2450258276081967e-11
5.2e-11,3.9517324214540507e-11,2.2453681603921046e-11
5.2e-11,3.952792646638649e-11,2.2457104138669192e-11
5.2e-11,3.9538528718232476e-11,2.246052588060199e-11
5.2e-11,3.9549130970078464e-11,2.246394682999488e-11
5.2e-11,3.9559733221924446e-11,2.246736698712319e-11
5.2e-11,3.957033547377044e-11,2.2470786352262104e-11
5.2e-11,3.958093772561644e-11,2.2474204925686693e-11
5.2e-11,3.959153997746242e-11,2.2477622707671878e-11
5.1e-11,3.9602142229308405e-11,2.2292069525055708e-11
5.1e-11,3.96127444811544e-11,2.229542853057547e-11
5.1e-11,3.96233467330004e-11,2.2298786750138322e-11
5.2e-11,3.963394898484638e-11,2.2491285926712994e-11
5.2e-11,3.964455123669237e-11,2.2494699755620814e-11
5.2e-11,3.965515348853836e-11,2.2498112794736194e-11
5.2e-11,3.9665755740384346e-11,2.2501525044333176e-11
5.2e-11,3.9676357992230335e-11,2.250493650468568e-11
5.2e-11,3.968696024407632e-11,2.2508347176067504e-11
5.2e-11,3.969756249592232e-11,2.251175705875231e-11
5.2e-11,3.970816474776831e-11,2.2515166153013648e-11
5.2e-11,3.9718766999614293e-11,2.2518574459124913e-11
5.2e-11,3.972936925146029e-11,2.252198197735941e-11
5.2e-11,3.973997150330626e-11,2.252538870799029e-11
5.2e-11,3.975057375515227e-11,2.2528794651290598e-11
5.2e-11,3.976117600699825e-11,2.2532199807533236e-11
5.2e-11,3.977177825884424e-11,2.2535604176990985e-11
5.2e-11,3.978238051069024e-11,2.2539007759936508e-11
5.2e-11,3.9792982762536217e-11,2.2542410556642326e-11
5.2e-11,3.9803585014382224e-11,2.2545812567380858e-11
5.2e-11,3.98141872662282e-11,2.2549213792424364e-11
5.2e-11,3.98247895180742e-11,2.2552614232045018e-11
5.2e-11,3.9835391769920175e-11,2.255601388651483e-11
5.2e-11,3.9845994021766176e-11,2.2559412756105717e-11
5.2e-11,3.985659627361216e-11,2.256281084108944e-11
5.2e-11,3.9867198525458166e-11,2.2566208141737667e-11
5.2e-11,3.987780077730414e-11,2.2569604658321904e-11
5.2e-11,3.9888403029150135e-11,2.2573000391113566e-11
5.2e-11,3.989900528099612e-11,2.257639534038392e-11
5.2e-11,3.990960753284211e-11,2.2579789506404122e-11
5.2e-11,3.9920209784688106e-11,2.2583182889445198e-11
5.2e-11,3.9930812036534094e-11,2.2586575489778038e-11
5.2e-11,3.994141428838009e-11,2.2589967307673428e-11
5.2e-11,3.995201654022607e-11,2.2593358343402e-11
5.2e-11,3.996261879207206e-11,2.2596748597234298e-11
5.2e-11,3.9973221043918046e-11,2.260013806944072e-11
5.2e-11,3.998382329576404e-11,2.2603526760291532e-11
5.2e-11,3.999442554761004e-11,2.2606914670056895e-11
5.2e-11,4.000502779945602e-11,2.2610301799006824e-11
5.2e-11,4.0015630051302005e-11,2.2613688147411226e-11
5.2e-11,4.0026232303148e-11,2.2617073715539883e-11
5.2e-11,4.0036834554994e-11,2.262045850366245e-11
5.2e-11,4.004743680683998e-11,2.2623842512048445e-11
5.3e-11,4.005803905868597e-11,2.281453694474975e-11
5.3e-11,4.006864131053195e-11,2.2817975631259972e-11
5.3e-11,4.007924356237794e-11,2.2821413534398548e-11
5.3e-11,4.0089845814223935e-11,2.2824850654433134e-11
5.3e-11,4.0100448066069936e-11,2.282828699163127e-11
5.3e-11,4.011105031791592e-11,2.283172254626036e-11
5.3e-11,4.012165256976191e-11,2.2835157318587713e-11
5.3e-11,4.01322548216079e-11,2.2838591308880504e-11
5.3e-11,4.014285707345389e-11,2.284202451740578e-11
5.3e-11,4.0153459325299876e-11,2.284545694443047e-11
5.3e-11,4.016406157714586e-11,2.2848888590221383e-11
5.3e-11,4.017466382899185e-11,2.2852319455045214e-11
5.3e-11,4.018526608083784e-11,2.2855749539168522e-11
5.3e-11,4.019586833268383e-11,2.285917884285775e-11
5.3e-11,4.0206470584529836e-11,2.2862607366379236e-11
5.3e-11,4.0217072836375824e-11,2.2866035109999163e-11
5.3e-11,4.0227675088221806e-11,2.2869462073983616e-11
5.3e-11,4.02382773400678e-11,2.2872888258598568e-11
5.3e-11,4.02488795919138e-11,2.287631366410985e-11
5.3e-11,4.025948184375978e-11,2.287973829078317e-11
5.3e-11,4.027008409560578e-11,2.288316213888414e-11
5.3e-11,4.028068634745175e-11,2.2886585208678234e-11
5.3e-11,4.029128859929776e-11,2.289000750043081e-11
5.3e-11,4.030189085114373e-11,2.2893429014407092e-11
5.3e-11,4.031249310298972e-11,2.2896849750872212e-11
5.3e-11,4.032309535483572e-11,2.290026971009115e-11
5.3e-11,4.0333697606681693e-11,2.2903688892328795e-11
5.3e-11,4.0344299858527695e-11,2.2907107297849882e-11
5.3e-11,4.035490211037368e-11,2.291052492691906e-11
5.3e-11,4.036550436221967e-11,2.2913941779800837e-11
5.3e-11,4.037610661406567e-11,2.2917357856759605e-11
5.3e-11,4.038670886591165e-11,2.2920773158059633e-11
5.3e-11,4.039731111775764e-11,2.2924187683965082e-11
5.3e-11,4.040791336960364e-11,2.292760143473999e-11
5.3e-11,4.041851562144962e-11,2.293101441064825e-11
5.3e-11,4.0429117873295625e-11,2.293442661195368e-11
5.3e-11,4.0439720125141607e-11,2.293783803891993e-11
5.3e-11,4.04503223769876e-11,2.2941248691810573e-11
5.3e-11,4.046092462883358e-11,2.2944658570889024e-11
5.3e-11,4.0471526880679565e-11,2.2948067676418617e-11
5.3e-11,4.0482129132525566e-11,2.295147600866255e-11
5.3e-11,4.0492731384371554e-11,2.2954883567883886e-11
5.3e-11,4.0503333636217535e-11,2.2958290354345575e-11
5.3e-11,4.0513935888063536e-11,2.296169636831048e-11
5.3e-11,4.052453813990952e-11,2.2965101610041293e-11
5.3e-11,4.053514039175549e-11,2.2968506079800624e-11
5.3e-11,4.0545742643601514e-11,2.297190977785097e-11
5.3e-11,4.055634489544749e-11,2.2975312704454665e-11
5.3e-11,4.056694714729347e-11,2.297871485987396e-11
5.3e-11,4.057754939913946e-11,2.2982116244370987e-11
5.3e-11,4.0588151650985447e-11,2.298551685820774e-11
5.3e-11,4.0598753902831454e-11,2.2988916701646123e-11
5.3e-11,4.060935615467744e-11,2.2992315774947877e-11
5.3e-11,4.0619958406523424e-11,2.2995714078374667e-11
5.3e-11,4.0630560658369405e-11,2.2999111612188017e-11
5.3e-11,4.06411629102154e-11,2.3002508376649352e-11
5.3e-11,4.0651765162061395e-11,2.300590437201995e-11
5.2e-11,4.06623674139074e-11,2.2818790028084634e-11
5.2e-11,4.0672969665753364e-11,2.2822128504648063e-11
5.2e-11,4.068357191759936e-11,2.2825466217422004e-11
5.2e-11,4.0694174169445353e-11,2.2828803166668532e-11
5.2e-11,4.070477642129134e-11,2.2832139352649607e-11
5.2e-11,4.0715378673137336e-11,2.283547477562709e-11
5.2e-11,4.072598092498333e-11,2.2838809435862693e-11
5.2e-11,4.073658317682931e-11,2.2842143333618014e-11
5.2e-11,4.0747185428675294e-11,2.284547646915455e-11
5.2e-11,4.0757787680521295e-11,2.2848808842733674e-11
5.2e-11,4.0768389932367277e-11,2.285214045461661e-11
5.2e-11,4.077899218421327e-11,2.2855471305064503e-11
5.2e-11,4.078959443605925e-11,2.285880139433835e-11
5.2e-11,4.080019668790525e-11,2.286213072269905e-11
5.2e-11,4.081079893975124e-11,2.286545929040736e-11
5.2e-11,4.082140119159722e-11,2.2868787097723934e-11
5.2e-11,4.083200344344322e-11,2.287211414490931e-11
5.3e-11,4.0842605695289206e-11,2.3066901071343454e-11
5.3e-11,4.08532079471352e-11,2.3070282503478956e-11
5.3e-11,4.08638101989812e-11,2.307366317172485e-11
5.3e-11,4.087441245082718e-11,2.307704307633993e-11
5.3e-11,4.0885014702673165e-11,2.3080422217582933e-11
5.3e-11,4.0895616954519166e-11,2.308380059571243e-11
5.3e-11,4.0906219206365154e-11,2.30871782109869e-11
5.3e-11,4.0916821458211136e-11,2.3090555063664694e-11
5.3e-11,4.092742371005712e-11,2.309393115400406e-11
5.3e-11,4.093802596190311e-11,2.309730648226311e-11
5.3e-11,4.094862821374911e-11,2.310068104869986e-11
5.3e-11,4.095923046559509e-11,2.3104054853572182e-11
5.3e-11,4.096983271744109e-11,2.3107427897137877e-11
5.3e-11,4.098043496928708e-11,2.3110800179654577e-11
5.3e-11,4.099103722113305e-11,2.3114171701379827e-11
5.3e-11,4.1001639472979066e-11,2.3117542462571072e-11
5.3e-11,4.101224172482505e-11,2.3120912463485592e-11
5.3e-11,4.102284397667104e-11,2.3124281704380597e-11
5.3e-11,4.103344622851703e-11,2.3127650185513152e-11
5.3e-11,4.1044048480363006e-11,2.3131017907140215e-11
5.3e-11,4.105465073220901e-11,2.3134384869518653e-11
5.3e-11,4.1065252984055e-11,2.3137751072905173e-11
5.3e-11,4.107585523590098e-11,2.3141116517556393e-11
5.3e-11,4.108645748774698e-11,2.314448120372881e-11
5.3e-11,4.109705973959295e-11,2.3147845131678806e-11
5.3e-11,4.1107661991438954e-11,2.3151208301662657e-11
5.3e-11,4.111826424328495e-11,2.3154570713936495e-11
5.3e-11,4.1128866495130936e-11,2.315793236875637e-11
5.3e-11,4.1139468746976925e-11,2.316129326637819e-11
5.3e-11,4.115007099882291e-11,2.3164653407057772e-11
5.3e-11,4.1160673250668894e-11,2.3168012791050793e-11
5.3e-11,4.1171275502514895e-11,2.3171371418612843e-11
5.3e-11,4.1181877754360896e-11,2.317472928999937e-11
5.3e-11,4.119248000620688e-11,2.317808640546571e-11
5.3e-11,4.120308225805285e-11,2.3181442765267106e-11
5.3e-11,4.121368450989885e-11,2.3184798369658668e-11
5.3e-11,4.122428676174484e-11,2.3188153218895396e-11
5.3e-11,4.123488901359084e-11,2.3191507313232176e-11
5.3e-11,4.124549126543683e-11,2.3194860652923776e-11
5.3e-11,4.1256093517282807e-11,2.319821323822484e-11
5.3e-11,4.12666957691288e-11,2.3201565069389933e-11
5.3e-11,4.12772980209748e-11,2.3204916146673468e-11
5.3e-11,4.128790027282079e-11,2.3208266470329746e-11
5.3e-11,4.129850252466678e-11,2.3211616040612984e-11
5.3e-11,4.130910477651276e-11,2.321496485777725e-11
5.3e-11,4.1319707028358754e-11,2.3218312922076524e-11
5.3e-11,4.1330309280204736e-11,2.322166023376465e-11
5.3e-11,4.134091153205074e-11,2.3225006793095384e-11
5.3e-11,4.1351513783896725e-11,2.3228352600322338e-11
5.3e-11,4.1362116035742713e-11,2.323169765569903e-11
5.3e-11,4.137271828758869e-11,2.323504195947885e-11
5.3e-11,4.1383320539434696e-11,2.323838551191511e-11
5.3e-11,4.139392279128068e-11,2.3241728313260947e-11
5.3e-11,4.140452504312667e-11,2.324507036376944e-11
5.3e-11,4.141512729497265e-11,2.3248411663693516e-11
5.3e-11,4.142572954681865e-11,2.3251752213286027e-11
5.3e-11,4.1436331798664636e-11,2.3255092012799676e-11
5.3e-11,4.144693405051062e-11,2.3258431062487057e-11
5.3e-11,4.145753630235663e-11,2.326176936260069e-11
5.3e-11,4.146813855420261e-11,2.3265106913392907e-11
5.3e-11,4.14787408060486e-11,2.3268443715116006e-11
5.3e-11,4.148934305789458e-11,2.327177976802212e-11
5.3e-11,4.1499945309740565e-11,2.3275115072363298e-11
5.3e-11,4.151054756158656e-11,2.3278449628391455e-11
5.3e-11,4.152114981343256e-11,2.3281783436358405e-11
5.3e-11,4.153175206527855e-11,2.328511649651584e-11
5.3e-11,4.154235431712453e-11,2.328844880911535e-11
5.3e-11,4.155295656897051e-11,2.3291780374408397e-11
5.3e-11,4.156355882081651e-11,2.329511119264636e-11
5.3e-11,4.15741610726625e-11,2.329844126408047e-11
5.3e-11,4.1584763324508496e-11,2.3301770588961857e-11
5.3e-11,4.159536557635448e-11,2.330509916754155e-11
5.3e-11,4.160596782820047e-11,2.3308427000070457e-11
5.3e-11,4.161657008004645e-11,2.3311754086799367e-11
5.3e-11,4.162717233189246e-11,2.3315080427978984e-11
5.3e-11,4.163777458373845e-11,2.3318406023859857e-11
5.3e-11,4.164837683558442e-11,2.3321730874692445e-11
5.3e-11,4.1658979087430406e-11,2.3325054980727106e-11
5.3e-11,4.166958133927641e-11,2.3328378342214076e-11
5.3e-11,4.16801835911224e-11,2.3331700959403473e-11
5.3e-11,4.16907858429684e-11,2.33350228325453e-11
5.3e-11,4.1701388094814384e-11,2.3338343961889464e-11
5.3e-11,4.1711990346660366e-11,2.3341664347685752e-11
5.2e-11,4.1722592598506354e-11,2.3148898840394505e-11
5.2e-11,4.173319485035234e-11,2.3152162216203008e-11
5.2e-11,4.174379710219834e-11,2.315542485384785e-11
5.3e-11,4.175439935404432e-11,2.3354938460383942e-11
5.3e-11,4.176500160589031e-11,2.3358255132183728e-11
5.3e-11,4.1775603857736314e-11,2.3361571061932014e-11
5.3e-11,4.1786206109582295e-11,2.336488624987779e-11
5.3e-11,4.179680836142828e-11,2.3368200696269962e-11
5.3e-11,4.180741061327428e-11,2.3371514401357324e-11
5.3e-11,4.1818012865120266e-11,2.337482736538852e-11
5.3e-11,4.1828615116966254e-11,2.337813958861213e-11
5.3e-11,4.183921736881225e-11,2.3381451071276598e-11
5.3e-11,4.184981962065824e-11,2.3384761813630256e-11
5.3e-11,4.1860421872504225e-11,2.3388071815921334e-11
5.3e-11,4.187102412435021e-11,2.339138107839795e-11
5.3e-11,4.188162637619621e-11,2.3394689601308114e-11
5.3e-11,4.18922286280422e-11,2.3397997384899707e-11
5.3e-11,4.190283087988819e-11,2.340130442942052e-11
5.3e-11,4.191343313173418e-11,2.340461073511822e-11
5.3e-11,4.1924035383580166e-11,2.340791630224038e-11
5.3e-11,4.193463763542616e-11,2.3411221131034444e-11
5.3e-11,4.194523988727215e-11,2.3414525221747746e-11
5.3e-11,4.195584213911814e-11,2.3417828574627526e-11
5.3e-11,4.196644439096411e-11,2.3421131189920897e-11
5.3e-11,4.197704664281012e-11,2.3424433067874882e-11
5.3e-11,4.19876488946561e-11,2.3427734208736363e-11
5.3e-11,4.1998251146502096e-11,2.343103461275214e-11
5.3e-11,4.200885339834809e-11,2.3434334280168886e-11
5.3e-11,4.201945565019407e-11,2.3437633211233167e-11
5.3e-11,4.2030057902040073e-11,2.344093140619146e-11
5.3e-11,4.204066015388605e-11,2.3444228865290087e-11
5.3e-11,4.205126240573205e-11,2.3447525588775308e-11
5.3e-11,4.206186465757803e-11,2.3450821576893236e-11
5.3e-11,4.2072466909424006e-11,2.3454116829889902e-11
5.3e-11,4.2083069161270014e-11,2.3457411348011218e-11
5.3e-11,4.209367141311601e-11,2.3460705131502972e-11
5.3e-11,4.210427366496199e-11,2.3463998180610864e-11
5.3e-11,4.2114875916807985e-11,2.3467290495580465e-11
5.3e-11,4.2125478168653966e-11,2.3470582076657248e-11
5.3e-11,4.2136080420499954e-11,2.3473872924086582e-11
5.3e-11,4.214668267234594e-11,2.3477163038113713e-11
5.3e-11,4.215728492419194e-11,2.3480452418983797e-11
5.4e-11,4.2167887176037925e-11,2.3678027815437156e-11
5.4e-11,4.217848942788391e-11,2.368137036310535e-11
5.4e-11,4.2189091679729914e-11,2.3684712173922177e-11
5.4e-11,4.21996939315759e-11,2.368805324813125e-11
5.4e-11,4.221029618342189e-11,2.3691393585976097e-11
5.4e-11,4.2220898435267885e-11,2.3694733187700134e-11
5.4e-11,4.2231500687113867e-11,2.3698072053546653e-11
5.4e-11,4.224210293895985e-11,2.3701410183758864e-11
5.4e-11,4.2252705190805856e-11,2.370474757857986e-11
5.4e-11,4.226330744265184e-11,2.370808423825261e-11
5.4e-11,4.227390969449783e-11,2.3711420163020006e-11
5.4e-11,4.228451194634381e-11,2.3714755353124802e-11
5.4e-11,4.229511419818981e-11,2.3718089808809676e-11
5.4e-11,4.230571645003578e-11,2.3721423530317172e-11
5.4e-11,4.231631870188179e-11,2.3724756517889754e-11
5.4e-11,4.2326920953727785e-11,2.3728088771769748e-11
5.4e-11,4.233752320557376e-11,2.3731420292199394e-11
5.4e-11,4.234812545741976e-11,2.373475107942083e-11
5.4e-11,4.235872770926573e-11,2.373808113367606e-11
5.4e-11,4.236932996111174e-11,2.3741410455207026e-11
5.4e-11,4.237993221295772e-11,2.3744739044255512e-11
5.4e-11,4.2390534464803714e-11,2.3748066901063238e-11
5.4e-11,4.2401136716649695e-11,2.3751394025871795e-11
5.4e-11,4.241173896849568e-11,2.375472041892267e-11
5.4e-11,4.242234122034167e-11,2.3758046080457257e-11
5.4e-11,4.243294347218767e-11,2.3761371010716823e-11
5.4e-11,4.244354572403366e-11,2.376469520994255e-11
5.4e-11,4.245414797587965e-11,2.3768018678375495e-11
5.4e-11,4.246475022772564e-11,2.3771341416256617e-11
5.4e-11,4.2475352479571625e-11,2.3774663423826785e-11
5.4e-11,4.2485954731417626e-11,2.3777984701326734e-11
5.4e-11,4.2496556983263614e-11,2.3781305248997105e-11
5.4e-11,4.250715923510961e-11,2.3784625067078443e-11
5.4e-11,4.2517761486955584e-11,2.3787944155811173e-11
5.4e-11,4.2528363738801566e-11,2.379126251543562e-11
5.4e-11,4.2538965990647567e-11,2.3794580146192015e-11
5.4e-11,4.254956824249356e-11,2.379789704832046e-11
5.4e-11,4.256017049433954e-11,2.3801213222060965e-11
5.4e-11,4.257077274618554e-11,2.3804528667653443e-11
5.4e-11,4.2581374998031525e-11,2.3807843385337676e-11
5.4e-11,4.2591977249877514e-11,2.3811157375353367e-11
5.4e-11,4.260257950172352e-11,2.3814470637940117e-11
5.4e-11,4.26131817535695e-11,2.3817783173337376e-11
5.4e-11,4.2623784005415484e-11,2.382109498178454e-11
5.4e-11,4.263438625726147e-11,2.3824406063520888e-11
5.4e-11,4.264498850910746e-11,2.3827716418785576e-11
5.4e-11,4.2655590760953455e-11,2.383102604781767e-11
5.4e-11,4.266619301279945e-11,2.383433495085613e-11
5.4e-11,4.267679526464543e-11,2.38376431281398e-11
5.4e-11,4.268739751649143e-11,2.384095057990744e-11
5.4e-11,4.269799976833741e-11,2.3844257306397674e-11
5.4e-11,4.270860202018341e-11,2.384756330784907e-11
5.4e-11,4.2719204272029397e-11,2.3850868584500035e-11
5.4e-11,4.272980652387538e-11,2.3854173136588905e-11
5.4e-11,4.2740408775721366e-11,2.3857476964353915e-11
5.4e-11,4.275101102756736e-11,2.3860780068033176e-11
5.4e-11,4.276161327941335e-11,2.386408244786471e-11
5.4e-11,4.2772215531259343e-11,2.3867384104086427e-11
5.3e-11,4.278281778310534e-11,2.3673236964475005e-11
5.3e-11,4.279342003495132e-11,2.3676482800435515e-11
5.3e-11,4.28040222867973e-11,2.36797279179884e-11
5.3e-11,4.2814624538643296e-11,2.3682972317372143e-11
5.3e-11,4.28252267904893e-11,2.368621599882512e-11
5.3e-11,4.283582904233528e-11,2.368945896258559e-11
5.3e-11,4.284643129418127e-11,2.369270120889174e-11
5.3e-11,4.285703354602726e-11,2.3695942737981613e-11
5.3e-11,4.286763579787325e-11,2.3699183550093185e-11
5.3e-11,4.287823804971924e-11,2.3702423645464292e-11
5.3e-11,4.288884030156523e-11,2.370566302433269e-11
5.3e-11,4.2899442553411214e-11,2.370890168693601e-11
5.3e-11,4.291004480525721e-11,2.37121396335118e-11
5.3e-11,4.2920647057103196e-11,2.371537686429748e-11
5.3e-11,4.293124930894919e-11,2.3718613379530383e-11
5.3e-11,4.294185156079517e-11,2.3721849179447723e-11
5.4e-11,4.295245381264117e-11,2.3923401777585576e-11
5.4e-11,4.296305606448716e-11,2.3926690449394897e-11
5.4e-11,4.297365831633314e-11,2.3929978402094973e-11
5.4e-11,4.298426056817914e-11,2.3933265635921656e-11
5.4e-11,4.2994862820025126e-11,2.393655215111067e-11
